;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference;AcceptedSpecies
1723;0;Europe;Gelechia sabinellus;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Gelechia sabinellus
1724;0;Africa;Idaea inquinata;Saharo-Arabian;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Idaea inquinata
1725;0;Europe;Idaea inquinata;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Idaea inquinata
1726;0;Africa;Lithophane leautieri;Saharo-Arabian;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Lithophane leautieri
1727;0;Europe;Lithophane leautieri;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Lithophane leautieri
1728;0;Africa;Haplotinea insectella;Saharo-Arabian;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Haplotinea insectella
1729;0;Europe;Haplotinea insectella;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Haplotinea insectella
1730;0;Africa;Ophiusa tirhaca;Afrotropical;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1731;0;Africa;Ophiusa tirhaca;Saharo-Arabian;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1732;0;Asia;Ophiusa tirhaca;Oriental;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1733;0;Asia;Ophiusa tirhaca;Palearctic;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1734;0;Asia;Ophiusa tirhaca;Sino-Japanese;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1735;0;Europe;Ophiusa tirhaca;Palearctic;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa tirhaca
1736;0;Asia;Hypsopygia costalis;Palearctic;2005;Pohl, G., Bird, C., Landry, J. and Anweiler, G. (2005). New records of microlepidoptera in Alberta, Canada. Journal of the Lepidopterists Society. 59(2): 61;Hypsopygia costalis
1737;0;Europe;Hypsopygia costalis;Palearctic;2005;Pohl, G., Bird, C., Landry, J. and Anweiler, G. (2005). New records of microlepidoptera in Alberta, Canada. Journal of the Lepidopterists Society. 59(2): 61;Hypsopygia costalis
1738;0;Asia;Ophiusa trapezium;Oriental;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa trapezium
1739;0;Oceania;Ophiusa trapezium;Oceanina;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Ophiusa trapezium
1740;0;Asia;Macaria liturata;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Macaria liturata
1741;0;Asia;Macaria liturata;Sino-Japanese;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Macaria liturata
1742;0;Europe;Macaria liturata;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Macaria liturata
1743;0;North America;Manduca quinquemaculatus;Panamanian;2013;Kawahara, A., Breinholt, J., Ponce, F., Haxaire, J., Xiao, L., Lamarre, G., ... and Kitching, I. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386;Manduca quinquemaculatus
1744;0;South America;Manduca quinquemaculatus;Neotropical;2013;Kawahara, A., Breinholt, J., Ponce, F., Haxaire, J., Xiao, L., Lamarre, G., ... and Kitching, I. (2013). Evolution of Manduca sexta hornworms and relatives: biogeographical analysis reveals an ancestral diversification in Central America. Molecular Phylogenetics and Evolution. 68(3): 381-386;Manduca quinquemaculatus
1745;0;Africa;Mussidia nigrivenella;Afrotropical;2019;Leraut, G. (2019). Contribution a la connaissance des Pyralidae Phycitinae de Madagascar, des Comores et des Mascareignes (III) – Revision et inventaire des especes presentes a Madagascar et dans les Mascareignes. Revue Française dEntomologie Generale. 1(2): 38-198;Mussidia nigrivenella
1746;0;Africa;Oraesia emarginata;Afrotropical;2005;Holloway, J. (2005). The Moths of Borneo, Parts 15 & 16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm;Oraesia emarginata
1747;0;Asia;Oraesia emarginata;Oriental;2005;Holloway, J. (2005). The Moths of Borneo, Parts 15 & 16 Noctuidae: Catocalinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-15-16/index.htm;Oraesia emarginata
1748;0;Asia;Oligostigma polydectalis;Oriental;2022;Goater, B., Nuss, M. and Speidel, W. (2022). Pyraloidea I:(Acentropinae, Evergestinae, Heliothelinae, Schoenobiinae, Scopariinae) (Vol. 4). In: Nuss, M., Karsholt, O., Mutanen, M. (Eds.). Microlepidoptera of Europe. Brill. Leiden, Netherlands.;Oligostigma polydectalis
1749;0;Australia;Oligostigma polydectalis;Australian;2022;Goater, B., Nuss, M. and Speidel, W. (2022). Pyraloidea I:(Acentropinae, Evergestinae, Heliothelinae, Schoenobiinae, Scopariinae) (Vol. 4). In: Nuss, M., Karsholt, O., Mutanen, M. (Eds.). Microlepidoptera of Europe. Brill. Leiden, Netherlands.;Oligostigma polydectalis
1750;0;Asia;Phtheochroa pulvillana;Palearctic;2022;Fazekas I. (2022). A synopsis of the bionomics and geographical distribution of Phtheochroa species in Hungary (Lepidoptera: Tortricidae, Cochylini). Lepidopterologica Hungarica. 18(1): 23–43;Phtheochroa pulvillana
1751;0;Europe;Phtheochroa pulvillana;Palearctic;2022;Fazekas I. (2022). A synopsis of the bionomics and geographical distribution of Phtheochroa species in Hungary (Lepidoptera: Tortricidae, Cochylini). Lepidopterologica Hungarica. 18(1): 23–43;Phtheochroa pulvillana
1752;0;Europe;Phyllonorycter geniculella;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Phyllonorycter geniculella
1753;0;Africa;Palpita vitrealis;Saharo-Arabian;2012;Yilmaz, C. and Genc, H. (2012). Determination of the life cycle of the Olive Fruit Leaf Moth, Palpita unionalis (Lepidoptera: Pyralidae) in the laboratory. Florida Entomologist. 95: 162-170;Palpita vitrealis
1754;0;South America;Palpita vitrealis;Neotropical;2012;Yilmaz, C. and Genc, H. (2012). Determination of the life cycle of the Olive Fruit Leaf Moth, Palpita unionalis (Lepidoptera: Pyralidae) in the laboratory. Florida Entomologist. 95: 162-170;Palpita vitrealis
1755;0;Africa;Pardasena virgulana;Saharo-Arabian;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Pardasena virgulana
1756;0;Europe;Pardasena virgulana;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Pardasena virgulana
1757;0;North America;Phobetron hipparchia;Panamanian;1996;Gustafsson, B. (1996). Nigra fjiirilsarter importerade till Sverige med bananer. Entomologisk Tidskrift. 117(3): 123-124;Phobetron hipparchia
1758;0;South America;Phobetron hipparchia;Neotropical;1996;Gustafsson, B. (1996). Nigra fjiirilsarter importerade till Sverige med bananer. Entomologisk Tidskrift. 117(3): 123-124;Phobetron hipparchia
1759;0;Europe;Phyllonorycter strigulatella;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Phyllonorycter strigulatella
1760;0;North America;Platynota rostrana;Panamanian;2017;der Gaag, D. and der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017.;Platynota rostrana
1761;0;South America;Platynota rostrana;Neotropical;2017;der Gaag, D. and der Straten, M. (2017). Short Pest Risk Analysis for Platynota rostrana and Platynota stultana. Netherlands Food and Consumer Product Safety Authority Ministry of Economic Affairs. November, 2017.;Platynota rostrana
1762;0;Africa;Scrobipalpa ocellatella;Saharo-Arabian;2019;Bidzilya, O., Karsholt, O., Kravchenko, V. and Sumpich, J. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;Scrobipalpa ocellatella
1763;0;Asia;Scrobipalpa ocellatella;Saharo-Arabian;2019;Bidzilya, O., Karsholt, O., Kravchenko, V. and Sumpich, J. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;Scrobipalpa ocellatella
1764;0;Asia;Oxyodes scrobiculata;Oriental;2025;PaDIL (2025). The Pest and Disease Image Library (PaDIL). Available at: https://www.padil.gov.au/;Oxyodes scrobiculata
1765;0;North America;Spodoptera dolichos;Nearctic;2015;Montezano, D., Sosa-Gomez, D., Paula-Moraes, S., Roque-Specht, V., Fronza, E., Barros, N. and Specht, A. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;Spodoptera dolichos
1766;0;North America;Spodoptera dolichos;Panamanian;2015;Montezano, D., Sosa-Gomez, D., Paula-Moraes, S., Roque-Specht, V., Fronza, E., Barros, N. and Specht, A. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;Spodoptera dolichos
1767;0;South America;Spodoptera dolichos;Neotropical;2015;Montezano, D., Sosa-Gomez, D., Paula-Moraes, S., Roque-Specht, V., Fronza, E., Barros, N. and Specht, A. (2015). Biotic potential and reproductive parameters of Spodoptera dolichos (Lepidoptera: Noctuidae) in the laboratory. Zoologia (Curitiba). 32(6): 485-491;Spodoptera dolichos
1768;0;Africa;Spodoptera littoralis;Afrotropical;2023;ElShahed, S. M., Mostafa, Z., Radwan, M. and Hosni, E. (2023). Modeling the potential global distribution of the Egyptian cotton leafworm, Spodoptera littoralis under climate change. Scientific Reports. 13(1): 17314;Spodoptera littoralis
1769;0;Africa;Spodoptera littoralis;Saharo-Arabian;2023;ElShahed, S. M., Mostafa, Z., Radwan, M. and Hosni, E. (2023). Modeling the potential global distribution of the Egyptian cotton leafworm, Spodoptera littoralis under climate change. Scientific Reports. 13(1): 17314;Spodoptera littoralis
1770;0;Africa;Prays oleae;Saharo-Arabian;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Prays oleae
1771;0;Europe;Prays oleae;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Prays oleae
1772;0;Africa;Pygospila tyres;Afrotropical;2022;Kalawate, A., Shabnam, A. and Dinesh, K. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637–20642;Pygospila tyres
1773;0;Africa;Pygospila tyres;Saharo-Arabian;2022;Kalawate, A., Shabnam, A. and Dinesh, K. (2022). First Indian DNA barcode record for the moth species Pygospila tyres (Cramer, 1780) (Lepidoptera: Crambidae: Spilomelinae) distributed in Asia and Australia. Journal of Threatened Taxa. 14(2): 20637–20642;Pygospila tyres
1774;0;North America;Rothschildia orizaba;Nearctic;1988;Gauld, I. (1988). The species of the Enicospilus americanus complex (Hymenoptera: Ichneumonidae) in eastern North America. Systernafic Entomology. 13: 31-53;Rothschildia orizaba
1775;0;Europe;Saturnia pyri;Palearctic;2024;Huemer, P. (2024). Unexpected diversity of moths (Lepidoptera) in the Gardens of Trauttmansdorff Castle (Prov. Bolzano-South Tyrol, Italy). Gredleriana. 24;Saturnia pyri
1776;0;Africa;Selania leplastriana;Saharo-Arabian;1997;Farrugia, C. (1997). Insect Pests on Cauliflower (Brassica oleracea Var. Botrytis) in Gozo (Maltese Islands, Central Mediterranean). The Central Mediterranean Naturalist. 2(4): 152-165;Selania leplastriana
1777;0;Asia;Sphinx pinastri;Palearctic;2020;Tugulea, H. and Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si comunicari stiintele naturii. 36(2): 105-112;Sphinx pinastri
1778;0;Asia;Sphinx pinastri;Sino-Japanese;2020;Tugulea, H. and Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si comunicari stiintele naturii. 36(2): 105-112;Sphinx pinastri
1779;0;Europe;Sphinx pinastri;Palearctic;2020;Tugulea, H. and Tugulea, A. (2020). Contributions to knowledge of the fauna of hawk-moths (Lepidoptera, Sphingidae) from the Republic of Moldova. Oltenia-studii si comunicari stiintele naturii. 36(2): 105-112;Sphinx pinastri
1780;0;Africa;Parapoynx stagnalis;Afrotropical;1993;Waterhouse, D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution, importance and origin. Australian Centre for International Agricultural Research - ACIAR. Ausralia, Camberra.;Parapoynx stagnalis
1781;0;Asia;Parapoynx stagnalis;Oriental;1993;Waterhouse, D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution, importance and origin. Australian Centre for International Agricultural Research - ACIAR. Ausralia, Camberra.;Parapoynx stagnalis
1782;0;Asia;Parapoynx stagnalis;Sino-Japanese;1993;Waterhouse, D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution, importance and origin. Australian Centre for International Agricultural Research - ACIAR. Ausralia, Camberra.;Parapoynx stagnalis
1783;0;Australia;Parapoynx stagnalis;Australian;1993;Waterhouse, D. (1993). The major arthropod pests and weeds of agriculture in Southeast Asia: distribution, importance and origin. Australian Centre for International Agricultural Research - ACIAR. Ausralia, Camberra.;Parapoynx stagnalis
1784;0;Asia;Theresimima ampellophaga;Palearctic;2020;Chireceanu, C., Bosoi, M., Podrumar, T., Ghica, M., Teodoru, A., Chiriloaie-Palade, A. and Zaharia, R. (2020). Invasive Insect Species Detected on Grapevines in Romania during 2016–2019 and First Record of Erasmoneura vulnerata (Fitch, 1851) (Hemiptera: Cicadellidae). Acta Zoologica Bulgarica. 72(4): 649-659;Theresimima ampellophaga
1785;0;Europe;Theresimima ampellophaga;Palearctic;2020;Chireceanu, C., Bosoi, M., Podrumar, T., Ghica, M., Teodoru, A., Chiriloaie-Palade, A. and Zaharia, R. (2020). Invasive Insect Species Detected on Grapevines in Romania during 2016–2019 and First Record of Erasmoneura vulnerata (Fitch, 1851) (Hemiptera: Cicadellidae). Acta Zoologica Bulgarica. 72(4): 649-659;Theresimima ampellophaga
1786;0;Europe;Stigmella aurella;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Stigmella aurella
1787;0;Europe;Tebenna micalis;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Tebenna micalis
1788;0;North America;Utetheisa ornatrix;Panamanian;2010;Filho, J., Ferro, V. , Santos, T., Nabout, J., Dobrovolski, R. and De Marco Jr, P. (2010). The three phases of the ensemble forecasting of niche models: geographic range and shifts in climatically suitable areas of Utetheisa ornatrix (Lepidoptera, Arctiidae). Revista Brasileira de Entomologia 54(3): 339–349;Utetheisa ornatrix
1789;0;South America;Utetheisa ornatrix;Neotropical;2010;Filho, J., Ferro, V. , Santos, T., Nabout, J., Dobrovolski, R. and De Marco Jr, P. (2010). The three phases of the ensemble forecasting of niche models: geographic range and shifts in climatically suitable areas of Utetheisa ornatrix (Lepidoptera, Arctiidae). Revista Brasileira de Entomologia 54(3): 339–349;Utetheisa ornatrix
1790;0;Africa;Zebronia phenice;Afrotropical;1998;Kuhlmann, U., Carl, K. and Mills, N. (1998). Quantifying the impact of insect predators and parasitoids on populations of the apple ermine moth, Yponomeuta malinellus (Lepidoptera: Yponomeutidae), in Europe. Bulletin of entomological research. 88(2): 165-175;Zebronia phenice
1791;0;Africa;Zebronia phenice;Saharo-Arabian;1998;Kuhlmann, U., Carl, K. and Mills, N. (1998). Quantifying the impact of insect predators and parasitoids on populations of the apple ermine moth, Yponomeuta malinellus (Lepidoptera: Yponomeutidae), in Europe. Bulletin of entomological research. 88(2): 165-175;Zebronia phenice
1792;0;North America;Zeiraphera griseana;Nearctic;2005;Zhang, A. and Li, H. (2005). Catalogue of Eucosmini from China (Lepidoptera: Tortricidae) SHILAP Revista de Lepidopterologia. 33(131): 265-298;Zeiraphera griseana
1793;0;Asia;Perixera illepidaria;Oriental;2014;Kumar, V., Reddy, P., Anal, A. and Nath, V. (2014). Outbreak of the looper, Perixera illepidaria (Lepidoptera: Geometridae) on litchi, Litchi chinensis (Sapindales: Sapindaceae)-a new pest record from India. Florida Entomologist, 97(1): 22-29;Perixera illepidaria
1794;0;North America;Phthorimaea operculella;Panamanian;2012;Krsteska, V. and Stojanoski, P. (2012) Phthorimaea operculella (Zeller, 1983), in the tobacco agro-ecosystem. In: International Conference on BioScience: Biotechnology and Biodiversity The Forth Joint UNS – PSU, Novi Sad.;Phthorimaea operculella
1795;0;South America;Phthorimaea operculella;Neotropical;2013;Subchev, M., Toshova, T., Atanasova, D., Petrova, V. and Toth, M. (2013). Seasonal flight of the potato tuber moth, Phthorimaea operculella (Zeller)(Lepidoptera: Gelechiidae) in three regions in Bulgaria established by pheromone traps. Acta Phytopathologica et Entomologica Hungarica. 48(1): 75-86;Phthorimaea operculella
1796;0;North America;Choristoneura rosaceana;Nearctic;2012;Gilligan, T. and Epstein, M. (2012). TortAI, Tortricids of Agricultural Importance to the United States (Lepidoptera: Tortricidae). Identification Technology Program (ITP), USDA/APHIS/PPQ/CPHST, Fort Collins, CO. [accessed at https://idtools.org/id/tortai/index.html].;Choristoneura rosaceana
1797;0;Asia;Phyllocnistis citrella;Oriental;2000;Urbaneja, A., Llacer, E., Tomas, O., Garrido, A. and Jacas, J. (2000). Indigenous Natural Enemies Associated with Phyllocnistis citrella (Lepidoptera: Gracillariidae) in Eastern Spain. Biological Control. 18: 199-207;Phyllocnistis citrella
1798;0;Africa;Phyllonorycter messaniella;Saharo-Arabian;2007;Triberti, P. (2007). The Phyllonorycter species from Palaearctic Region feeding on Rosaceae (Lepidoptera, Gracillariidae). Bollettino del Museo Civico di Storia Naturale di Verona. 31: 147-221;Phyllonorycter messaniella
1799;0;Europe;Phyllonorycter messaniella;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Phyllonorycter messaniella
1800;0;Asia;Plutella xylostella;Palearctic;2020;Fuentes, N., Marticorena, A., Saldana, A. Jerez, R., Ortiz, J., Victoriano, P., and ... Rey-Aguirre, A. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). Neobiota. 60: 25-41;Plutella xylostella
1801;0;Europe;Plutella xylostella;Palearctic;2020;Fuentes, N., Marticorena, A., Saldana, A. Jerez, R., Ortiz, J., Victoriano, P., and ... Rey-Aguirre, A. (2020). Multi-taxa inventory of naturalized species in Chile (including native Chilean species introduced in other areas of the national territory outside of their original range). Neobiota. 60: 25-41;Plutella xylostella
1802;0;Africa;Arenipses sabella;Saharo-Arabian;2019;Falck, P., Karsholt, O. and Slamka, F. (2019). New data on Pyraloidea from the Canary Islands, Spain (Lepidoptera: Pyraloidea). SHILAP Revista de lepidopterologia. 47(185): 33-48;Arenipses sabella
1803;0;Asia;Arenipses sabella;Saharo-Arabian;2019;Falck, P., Karsholt, O. and Slamka, F. (2019). New data on Pyraloidea from the Canary Islands, Spain (Lepidoptera: Pyraloidea). SHILAP Revista de lepidopterologia. 47(185): 33-48;Arenipses sabella
1804;0;Europe;Arenipses sabella;Palearctic;2019;Falck, P., Karsholt, O. and Slamka, F. (2019). New data on Pyraloidea from the Canary Islands, Spain (Lepidoptera: Pyraloidea). SHILAP Revista de lepidopterologia. 47(185): 33-48;Arenipses sabella
1805;0;North America;Acharia stimulea;Panamanian;2022;Cooley, T. and Reardon, R. (2022). Field Guide to the Slug Moths (Lepidoptera: Limacodidae) of West Virginia. Forest Service U.S. Department of Agriculture. 84pp;Acharia stimulea
1806;0;Asia;Paranthrene tabaniformis;Palearctic;2023;Zheng, Y., Dong, Y. and Yang, Z. (2023). Antennal and proboscis sensilla characteristics of Paranthrene tabaniformis (Lepidoptera: Sesiidae). Microscopy Research and Technique. 86(4): 452-464;Paranthrene tabaniformis
1807;0;Europe;Paranthrene tabaniformis;Palearctic;1956;Morris, R. (1956). Note on Paranthrene tabaniformis Rott., a moth new to North America (lepidoptera: Aegeriidae). The Canadian Entomologist. 88(11): 652;Paranthrene tabaniformis
1808;0;Europe;Peribatodes perversaria;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Peribatodes perversaria
1809;0;North America;Syntomeida epilais;Panamanian;2016;McAuslane, H. (2016). Oleander caterpillar, Syntomeida epilais Walker (Insecta: Lepidoptera: Arctiidae). U.S. Department of Agriculture. University of Florida. Florida, United States of America.;Syntomeida epilais
1810;0;South America;Syntomeida epilais;Neotropical;2016;McAuslane, H. (2016). Oleander caterpillar, Syntomeida epilais Walker (Insecta: Lepidoptera: Arctiidae). U.S. Department of Agriculture. University of Florida. Florida, United States of America.;Syntomeida epilais
1811;0;Africa;Crambus leucoschalis;Afrotropical;1898;Hampson, G. (1898). On a collection of Heterocera made in the Transvaal. Annals and Magazine of Natural History, 7(2): 158–164;Crambus leucoschalis
1812;0;Africa;Ethmia terminella;Saharo-Arabian;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Ethmia terminella
1813;0;Asia;Ethmia terminella;Palearctic;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668;Ethmia terminella
1814;0;Europe;Ethmia terminella;Palearctic;2020;Kovacs, Z. and Kovacs, S. (2020). Contributions to the knowledge of the Depressariidae, Peleopodidae, Ethmiidae and Fuchsiini (Lepidoptera, Gelechioidea) of Romania, with an annotated checklist. Travaux du Museum National d’Histoire Naturelle Grigore Antipa. 63(2): 203-254;Ethmia terminella
1815;0;Asia;Eupithecia sinuosaria;Palearctic;1991;Slade, B. and Agassiz, D. (1991). Eupithecia sinuosaria Eversmann (Lep.: Geometridae) New to the British Isles. The entomologists record and journal of variation. 104(11): 287-288;Eupithecia sinuosaria
1816;0;Europe;Eupithecia sinuosaria;Palearctic;1991;Slade, B. and Agassiz, D. (1991). Eupithecia sinuosaria Eversmann (Lep.: Geometridae) New to the British Isles. The entomologists record and journal of variation. 104(11): 287-288;Eupithecia sinuosaria
1817;0;North America;Feltia subgothica;Nearctic;2025;NatureServe (2025). NatureServe Network Biodiversity Location Data accessed through NatureServe Explorer [web application] - Feltia subgothica. NatureServe, Arlington, Virginia. Available at: https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114431/Feltia_subgothica;Feltia subgothica
1818;0;North America;Idaea bonifata;Nearctic;2022;Perez de-Gregorio, J. and Romana, I. (2022). Distribucio d’algunes especies interessants del gènere Catocala Schrank, 1802 a Catalunya (Lepidoptera, Erebidae, Catocalinae)= Distribution de quelques especes interessantes du genre Catocala Schrank, 1802 en Catalogne (Lepidoptera, Erebidae, Catocalinae). Revue de l’Association Roussillonnaise d’Entomologie (RARE), 31(3): 191-202;Idaea bonifata
1819;0;Africa;Kirinia roxelana;Saharo-Arabian;2009;Tolman, T. and Lewington, R. (2009). Collins Butterfly Guide. HarperCollins Publishers;Kirinia roxelana
1820;0;Asia;Kirinia roxelana;Palearctic;2009;Tolman, T. and Lewington, R. (2009). Collins Butterfly Guide. HarperCollins Publishers;Kirinia roxelana
1821;0;Europe;Kirinia roxelana;Palearctic;2009;Tolman, T. and Lewington, R. (2009). Collins Butterfly Guide. HarperCollins Publishers;Kirinia roxelana
1822;0;Asia;Nemapogon gerasimovi;Palearctic;2018;Lee, D., Bayarsaikhan, U., Na, S., Ko, J., Lee, T. and Bae, Y. (2018). Review of the stored product pest genus Nemapogon Schrank, 1802 (Lepidoptera, Tineidae) from Korea. Journal of Asia-Pacific Biodiversity, 11(4): 554-559;Nemapogon gerasimovi
1823;0;Asia;Sciota marmorata;Palearctic;2011;Streltzov A. (2011). Sciota marmorata – a new species of phycitid moths (Lepidoptera: Pyraloidea, Phycitidae) in the fauna of the Far East of Russia. Amurian zoological journal. 3(1): 52;Sciota marmorata
1824;0;Europe;Sciota marmorata;Palearctic;2011;Streltzov A. (2011). Sciota marmorata – a new species of phycitid moths (Lepidoptera: Pyraloidea, Phycitidae) in the fauna of the Far East of Russia. Amurian zoological journal. 3(1): 52;Sciota marmorata
