;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference;AcceptedSpecies
0;0;Asia;Chilo infuscatellus;Saharo-Arabian;2024;Li, A., Chen, Z., Liao, F., Zhao, Y., Qin, C., Wang, M., ... and Huang, D. (2024). Sugarcane borers: species, distribution, damage and management options. Journal of Pest Science, 97(3): 1171-1201;Chilo infuscatellus
1;0;Asia;Actias selene;Saharo-Arabian;2007;Choldumrongkul, S., Tubtim, N. and Ratanachan, S. (2007). Geographical distribution and status of Actias Moths in Thailand. Walailak Journal of Science and Technology (WJST). 4(2): 203-213;Actias selene
2;0;Asia;Caloptilia roscipennella;Saharo-Arabian;2024;de Prins J. and de Prins W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net;Caloptilia roscipennella
3;0;Asia;Elophila nymphaeata;Saharo-Arabian;1984;Speidel, W. (1984). Revision der Acentropinae des palaearktischen Faunengebietes (Lepidoptera: Crambidae). Neue entomologische Nachrichten. 12: 1–157;Elophila nymphaeata
4;0;Asia;Papilio demoleus;Saharo-Arabian;2020;Riaz, S., Johnson, J., Rasheed, T. and Wiemers, M. (2020). Morphology, life cycle and management of two invasive subspecies of Papilio demoleus (Lepidoptera: Papilionidae): A review. Journal of Applied Entomology. 144: 845–856;Papilio demoleus
5;0;Asia;Garella musculana;Saharo-Arabian;2018;Yildiz, Y., Yildirim, I., Bostanci, C. and Aydogan, O. (2018). Erschoviella musculana Erschoff 1874, a new record and a new walnut pest in Turkey. Journal of Bartin Faculty of Forestry. 20(2): 296-302;Garella musculana
6;0;Asia;Tyta luctuosa;Saharo-Arabian;1988;Rosenthal, S., Clement, S., Hostettler, N. and Mimmocchi, T. (1988). Biology of Tyta luctuosa [Lep.: Noctuidae] and its potential value as a biological control agent for the weed Convolvulus arvensis. Entomophaga. 33: 185-192;Tyta luctuosa
7;0;Asia;Scirpophaga incertulas;Saharo-Arabian;2006;Chen, F., Song, S. and Wu, C. (2006). A review of the genus Scirpophaga Treitschke, 1832 in China (Lepidoptera: Pyralidae). Zootaxa, 1236(1): 1-22;Scirpophaga incertulas
8;0;Asia;Daphnis nerii;Saharo-Arabian;2024;Pittaway, A. (2024). Sphingidae of the Western Palaearctic (including Europe, North Africa, the Middle East, western Siberia and western Central Asia). Available at: https://tpittaway.tripod.com/sphinx/list.htm;Daphnis nerii
9;0;Asia;Lampides boeticus;Saharo-Arabian;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394;Lampides boeticus
10;0;Asia;Chilo partellus;Saharo-Arabian;1990;Harris, K. (1990). Keynote address: bioecology of Chilo species. International Journal of Tropical Insect Science. 11(4): 467-477;Chilo partellus
11;0;Asia;Ascalenia acaciella;Saharo-Arabian;2006;Koster, S. and Sammut, P. (2006). Faunistic notes on Momphidae, Batrachedridae, Stathmopodidae and Cosmopterigidae from the Maltese Islands. Nota lepidopterologica. 29(1): 49;Ascalenia acaciella
12;0;Asia;Danaus chrysippus;Saharo-Arabian;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680;Danaus chrysippus
13;0;Asia;Garella musculana;Saharo-Arabian;2023;Scaccini, D., Bramuzzo, D., Bostanci, C., Faccoli, M., Martinez-Sanudo, I., Matov, A., ... and Pozzebon, A. (2023). First report of Garella musculana (Erschov, 1874) (Lepidoptera: Nolidae) in Italy with insights into its identity. Journal of Applied Entomology. 147: 239-243;Garella musculana
14;0;Asia;Parapoynx diminutalis;Saharo-Arabian;1996;Buckingham, G. and Bennett, C. (1996). Laboratory biology of an immigrant Asian moth, Parapoynx diminutalis (Lepidoptera: Pyralidae), on Hydrilla verticillata (Hydrocharitaceae). Florida Entomologist. 79(3): 353-353;Parapoynx diminutalis
15;0;Asia;Acleris variegana;Saharo-Arabian;2009;Alipanah, H. (2009). A brief study on the tribes Tortricini and Archipini (Lepidoptera: Tortricinae) from Iran. Entomofauna. 10: 137-152;Acleris variegana
16;0;Asia;Earias vittella;Saharo-Arabian;2003;Nash, S. (2003). Earias vittella (Fabricius) (Lep.: Noctuidae) the first occurrence of wild-caught moths in Europe. Entomologist’s Record and Journal of Variation 115: 187–188;Earias vittella
17;0;Asia;Lymantria dispar;Saharo-Arabian;2007;Pogue, M. (2007). A Review of Selected Species of Lymantria Hubner (1819) (Lepidoptera: Noctuidae: Lymantriinae) from Subtropical and Temperate Regions of Asia, Including the Descriptions of Three New Species, Some Potentially Invasive to North America. U.S. Department of Agriculture, Forest Health Technology Enterprise Team. 223 pp;Lymantria dispar
18;0;Asia;Elophila difflualis;Saharo-Arabian;2010;Chen, F., Wu, C. and Xue, D. (2010). A review of the genus Elophila Hubner, 1822 in China (Lepidoptera: Crambidae: Acentropinae). Aquatic insects. 32(1): 35-60;Elophila difflualis
19;0;Asia;Caradrina clavipalpis;Saharo-Arabian;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Caradrina clavipalpis
20;0;Africa;Bactra philocherda;Afrotropical;1964;Diakonoff, A. (1964). Further records and descriptions of the species of Bactra Stephens (Lepidoptera, Tortricidae). Zoölogische Verhandelingen, 70(1): 1-81;Bactra philocherda
21;0;Africa;Sesamia calamistis;Afrotropical;1953;Tams, W. and Bowden, J. (1953). A revision of the African species of Sesamia Guenee and related genera (Agrotidae-Lepidoptera). Bulletin of entomological research, 43(4): 645-678;Sesamia calamistis
22;0;Africa;Chrysodeixis chalcites;Afrotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
23;0;Africa;Euchromia lethe;Afrotropical;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Euchromia lethe
24;0;Africa;Hypolimnas misippus;Afrotropical;2021;Coetzer, A. and Westrip, J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411;Hypolimnas misippus
25;0;Africa;Papilio demodocus;Afrotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Papilio demodocus
26;0;Africa;Euclasta varii;Afrotropical;1973;Popescu-Gorj A. and Constantinescu A. (1973). New African species of Euclasta (Lepidoptera, Pyraustinae). Revue roumaine de Biologie - Serie de Zoologie. 18(6): 393–402;Euclasta varii
27;0;Africa;Nyctemera apicalis;Afrotropical;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Nyctemera apicalis
28;0;Africa;Hypena commixtalis;Afrotropical;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Hypena commixtalis
29;0;Africa;Lampides boeticus;Afrotropical;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394;Lampides boeticus
30;0;Africa;Hypena jussalis;Afrotropical;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Hypena jussalis
31;0;Africa;Thaumatotibia leucotreta;Afrotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumatotibia leucotreta
32;0;Africa;Danaus chrysippus;Afrotropical;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680;Danaus chrysippus
33;0;Europe;Acalyptris platani;Palearctic;2003;Sefrova, H. (2003). Invasions of Lithocolletinae species in Europe - Causes, kinds, limits and ecological impact (Lepidoptera, Gracillariidae). Ekologia (Bratislava). 22(2): 132-142;Acalyptris platani
34;0;Europe;Apamea remissa;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Apamea remissa
35;0;Europe;Chrysodeixis chalcites;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Chrysodeixis chalcites
36;0;Europe;Deilephila elpenor;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Deilephila elpenor
37;0;Europe;Elophila nymphaeata;Palearctic;1984;Speidel, W. (1984). Revision der Acentropinae des palaearktischen Faunengebietes (Lepidoptera: Crambidae). Neue entomologische Nachrichten. 12: 1–157;Elophila nymphaeata
38;0;Europe;Hipparchia statilinus;Palearctic;2011;Tennent, W. (2011). Hipparchia statilinus. The IUCN Red List of Threatened Species 2011: e.T160360A5364211;Hipparchia statilinus
39;0;Europe;Iphiclides podalirius;Palearctic;2014;van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., ... and Beshkov, S. (2014). Iphiclides podalirius (Mediterranean assessment). The IUCN Red List of Threatened Species 2014: e.T174405A53719929;Iphiclides podalirius
40;0;Europe;Iphiclides podalirius;Palearctic;2010;van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., Lopez Munguira, M., Maes, D., ... and Settele, J. (2010). Iphiclides podalirius (Europe assessment). The IUCN Red List of Threatened Species 2010: e.T174405A7066031;Iphiclides podalirius
41;0;Europe;Leucoptera malifoliella;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Leucoptera malifoliella
42;0;Europe;Neurothaumasia ankerella;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Neurothaumasia ankerella
43;0;Europe;Thaumetopoea pityocampa;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Thaumetopoea pityocampa
44;0;Europe;Pieris rapae;Palearctic;2010;van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., Lopez Munguira, M., Maes, D., ... and Settele, J. (2010). Pieris rapae (Europe assessment). The IUCN Red List of Threatened Species 2010: e.T174353A7056010;Pieris rapae
45;0;Europe;Pieris rapae;Palearctic;2014;van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., ... and Beshkov, S. (2014). Pieris rapae (Mediterranean assessment). The IUCN Red List of Threatened Species 2014: e.T174353A53720063;Pieris rapae
46;0;Europe;Archips xylosteana;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Archips xylosteana
47;0;Europe;Agonopterix alstromeriana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Agonopterix alstromeriana
48;0;Europe;Pararge aegeria;Palearctic;2010;van Swaay, C., Wynhoff, I., Verovnik, R., Wiemers, M., Lopez Munguira, M., Maes, D., ... and Settele, J. (2010). Pararge aegeria (Europe assessment). The IUCN Red List of Threatened Species 2010: e.T174214A7029860;Pararge aegeria
49;0;Europe;Pararge aegeria;Palearctic;2014;van Swaay, C., Wynhoff, I., Wiemers, M., Katbeh-Bader, A., Power, A., Benyamini, D., ... and Beshkov, S. (2014). Pararge aegeria (Mediterranean assessment). The IUCN Red List of Threatened Species 2014: e.T174214A53719848;Pararge aegeria
50;0;Europe;Eucosma cana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Eucosma cana
51;0;Europe;Anthophila nemorana;Palearctic;2014;de Prins, W., Baugnee, J., Georis, A., Spronck, R. and Spronck, R. (2014). Choreutis nemorana (Lepidoptera: Choreutidae) well established in Belgium. Phegea. 42(2): 29-32;Anthophila nemorana
52;0;Europe;Aglossa caprealis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Aglossa caprealis
53;0;Europe;Autographa gamma;Palearctic;2014;Sullivan, M. and T. Molet. (2007). CPHST Pest Datasheet for Autographa gamma. USDA-APHIS-PPQ-CPHST. Revised January 2014.;Autographa gamma
54;0;Europe;Aglossa pinguinalis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Aglossa pinguinalis
55;0;Europe;Lampides boeticus;Palearctic;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394;Lampides boeticus
56;0;Europe;Vanessa cardui;Palearctic;2020;Walker, A. and Coetzer, A. (2020). Vanessa cardui. The IUCN Red List of Threatened Species 2020: e.T174379A161326679.;Vanessa cardui
57;0;Europe;Vanessa atalanta;Palearctic;2020;Walker, A. (2020). Vanessa atalanta. The IUCN Red List of Threatened Species 2020: e.T174225A172421220.;Vanessa atalanta
58;0;Europe;Danaus chrysippus;Palearctic;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680;Danaus chrysippus
59;0;Europe;Agapeta zoegana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Agapeta zoegana
60;0;Europe;Agonopterix nervosa;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Agonopterix nervosa
61;0;Europe;Amphipyra tragopoginis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Amphipyra tragopoginis
62;0;Europe;Anarsia lineatella;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Anarsia lineatella
63;0;Europe;Archips podana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Archips podana
64;0;Europe;Archips rosana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Archips rosana
65;0;Europe;Argyresthia pruniella;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Argyresthia pruniella
66;0;Europe;Calophasia lunula;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Calophasia lunula
67;0;Europe;Carcina quercana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Carcina quercana
68;0;Europe;Cerapteryx graminis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Cerapteryx graminis
69;0;Europe;Chrysoesthia sexguttella;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Chrysoesthia sexguttella
70;0;Europe;Clepsis consimilana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Clepsis consimilana
71;0;Europe;Cnephasia asseclana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Cnephasia asseclana
72;0;Europe;Cnephasia stephensiana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Cnephasia stephensiana
73;0;Europe;Depressaria depressana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Depressaria depressana
74;0;Europe;Enarmonia formosana;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Enarmonia formosana
75;0;Europe;Epinotia abbreviana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Epinotia abbreviana
76;0;Europe;Anania hortulata;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Anania hortulata
77;0;Europe;Gypsonoma aceriana;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Gypsonoma aceriana
78;0;Europe;Hedya nubiferana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Hedya nubiferana
79;0;Europe;Hedya salicella;Palearctic;2017;Maharramova, S. and Ayberk, H. (2017). New records of leafrollers reared in Azerbaijan (Lepidoptera: Tortricidae). Linz Biol Beitr. 49(1): 677-686;Hedya salicella
80;0;Europe;Leucoma salicis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Leucoma salicis
81;0;Europe;Metzneria paucipunctella;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Metzneria paucipunctella
82;0;Europe;Pandemis cerasana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Pandemis cerasana
83;0;Europe;Cameraria ohridella;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Cameraria ohridella
84;0;Europe;Caradrina clavipalpis;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Caradrina clavipalpis
85;0;Europe;Apamea crenata;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Apamea crenata
86;0;Europe;Eupithecia carpophagata;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Eupithecia carpophagata
87;0;Europe;Lateroligia ophiogramma;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Lateroligia ophiogramma
88;0;Europe;Cochylis atricapitana;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Cochylis atricapitana
89;0;Europe;Agrochola lota;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Agrochola lota
90;0;Europe;Ennomos alniaria;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Ennomos alniaria
91;0;Europe;Erannis defoliaria;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro;Erannis defoliaria
92;0;Europe;Dendrolimus pini;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Dendrolimus pini
93;0;Asia;Hypolimnas misippus;Saharo-Arabian;2021;Coetzer, A. and Westrip, J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411;Hypolimnas misippus
94;0;Asia;Hypena commixtalis;Saharo-Arabian;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Hypena commixtalis
95;0;Asia;Araeopteron ecphaea;Saharo-Arabian;2001;Fibiger, M. and Agassiz, D. (2001). Araeopteron ecphaea, a small noctuid moth in the West Palaearctic (Noctuidae: Acontiinae). Nota lepidopterologica. 24(1): 29-35;Araeopteron ecphaea
96;0;South America;Cactoblastis doddi;Neotropical;1985;McFadyen, R. (1985). Larval characteristics of Cactoblaslis spp. (Lepidoptera: Pyralidae) and the selection of species for biological control of prickly pears ( Opuntia spp.). Bulletin of Entomological Research, 75(1): 159–168;Cactoblastis doddi
97;0;South America;Neoleucinodes elegantalis;Neotropical;2017;Da Silva, R., Kumar, L., Shabani, F., Da Silva, E., da Silva Galdino, T. and Picanço, M. (2017). Spatio-temporal dynamic climate model for Neoleucinodes elegantalis using CLIMEX. International Journal of Biometeorology, 61: 785-795;Neoleucinodes elegantalis
98;0;South America;Thecla megarus;Neotropical;2014;Gilligan, T. and Passoa, S. (2014). LepIntercept - An identification resource for intercepted Lepidoptera larvae. Available at: https://idtools.org/id/lepintercept/strymon.html;Thecla megarus
99;0;South America;Stenoma catenifer;Neotropical;2008;Hoddle, M. and Hoddle, C. (2008). Bioecology of Stenoma catenifer (Lepidoptera: Elachistidae) and associated larval parasitoids reared from Hass avocados in Guatemala. Journal of Economic Entomology, 101(3): 692-698;Stenoma catenifer
100;0;South America;Spodoptera ornithogalli;Neotropical;2019;Brito, R., Specht, A., Gonçalves, G., Moreira, G., Carneiro, E., Santos, F., ... and Casagrande, M. (2019). Spodoptera marima: a new synonym of Spodoptera ornithogalli (Lepidoptera: Noctuidae), with notes on adult morphology, host plant use and genetic variation along its geographic range. Neotropical Entomology, 48: 433-448;Spodoptera ornithogalli
101;0;South America;Niphograpta albiguttalis;Neotropical;1999;Stanley, J., Julien, M., Rumbo, E. and White, A. (1999). Post release monitoring of Xubida infusella (Lep.: Pyralidae): an example of using pheromones for the early detection of establishing populations of biological control agents. In: Proceedings of the 10th International Symposium on Biological Control of Weeds, Montana State University, Bozeman, MT. 4-14;Niphograpta albiguttalis
102;0;South America;Mythimna unipuncta;Neotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Mythimna unipuncta
103;0;South America;Neogalea sunia;Neotropical;2010;Reinert, J., George, S., Mackay, W. and Campos, C. (2010). Resistance among lantana cultivars to the lantana stick caterpillar, Neogalea sunia (Lepidoptera: Noctuidae). Southwestern Entomologist. 35(1): 51-58;Neogalea sunia
104;0;South America;Vanessa carye;Neotropical;2023;Escobar-Suarez, S., Villalobos-Leiva, A., Fabres, A., Ordenes-Claveria, R., Cruz-Jofre, F., Laroze, D., ... and Benitez, H. (2023). A geometric morphometrics and genetics characterization of Vanessa carye in an extreme elevational gradient in the Chilean Altiplano. Zoologischer Anzeiger. 304: 105-112;Vanessa carye
105;0;South America;Spodoptera eridania;Neotropical;2023;Zhang, Y., Zhao, H., Qi, Y., Li, M., Yang, N., Guo, J., ... and Liu, W. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040;Spodoptera eridania
106;0;South America;Azeta repugnalis;Neotropical;2002;Becker, V. and Miller, S. (2002). Large moths of Guana Island, British Virgin Islands: a survey of efficient colonizers (Lepidoptera: Sphingidae, Notodontidae, Noctuidae, Arctiidae, Geometridae, Hyblaeidae, Cossidae). Journal of the Lepidopterists Society. 56(1): 9-44;Azeta repugnalis
107;0;South America;Tinea murariella;Neotropical;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Tinea murariella
108;0;South America;Tinea pallescentella;Neotropical;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;Tinea pallescentella
109;0;South America;Pareuchaetes aurata;Neotropical;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Pareuchaetes aurata
110;0;South America;Heliconius erato;Neotropical;1996;Jiggins, C., McMillan, W., Neukirchen, W. and Mallet, J. (1996). What can hybrid zones tell us about speciation? The case of Heliconius erato and H. himera (Lepidoptera: Nymphalidae). Biological Journal of the Linnean Society. 59(3): 221-242;Heliconius erato
111;0;South America;Dione vanillae;Neotropical;2006;da Silva, D., Dell ErbaII, R., KaminskiI, L., Moreira, G. (2006). External morphology of the immature stages of neotropical heliconians: V. Agraulis vanillae maculosa (Lepidoptera, Nymphalidae, Heliconiinae). Iheringia, Serie Zoologica. 96 (2);Dione vanillae
112;0;South America;Hypsipyla grandella;Neotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Hypsipyla grandella
113;0;South America;Macrorrhinia endonephele;Neotropical;2020;Hayden, J. and Landry, J. (2020). Arcola malloi (Pastrana), the alligatorweed stemborer, a new synonym of Macrorrhinia endonephele (Hampson)(Lepidoptera: Pyralidae: Phycitinae). Insecta mundi. 768: 1–25;Macrorrhinia endonephele
114;0;South America;Cactoblastis cactorum;Neotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Cactoblastis cactorum
115;0;South America;Ascalapha odorata;Neotropical;2014;Ekrem, T., Kevan, P., Woodcock, T. and Hebert, P. (2014). The most northerly Black Witch (Ascalapha odorata): a tropical moth in the Canadian Arctic. The Canadian Field-Naturalist. 128(1): 77-79;Ascalapha odorata
116;0;South America;Episimus unguiculus;Neotropical;2019;Cuda, J., Gillmore, J., Conant, P., Medal, J. and Pedrosa-Macedo, J. (2019). Risk assessment of Episimus unguiculus (Lepidoptera: Tortricidae), a biological control agent of Schinus terebinthifolia (Sapindales: Anacardiaceae) in Hawaii, USA. Biocontrol Science and Technology. 29(4): 365–387;Episimus unguiculus
117;0;South America;Paysandisia archon;Neotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Paysandisia archon
118;0;South America;Crocidosema aporema;Neotropical;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;Crocidosema aporema
119;0;South America;Chloridea virescens;Neotropical;1958;Zimmerman, E. (1958). Insects of Hawaii. Volume 7, Macrolepidoptera. Hawaii: University of Hawaii Press.;Chloridea virescens
120;0;Asia;Scrobipalpa ocellatella;Palearctic;2019;Bidzilya, O., Karsholt, O., Kravchenko, V. and Sumpich, J. (2019). An annotated checklist of Gelechiidae (Lepidoptera) of Israel with description of two new species. Zootaxa. 4677(1): 1-68;Scrobipalpa ocellatella
121;0;Asia;Anthophila nemorana;Palearctic;2014;de Prins, W., Baugnee, J., Georis, A., Spronck, R. and Spronck, R. (2014). Choreutis nemorana (Lepidoptera: Choreutidae) well established in Belgium. Phegea. 42(2): 29-32;Anthophila nemorana
122;0;Asia;Lampides boeticus;Palearctic;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394;Lampides boeticus
123;0;Asia;Vanessa atalanta;Palearctic;2020;Walker, A. (2020). Vanessa atalanta. The IUCN Red List of Threatened Species 2020: e.T174225A172421220.;Vanessa atalanta
124;0;Asia;Danaus chrysippus;Palearctic;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680;Danaus chrysippus
125;0;Asia;Acleris rhombana;Palearctic;2009;Alipanah, H. (2009). A brief study on the tribes Tortricini and Archipini (Lepidoptera: Tortricinae) from Iran. Entomofauna. 10: 137-152;Acleris rhombana
126;0;Asia;Hedya salicella;Palearctic;2017;Maharramova, S. and Ayberk, H. (2017). New records of leafrollers reared in Azerbaijan (Lepidoptera: Tortricidae). Linz Biol Beitr. 49(1): 677-686;Hedya salicella
127;0;Asia;Caradrina clavipalpis;Palearctic;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net;Caradrina clavipalpis
