RecordID;SpeciesID;Species;AreaID;AreaName;RealmID;Realm;Cryptogenic;IntentionalRelease;Introduced;Dispersal;Established;Eradicated;Year;ReferenceID;BibliographicReference
REC6274;SP843;Oinophila v-flava;USA.1_1;United States;RLM9;Nearctic;;;1.0;;1.0;0.0;1951.0;REF235;Davis, D. (1978). The North American moths of the genera Phaeoses, Opogona, and Oinophila, with a discussion of their supergeneric affinities (Lepidoptera: Tineidae). Smithsonian Libraries. 282: 1-39
REC6275;SP843;Oinophila v-flava;USA.2_1;Hawaii;RLM9;Nearctic;0.0;;1.0;;1.0;0.0;;REF48;Austin, K., Rubinoff, D. (2023). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2022. Bishop Museum Occasional Papers. 148: 175-184
REC6276;SP843;Oinophila v-flava;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6277;SP844;Oinophila v-flavum;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6278;SP845;Oligia latruncula;USA.1_1;United States;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6279;SP845;Oligia latruncula;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;;;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6280;SP846;Oligia strigilis;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;0.0;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6281;SP846;Oligia strigilis;USA.1_1;United States;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6282;SP846;Oligia strigilis;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6283;SP847;Oligostigma polydectalis;GBR.1_1;United Kingdom;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC6284;SP848;Omiodes indicata;ECU.2_1;Galapagos;RLM1;Neotropical;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6285;SP848;Omiodes indicata;ECU.2_1;Galapagos;RLM1;Neotropical;;;1.0;;1.0;0.0;1989.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6286;SP849;Omphaloscelis lunosa;USA.1_1;United States;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;2015.0;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6287;SP850;Omphisa anastomosalis;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6288;SP850;Omphisa anastomosalis;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;1907.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6289;SP850;Omphisa anastomosalis;USA.2_1;Hawaii;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6290;SP850;Omphisa anastomosalis;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6291;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM6;Oriental;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6292;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM6;Oriental;;;1.0;;1.0;0.0;1941.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6293;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM6;Oriental;0.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6294;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM10;Sino-Japanese;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC6295;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM10;Sino-Japanese;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6296;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM10;Sino-Japanese;0.0;0.0;1.0;;1.0;0.0;;REF812;National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list)
REC6297;SP850;Omphisa anastomosalis;JPN.1_1;Japan;RLM10;Sino-Japanese;;0.0;;;1.0;0.0;1941.0;REF779;Morimoto, N., Kiritani, K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120
REC6298;SP850;Omphisa anastomosalis;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1900.0;REF1226;Zimmerman, E. (1958). Insects of Hawaii. Volume 8, Lepidoptera: Pyraloidea. Hawaii: University of Hawaii Press, Honolulu, Hawaii, United States of America
REC6299;SP851;Operophtera brumata;USA.1_2;Alaska;RLM9;Nearctic;0.0;0.0;1.0;1.0;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6300;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;0.0;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6301;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6302;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1970.0;REF423;Griffin, B. et al. (2020). The Reliability of Genitalia Morphology to Monitor the Spread of the Invasive Winter Moth (Lepidoptera: Geometridae) in Eastern North America. Environmental Entomology. 49(6): 1492-1498
REC6303;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF416;Government of Canada (2015). Forest Invasive Alien Species - Established species
REC6304;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1977.0;REF416;Government of Canada (2015). Forest Invasive Alien Species - Established species
REC6305;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6306;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF128;Broadley, H. et al. (2018). Identification and impact of hyperparasitoids and predators affecting Cyzenis albicans (Tachinidae), a recently introduced biological control agent of winter moth (Operophtera brumata L.) in the northeastern U.S.A. Biological Control. 121: 99-108
REC6307;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2005.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6308;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2005.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6309;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6310;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1990.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6311;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6312;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF416;Government of Canada (2015). Forest Invasive Alien Species - Established species
REC6313;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6314;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2005.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6315;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6316;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1930.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6317;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;0.0;1.0;0.0;1930.0;REF423;Griffin, B. et al. (2020). The Reliability of Genitalia Morphology to Monitor the Spread of the Invasive Winter Moth (Lepidoptera: Geometridae) in Eastern North America. Environmental Entomology. 49(6): 1492-1498
REC6318;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF416;Government of Canada (2015). Forest Invasive Alien Species - Established species
REC6319;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6320;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1950.0;REF423;Griffin, B. et al. (2020). The Reliability of Genitalia Morphology to Monitor the Spread of the Invasive Winter Moth (Lepidoptera: Geometridae) in Eastern North America. Environmental Entomology. 49(6): 1492-1498
REC6321;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1980.0;REF595;Kimberling, D. et al. (1986). Distribution and parasitism of winter moth, Operophtera-brumata (Lepidoptera, Geometridae), in western Oregon. Environmental Entomology. 15: 1042-1046
REC6322;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2006.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6323;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6324;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF416;Government of Canada (2015). Forest Invasive Alien Species - Established species
REC6325;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2006.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6326;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6327;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2005.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6328;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;2006.0;REF304;Elkinton, J. et al. (2010). Survey for winter moth (Lepidoptera: Geometridae) in northeastern North America with pheromone-baited traps and hybridization with the native Bruce spanworm (Lepidoptera: Geometridae). Annals of the Entomological Society of America. 103: 135-145
REC6329;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6330;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1970.0;REF423;Griffin, B. et al. (2020). The Reliability of Genitalia Morphology to Monitor the Spread of the Invasive Winter Moth (Lepidoptera: Geometridae) in Eastern North America. Environmental Entomology. 49(6): 1492-1498
REC6331;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC6332;SP851;Operophtera brumata;ISL.1_1;Iceland;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC6333;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC6334;SP851;Operophtera brumata;CAN.1_1;Canada;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6335;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6336;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;1930.0;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6337;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6338;SP851;Operophtera brumata;ISL.1_1;Iceland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC6339;SP851;Operophtera brumata;USA.1_1;United States;RLM9;Nearctic;0.0;0.0;1.0;1.0;1.0;0.0;;REF1002;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys
REC6340;SP852;Ophiusa disjungens;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6341;SP852;Ophiusa disjungens;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;1974.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6342;SP852;Ophiusa disjungens;USA.2_1;Hawaii;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6343;SP852;Ophiusa disjungens;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6344;SP853;Ophiusa tirhaca;AUS.1_1;Australia;RLM2;Australian;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6345;SP854;Ophiusa trapezium;AUS.1_1;Australia;RLM2;Australian;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6346;SP855;Opisina arenosella;CHN.1_1;China;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2014.0;REF686;Lu, B. et al. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae), an invasive moth of palm plants. Austral Entomology. 55: 334-339
REC6347;SP855;Opisina arenosella;CHN.1_1;China;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2014.0;REF686;Lu, B. et al. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae), an invasive moth of palm plants. Austral Entomology. 55: 334-339
REC6348;SP855;Opisina arenosella;CHN.2_1;Hainan;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2013.0;REF686;Lu, B. et al. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae), an invasive moth of palm plants. Austral Entomology. 55: 334-339
REC6349;SP855;Opisina arenosella;CHN.2_1;Hainan;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2013.0;REF559;Jin, T. et al. (2018). Design and selection of an artificial diet for the coconut black-headed caterpillar, Opisina arenosella, based on orthogonal array analysis. Journal of Integrative Agriculture. 17(12): 2758-2757
REC6350;SP855;Opisina arenosella;MMR.1_1;Myanmar;RLM6;Oriental;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6351;SP855;Opisina arenosella;PAK.1_1;Pakistan;RLM6;Oriental;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6352;SP855;Opisina arenosella;THA.1_1;Thailand;RLM6;Oriental;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC6353;SP855;Opisina arenosella;THA.1_1;Thailand;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2008.0;REF686;Lu, B. et al. (2016). Life table analysis under constant temperature for Opisina arenosella (Lepidoptera: Xyloryctidae), an invasive moth of palm plants. Austral Entomology. 55: 334-339
REC6354;SP855;Opisina arenosella;THA.1_1;Thailand;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2007.0;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6355;SP855;Opisina arenosella;MMR.1_1;Myanmar;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6356;SP855;Opisina arenosella;BGD.1_1;Bangladesh;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6357;SP855;Opisina arenosella;MYS.1_1;Malaysia;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6358;SP855;Opisina arenosella;VNM.1_1;Vietnam;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;2020.0;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6359;SP855;Opisina arenosella;PAK.1_1;Pakistan;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6360;SP855;Opisina arenosella;CHN.1_1;China;RLM6;Oriental;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6361;SP855;Opisina arenosella;CHN.1_1;China;RLM10;Sino-Japanese;0.0;0.0;1.0;;1.0;0.0;;REF687;Lu, H. et al. (2023). Ecology, invasion history and biodiversity-driven management of the coconut black-headed caterpillar Opisina arenosella in Asia. Frontiers in Plant Science. 14: 1116221
REC6362;SP856;Opogona aurisquamosa;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6363;SP856;Opogona aurisquamosa;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;1907.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6364;SP856;Opogona aurisquamosa;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
REC6365;SP856;Opogona aurisquamosa;USA.2_1;Hawaii;RLM9;Nearctic;1.0;0.0;;;1.0;0.0;;REF1195;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061
REC6366;SP857;Opogona comptella;NZL.1_1;New Zealand;RLM2;Australian;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6367;SP857;Opogona comptella;NZL.1_1;New Zealand;RLM2;Australian;;;1.0;;1.0;0.0;1911.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6368;SP857;Opogona comptella;NZL.1_1;New Zealand;RLM2;Australian;0.0;0.0;;;1.0;0.0;1911.0;REF1179;Withers, T. (2001). Colonization of eucalypts in New Zealand by Australian insects. Austral Ecology. 26(5): 467-476
REC6369;SP858;Opogona omoscopa;USA.1_1;United States;RLM9;Nearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC6370;SP858;Opogona omoscopa;PRT.3_1;Madeira;RLM11;Palearctic;;;1.0;;1.0;0.0;1923.0;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC6371;SP858;Opogona omoscopa;PRT.2_1;Azores;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC6372;SP858;Opogona omoscopa;FRA.2_1;French European Islands;RLM11;Palearctic;;;1.0;;1.0;0.0;1996.0;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC6373;SP858;Opogona omoscopa;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC6374;SP858;Opogona omoscopa;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;1909.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC6375;SP858;Opogona omoscopa;USA.2_1;Hawaii;RLM9;Nearctic;;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
