RecordID;SpeciesID;Species;AreaID;AreaName;RealmID;Realm;Cryptogenic;IntentionalRelease;Introduced;Dispersal;Established;Eradicated;Year;ReferenceID;BibliographicReference
REC1291;SP228;Cacyreus marshalli;CZE.1_1;Czechia;RLM11;Palearctic;;;;;0.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1292;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1293;SP228;Cacyreus marshalli;DEU.1_1;Germany;RLM11;Palearctic;;;;;0.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1294;SP228;Cacyreus marshalli;GRC.1_1;Greece;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1295;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1296;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1297;SP228;Cacyreus marshalli;MNE.1_1;Montenegro;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1298;SP228;Cacyreus marshalli;NLD.1_1;Netherlands;RLM11;Palearctic;;;;;0.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1299;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1300;SP228;Cacyreus marshalli;SVN.1_1;Slovenia;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1301;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1302;SP228;Cacyreus marshalli;CHE.1_1;Switzerland;RLM11;Palearctic;;;;;1.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1303;SP228;Cacyreus marshalli;GBR.1_1;United Kingdom;RLM11;Palearctic;;;;;0.0;0.0;;REF330;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int
REC1304;SP228;Cacyreus marshalli;HRV.1_1;Croatia;RLM11;Palearctic;;;1.0;;1.0;0.0;2009.0;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1305;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1306;SP228;Cacyreus marshalli;GBR.1_1;United Kingdom;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1307;SP228;Cacyreus marshalli;ITA.2_1;Sicily and Sardinia;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1308;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1309;SP228;Cacyreus marshalli;ESP.3_1;Spanish European Islands;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1310;SP228;Cacyreus marshalli;CHE.1_1;Switzerland;RLM11;Palearctic;;;1.0;;1.0;0.0;2002.0;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1311;SP228;Cacyreus marshalli;BEL.1_1;Belgium;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1312;SP228;Cacyreus marshalli;FRA.2_1;French European Islands;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1313;SP228;Cacyreus marshalli;DEU.1_1;Germany;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1314;SP228;Cacyreus marshalli;ITA.2_1;Sicily and Sardinia;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1315;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1316;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1317;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF957;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
REC1318;SP228;Cacyreus marshalli;MAR.1_1;Morocco;RLM8;Saharo-Arabian;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1319;SP228;Cacyreus marshalli;ALB.1_1;Albania;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1320;SP228;Cacyreus marshalli;BEL.1_1;Belgium;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1321;SP228;Cacyreus marshalli;BIH.1_1;Bosnia and Herzegovina;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1322;SP228;Cacyreus marshalli;BGR.1_1;Bulgaria;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1323;SP228;Cacyreus marshalli;HRV.1_1;Croatia;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1324;SP228;Cacyreus marshalli;CZE.1_1;Czechia;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1325;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;;;;;1.0;0.0;1997.0;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1326;SP228;Cacyreus marshalli;DEU.1_1;Germany;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1327;SP228;Cacyreus marshalli;GRC.1_1;Greece;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1328;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1329;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;;;1.0;;1.0;0.0;2007.0;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1330;SP228;Cacyreus marshalli;MNE.1_1;Montenegro;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1331;SP228;Cacyreus marshalli;NLD.1_1;Netherlands;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1332;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1333;SP228;Cacyreus marshalli;SVN.1_1;Slovenia;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1334;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1335;SP228;Cacyreus marshalli;CHE.1_1;Switzerland;RLM11;Palearctic;;;1.0;;1.0;0.0;2002.0;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1336;SP228;Cacyreus marshalli;GBR.1_1;United Kingdom;RLM11;Palearctic;;;;;1.0;0.0;;REF152;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
REC1337;SP228;Cacyreus marshalli;BEL.1_1;Belgium;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1338;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1339;SP228;Cacyreus marshalli;DEU.1_1;Germany;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1340;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1341;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1342;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1343;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1344;SP228;Cacyreus marshalli;CHE.1_1;Switzerland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1345;SP228;Cacyreus marshalli;GBR.1_1;United Kingdom;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1346;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2006.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1347;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;1989.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1348;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2005.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1349;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;1996.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1350;SP228;Cacyreus marshalli;CHE.1_1;Switzerland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2003.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1351;SP228;Cacyreus marshalli;AUT.1_1;Austria;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2009.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1352;SP228;Cacyreus marshalli;SVN.1_1;Slovenia;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2008.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1353;SP228;Cacyreus marshalli;HRV.1_1;Croatia;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2014.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1354;SP228;Cacyreus marshalli;BIH.1_1;Bosnia and Herzegovina;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2016.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1355;SP228;Cacyreus marshalli;ALB.1_1;Albania;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2009.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1356;SP228;Cacyreus marshalli;GRC.1_1;Greece;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2015.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1357;SP228;Cacyreus marshalli;BGR.1_1;Bulgaria;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2013.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1358;SP228;Cacyreus marshalli;CZE.1_1;Czechia;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2015.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1359;SP228;Cacyreus marshalli;DEU.1_1;Germany;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2016.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1360;SP228;Cacyreus marshalli;NLD.1_1;Netherlands;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;1999.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1361;SP228;Cacyreus marshalli;DNK.1_1;Denmark;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2011.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1362;SP228;Cacyreus marshalli;GBR.1_1;United Kingdom;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;1978.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1363;SP228;Cacyreus marshalli;MNE.1_1;Montenegro;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;2016.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1364;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;0.0;0.0;1.0;;1.0;0.0;2007.0;REF706;Martelli, F., Paradiso, F. (2022). Invasion patterns and niche comparison of the butterfly Cacyreus marshalli among native and non-native range. Biological Invasions. 24: 3935-3952
REC1365;SP228;Cacyreus marshalli;BEL.1_1;Belgium;RLM11;Palearctic;0.0;0.0;1.0;0.0;1.0;0.0;1991.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1366;SP228;Cacyreus marshalli;HRV.1_1;Croatia;RLM11;Palearctic;0.0;0.0;1.0;1.0;1.0;0.0;2008.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1367;SP228;Cacyreus marshalli;FRA.1_1;France;RLM11;Palearctic;0.0;0.0;1.0;1.0;1.0;0.0;1994.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1368;SP228;Cacyreus marshalli;ITA.1_1;Italy;RLM11;Palearctic;0.0;0.0;1.0;1.0;1.0;0.0;1996.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1369;SP228;Cacyreus marshalli;MLT.1_1;Malta;RLM8;Saharo-Arabian;0.0;0.0;1.0;1.0;1.0;0.0;2006.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1370;SP228;Cacyreus marshalli;MAR.1_1;Morocco;RLM8;Saharo-Arabian;0.0;0.0;1.0;1.0;1.0;0.0;1994.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1371;SP228;Cacyreus marshalli;PRT.1_1;Portugal;RLM11;Palearctic;0.0;0.0;1.0;1.0;1.0;0.0;1994.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1372;SP228;Cacyreus marshalli;ESP.1_1;Spain;RLM11;Palearctic;0.0;0.0;1.0;1.0;1.0;0.0;1992.0;REF705;Marko, K., Verovnik, R. (2009). First record of Cacyreus marshalli (Lycaenidae) from the Balkan Peninsula. Nota Lepidopterologica. 32(1): 81-82
REC1373;SP228;Cacyreus marshalli;ALB.1_1;Albania;RLM11;Palearctic;;0.0;1.0;;1.0;;;REF963;Sachanowicz, K. et al. (2016). State of Knowledge of Butterfly Fauna of Albania, with Three New Species for the Country. Acta Zoologica Bulgarica. 68(4): 511-518
REC1374;SP229;Cadra calidella;AUT.1_1;Austria;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC1375;SP229;Cadra calidella;SWE.1_1;Sweden;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC1376;SP229;Cadra calidella;IRL.1_1;Ireland;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC1377;SP229;Cadra calidella;DEU.1_1;Germany;RLM11;Palearctic;;;1.0;;1.0;0.0;;REF542;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org
REC1378;SP229;Cadra calidella;AUT.1_1;Austria;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1379;SP229;Cadra calidella;BEL.1_1;Belgium;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1380;SP229;Cadra calidella;CZE.1_1;Czechia;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1381;SP229;Cadra calidella;DNK.1_1;Denmark;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1382;SP229;Cadra calidella;FIN.1_1;Finland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1383;SP229;Cadra calidella;DEU.1_1;Germany;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1384;SP229;Cadra calidella;NLD.1_1;Netherlands;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1385;SP229;Cadra calidella;NOR.1_1;Norway;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1386;SP229;Cadra calidella;IRL.1_1;Ireland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1387;SP229;Cadra calidella;ROU.1_1;Romania;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1388;SP229;Cadra calidella;SVK.1_1;Slovakia;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1389;SP229;Cadra calidella;SWE.1_1;Sweden;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1390;SP229;Cadra calidella;CHE.1_1;Switzerland;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1391;SP229;Cadra calidella;GBR.1_1;United Kingdom;RLM11;Palearctic;0.0;0.0;1.0;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1392;SP229;Cadra calidella;BGR.1_1;Bulgaria;RLM11;Palearctic;0.0;0.0;1.0;;;0.0;2000.0;REF1073;Timus, A. (2015). The Invasive Entomofauna of the Holometabola Group, Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58
REC1393;SP230;Cadra cautella;PRT.2_1;Azores;RLM11;Palearctic;1.0;0.0;;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1394;SP230;Cadra cautella;FRA.2_1;French European Islands;RLM11;Palearctic;1.0;0.0;;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1395;SP230;Cadra cautella;GRC.2_1;Greece European Islands;RLM11;Palearctic;1.0;0.0;;;1.0;0.0;;REF683;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668
REC1396;SP230;Cadra cautella;ECU.2_1;Galapagos;RLM1;Neotropical;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC1397;SP230;Cadra cautella;ECU.2_1;Galapagos;RLM1;Neotropical;;;1.0;;1.0;0.0;1975.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC1398;SP230;Cadra cautella;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;;REF697;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw
REC1399;SP230;Cadra cautella;USA.2_1;Hawaii;RLM9;Nearctic;;;1.0;;1.0;0.0;1877.0;REF1096;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo
REC1400;SP230;Cadra cautella;USA.2_1;Hawaii;RLM9;Nearctic;0.0;0.0;1.0;;1.0;0.0;;REF1007;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99
