GNOLEP:speciesID,dwc:continent,GNOLEP:realmID,GNOLEP:referenceID
SP1118,North America,RLM7,REF641
SP1118,South America,RLM7,REF641
SP1119,Africa,RLM3,REF642
SP1119,Australia,RLM2,REF642
SP1119,Oceania,RLM5,REF642
SP1119,Asia,RLM6,REF642
SP1119,Africa,RLM8,REF642
SP1119,Asia,RLM8,REF642
SP1119,Africa,RLM3,REF1
SP1120,Asia,RLM6,REF643
SP1120,Asia,RLM11,REF643
SP1120,Asia,RLM10,REF643
SP1120,Asia,RLM6,REF1
SP1121,North America,RLM9,REF644
SP1121,North America,RLM9,REF645
SP1121,South America,RLM1,REF644
SP1121,South America,RLM1,REF645
SP1121,North America,RLM7,REF645
SP1121,North America,RLM7,REF644
SP1121,North America,RLM9,REF1
SP1121,South America,RLM1,REF1
SP1122,Africa,RLM3,REF646
SP1122,Africa,RLM8,REF646
SP1122,Africa,RLM4,REF646
SP1123,Australia,RLM2,REF647
SP1123,Oceania,RLM2,REF647
SP1123,Oceania,RLM5,REF647
SP1123,Asia,RLM6,REF647
SP1123,Asia,RLM11,REF647
SP1123,Africa,RLM8,REF647
SP1123,Asia,RLM8,REF647
SP1123,Asia,RLM10,REF647
SP1123,Asia,RLM11,REF1
SP1123,Asia,RLM6,REF1
SP1124,Africa,RLM3,REF648
SP1124,Africa,RLM4,REF648
SP1124,Oceania,RLM5,REF648
SP1124,Asia,RLM6,REF648
SP1124,Asia,RLM11,REF1
SP1124,Asia,RLM6,REF1
SP1124,Australia,RLM2,REF1
SP1124,Oceania,RLM5,REF1
SP112,North America,RLM7,REF634
SP1126,Africa,RLM3,REF12
SP1126,South America,RLM1,REF12
SP1126,Asia,RLM6,REF12
SP1126,Africa,RLM8,REF12
SP1126,Asia,RLM6,REF1
SP1128,Asia,RLM6,REF1
SP1129,Oceania,RLM5,REF649
SP1129,Asia,RLM6,REF649
SP1129,Asia,RLM6,REF1
SP1130,Africa,RLM3,REF650
SP1130,Australia,RLM2,REF650
SP1130,Asia,RLM6,REF650
SP1130,Asia,RLM11,REF650
SP1130,Europe,RLM11,REF650
SP1130,Asia,RLM8,REF650
SP1130,Asia,RLM10,REF650
SP1130,Asia,RLM6,REF1
SP1130,Africa,RLM3,REF1
SP1131,Australia,RLM2,REF21
SP1131,Australia,RLM2,REF1
SP1132,Australia,RLM2,REF651
SP1132,Australia,RLM2,REF1
SP1134,Australia,RLM2,REF21
SP1134,Australia,RLM2,REF1
SP1135,Australia,RLM2,REF652
SP1135,Australia,RLM2,REF1
SP1136,Asia,RLM11,REF653
SP1136,Asia,RLM10,REF653
SP1136,Asia,RLM11,REF1
SP1137,North America,RLM9,REF654
SP1137,South America,RLM1,REF654
SP1137,North America,RLM7,REF654
SP1137,South America,RLM1,REF1
SP1139,Europe,RLM11,REF12
SP1140,Africa,RLM3,REF655
SP1140,Asia,RLM6,REF655
SP1140,Asia,RLM11,REF655
SP1140,Europe,RLM11,REF655
SP1140,South America,RLM1,REF1
SP1140,Asia,RLM6,REF1
SP1140,Africa,RLM3,REF1
SP1141,North America,RLM9,REF59
SP1141,South America,RLM1,REF59
SP1141,North America,RLM7,REF59
SP1141,South America,RLM1,REF1
SP1142,Australia,RLM2,REF1
SP1143,Asia,RLM6,REF1
SP1144,Europe,RLM11,REF17
SP1145,Europe,RLM11,REF656
SP1145,Europe,RLM11,REF12
SP1145,Africa,RLM8,REF656
SP1146,Europe,RLM11,REF12
SP1147,Europe,RLM11,REF12
SP1149,Asia,RLM11,REF657
SP1149,Europe,RLM11,REF657
SP1149,Europe,RLM11,REF1
SP1150,Europe,RLM11,REF17
SP1151,Asia,RLM11,REF658
SP1151,Asia,RLM10,REF658
SP1152,Europe,RLM11,REF17
SP1155,Europe,RLM11,REF656
SP1155,Africa,RLM8,REF656
SP1157,Oceania,RLM5,REF8
SP1157,Oceania,RLM5,REF1
SP1158,South America,RLM1,REF659
SP1159,Australia,RLM2,REF128
SP1159,Australia,RLM2,REF1
SP1160,Australia,RLM2,REF660
SP1161,Australia,RLM2,REF661
SP1161,Asia,RLM6,REF661
SP1161,Asia,RLM10,REF661
SP1161,Australia,RLM2,REF1
SP1162,North America,RLM9,REF662
SP1162,South America,RLM1,REF662
SP1162,North America,RLM7,REF662
SP1162,North America,RLM9,REF1
SP1162,South America,RLM1,REF1
SP1163,North America,RLM9,REF663
SP1163,South America,RLM1,REF663
SP1163,North America,RLM7,REF663
SP1163,South America,RLM1,REF1
SP1166,North America,RLM7,REF664
SP1166,South America,RLM1,REF1
SP1168,Asia,RLM6,REF665
SP1168,Asia,RLM6,REF1
SP1171,Asia,RLM11,REF556
SP1171,Europe,RLM11,REF556
SP1171,Europe,RLM11,REF1
SP1171,Asia,RLM11,REF1
SP1172,South America,RLM1,REF1
SP1173,South America,RLM1,REF666
SP1174,North America,RLM9,REF113
SP1174,North America,RLM9,REF1
SP1175,South America,RLM1,REF667
SP1175,South America,RLM1,REF1
SP1176,Europe,RLM11,REF1
SP1177,Europe,RLM11,REF12
SP1180,Africa,RLM3,REF12
SP1180,Asia,RLM11,REF12
SP1180,Europe,RLM11,REF12
SP1180,Africa,RLM8,REF12
SP1180,Europe,RLM11,REF1
SP1182,Europe,RLM11,REF668
SP1182,Europe,RLM11,REF1
SP1183,North America,RLM9,REF1
SP1316,Asia,RLM11,REF280
SP1316,Africa,RLM8,REF669
SP1316,Asia,RLM8,REF280
SP1185,North America,RLM9,REF670
SP1185,South America,RLM1,REF670
SP1185,North America,RLM7,REF670
SP1185,South America,RLM1,REF1
SP1186,North America,RLM9,REF671
SP1186,Europe,RLM11,REF671
SP1186,Asia,RLM11,REF671
SP1186,North America,RLM9,REF1
SP1186,Europe,RLM11,REF1
SP1186,Asia,RLM11,REF1
SP1187,North America,RLM9,REF672
SP1187,South America,RLM1,REF672
SP1187,North America,RLM7,REF672
SP1187,South America,RLM7,REF672
SP1188,Australia,RLM2,REF449
SP1188,Australia,RLM2,REF1
SP1189,Australia,RLM2,REF113
SP1189,Australia,RLM2,REF1
SP1190,Australia,RLM2,REF673
SP1190,Oceania,RLM5,REF673
SP1190,Asia,RLM6,REF673
SP1190,Asia,RLM6,REF1
SP1191,Asia,RLM6,REF1
SP1191,Africa,RLM3,REF1
SP1191,Australia,RLM2,REF1
SP1193,South America,RLM1,REF1
SP335,Europe,RLM11,REF674
SP1195,Africa,RLM3,REF433
SP1195,Australia,RLM2,REF433
SP1195,South America,RLM1,REF433
SP1195,Asia,RLM6,REF433
SP1195,South America,RLM1,REF675
SP1195,North America,RLM9,REF1
SP458,Europe,RLM11,REF674
SP467,Europe,RLM11,REF674
SP512,North America,RLM9,REF674
SP1196,Africa,RLM3,REF1
SP555,North America,RLM9,REF674
SP555,South America,RLM1,REF674
SP555,North America,RLM7,REF674
SP1198,Europe,RLM11,REF676
SP1198,Europe,RLM11,REF1
SP1199,North America,RLM7,REF575
SP1199,South America,RLM1,REF1
SP574,Asia,RLM11,REF674
SP574,Europe,RLM11,REF674
SP653,North America,RLM9,REF674
SP1200,Europe,RLM11,REF677
SP1201,Europe,RLM11,REF678
SP1201,Europe,RLM11,REF1
SP1202,Europe,RLM11,REF1
SP1297,Australia,RLM2,REF679
SP1297,Oceania,RLM5,REF679
SP1297,Asia,RLM6,REF679
SP1297,Asia,RLM8,REF679
SP1297,Asia,RLM10,REF679
SP1205,Australia,RLM2,REF680
SP1205,Oceania,RLM5,REF680
SP1205,Asia,RLM6,REF680
SP1205,Asia,RLM10,REF680
SP1205,Asia,RLM6,REF1
SP665,North America,RLM9,REF674
SP665,South America,RLM1,REF674
SP1206,Australia,RLM2,REF681
SP1206,Asia,RLM6,REF681
SP1206,Asia,RLM10,REF681
SP665,North America,RLM7,REF674
SP698,Asia,RLM11,REF674
SP1207,Asia,RLM6,REF682
SP1207,Asia,RLM11,REF682
SP1207,Europe,RLM11,REF682
SP1207,Asia,RLM8,REF682
SP1207,Asia,RLM10,REF682
SP1207,Europe,RLM11,REF1
SP1207,Asia,RLM11,REF1
SP1208,Europe,RLM11,REF683
SP1208,Africa,RLM8,REF683
SP1208,Europe,RLM11,REF1
SP1209,North America,RLM9,REF684
SP1209,South America,RLM1,REF684
SP1209,South America,RLM7,REF684
SP1209,North America,RLM7,REF684
SP1210,Asia,RLM6,REF685
SP1210,Australia,RLM2,REF1
SP1212,Asia,RLM11,REF686
SP1212,Europe,RLM11,REF686
SP1212,Europe,RLM11,REF1
SP1212,Asia,RLM11,REF1
SP1213,Asia,RLM11,REF687
SP1213,Europe,RLM11,REF420
SP1213,Europe,RLM11,REF687
SP1213,Africa,RLM8,REF420
SP1213,Europe,RLM11,REF1
SP1214,Europe,RLM11,REF512
SP1214,Africa,RLM8,REF512
SP1214,Europe,RLM11,REF1
SP698,Europe,RLM11,REF674
SP1216,Europe,RLM11,REF1
SP700,North America,RLM9,REF674
SP1217,South America,RLM1,REF1
SP761,North America,RLM9,REF674
SP1218,Europe,RLM11,REF1
SP1219,Asia,RLM6,REF12
SP1219,Asia,RLM8,REF12
SP1219,Asia,RLM6,REF1
SP1220,Africa,RLM3,REF688
SP1220,Africa,RLM3,REF1
SP761,South America,RLM1,REF674
SP761,North America,RLM7,REF674
SP794,North America,RLM9,REF674
SP806,Asia,RLM11,REF674
SP1222,North America,RLM9,REF689
SP1222,North America,RLM7,REF689
SP1222,South America,RLM1,REF1
SP1223,Asia,RLM6,REF690
SP1223,Asia,RLM11,REF690
SP1223,Asia,RLM10,REF690
SP1223,Asia,RLM11,REF1
SP1223,Asia,RLM6,REF1
SP1225,Africa,RLM3,REF691
SP1225,Asia,RLM6,REF691
SP1225,Africa,RLM8,REF691
SP1225,Asia,RLM6,REF1
SP1226,Australia,RLM2,REF1
SP1227,Europe,RLM11,REF1
SP1228,Africa,RLM3,REF13
SP1228,Oceania,RLM5,REF13
SP1228,Asia,RLM6,REF13
SP1228,Africa,RLM3,REF1
SP806,Europe,RLM11,REF674
SP806,Africa,RLM8,REF674
SP876,Europe,RLM11,REF674
SP1077,Asia,RLM11,REF674
SP1229,Europe,RLM11,REF1
SP1230,North America,RLM9,REF400
SP1230,North America,RLM9,REF1
SP1232,Asia,RLM6,REF692
SP1232,Asia,RLM8,REF692
SP1232,Asia,RLM10,REF692
SP1233,Oceania,RLM5,REF35
SP1233,Asia,RLM6,REF35
SP1233,Asia,RLM6,REF1
SP1233,Australia,RLM2,REF1
SP1233,Oceania,RLM5,REF1
SP1234,South America,RLM1,REF693
SP1234,South America,RLM1,REF1
SP1299,Europe,RLM11,REF694
SP1238,Europe,RLM11,REF695
SP1238,Europe,RLM11,REF1
SP1239,Asia,RLM6,REF696
SP1239,Asia,RLM11,REF696
SP1239,Europe,RLM11,REF696
SP1239,Africa,RLM8,REF696
SP1239,Asia,RLM8,REF696
SP1239,Asia,RLM10,REF696
SP1077,Europe,RLM11,REF674
SP1241,South America,RLM1,REF1
SP1242,Australia,RLM2,REF1
SP1244,Australia,RLM2,REF697
SP1244,Australia,RLM2,REF1
SP1322,Australia,RLM2,REF1
SP1245,North America,RLM9,REF698
SP1245,North America,RLM7,REF698
SP1245,South America,RLM1,REF1
SP1246,North America,RLM9,REF699
SP1246,South America,RLM1,REF699
SP1246,North America,RLM7,REF699
SP1246,South America,RLM7,REF699
SP1247,Asia,RLM6,REF700
SP1247,Asia,RLM10,REF700
SP1247,Australia,RLM2,REF700
SP1247,Oceania,RLM5,REF700
SP1248,North America,RLM9,REF701
SP1248,Asia,RLM11,REF701
SP1248,Europe,RLM11,REF701
SP1248,North America,RLM7,REF701
SP1248,Africa,RLM8,REF701
SP1248,Asia,RLM8,REF701
SP1248,North America,RLM9,REF1
SP1249,Africa,RLM3,REF702
SP1249,Africa,RLM4,REF702
SP1249,North America,RLM9,REF702
SP1249,Asia,RLM6,REF702
SP1249,Asia,RLM11,REF702
SP1249,Europe,RLM11,REF702
SP1249,Africa,RLM8,REF702
SP1249,Asia,RLM8,REF702
SP1249,Asia,RLM10,REF702
SP1249,Asia,RLM11,REF1
SP1249,Africa,RLM3,REF1
SP1251,North America,RLM9,REF703
SP1251,South America,RLM1,REF703
SP1251,North America,RLM7,REF703
SP1251,South America,RLM7,REF703
SP1251,North America,RLM9,REF1
SP1337,Africa,RLM3,REF55
SP1252,Europe,RLM11,REF704
SP1252,Europe,RLM11,REF1
SP1255,Europe,RLM11,REF705
SP1255,Africa,RLM8,REF705
SP1255,Europe,RLM11,REF1
SP1257,North America,RLM9,REF17
SP1257,Asia,RLM6,REF17
SP1257,Europe,RLM11,REF17
SP1257,Asia,RLM11,REF17
SP1257,North America,RLM7,REF17
SP1257,North America,RLM9,REF1
SP1257,Europe,RLM11,REF1
SP1257,Asia,RLM11,REF1
SP1258,Europe,RLM11,REF163
SP1258,Europe,RLM11,REF1
SP1258,Asia,RLM11,REF1
SP1258,Africa,RLM3,REF1
SP1259,North America,RLM9,REF706
SP1259,South America,RLM1,REF706
SP1259,South America,RLM1,REF1
SP1260,North America,RLM9,REF707
SP1260,South America,RLM1,REF707
SP1260,North America,RLM7,REF707
SP1260,North America,RLM9,REF1
SP1261,North America,RLM9,REF17
SP1263,Asia,RLM11,REF708
SP1263,Europe,RLM11,REF708
SP1263,Asia,RLM8,REF708
SP1265,Asia,RLM11,REF709
SP1265,Europe,RLM11,REF709
SP1265,Europe,RLM11,REF1
SP1266,Europe,RLM11,REF710
SP1266,Asia,RLM11,REF710
SP1267,Asia,RLM11,REF711
SP1267,Europe,RLM11,REF712
SP1267,Europe,RLM11,REF1
SP1284,Europe,RLM11,REF713
SP1269,Africa,RLM3,REF714
SP1269,Africa,RLM8,REF714
SP1271,North America,RLM9,REF612
SP1271,Asia,RLM6,REF612
SP1271,Asia,RLM11,REF612
SP1271,Europe,RLM11,REF612
SP1271,Asia,RLM10,REF612
SP1272,Asia,RLM11,REF715
SP1272,Europe,RLM11,REF715
SP1272,Africa,RLM8,REF715
SP1272,Asia,RLM8,REF715
SP1272,Africa,RLM3,REF715
SP1273,Africa,RLM3,REF716
SP1273,Asia,RLM11,REF716
SP1273,Europe,RLM11,REF716
SP1273,Africa,RLM8,REF716
SP1273,Europe,RLM11,REF1
SP1274,Asia,RLM6,REF717
SP1274,Asia,RLM6,REF718
SP1274,Asia,RLM11,REF718
SP1274,Europe,RLM11,REF718
SP1274,Africa,RLM8,REF717
SP1274,Asia,RLM8,REF718
SP1274,Asia,RLM10,REF718
SP1274,Asia,RLM10,REF717
SP1274,Africa,RLM4,REF717
SP1274,Africa,RLM3,REF717
SP1276,Africa,RLM3,REF719
SP1276,Australia,RLM2,REF719
SP1276,Oceania,RLM5,REF719
SP1276,Asia,RLM6,REF719
SP1276,Africa,RLM8,REF719
SP1276,Asia,RLM6,REF1
SP1277,Australia,RLM2,REF21
SP1277,Australia,RLM2,REF1
SP1278,North America,RLM7,REF720
SP1278,North America,RLM9,REF720
SP1279,Europe,RLM11,REF721
SP49,Europe,RLM11,REF722
SP731,Europe,RLM11,
SP166,North America,RLM7,REF723
