GNOLEP:speciesID,dwc:continent,GNOLEP:realmID,GNOLEP:referenceID
SP1,South America,RLM1,REF1
SP2,Asia,RLM11,REF2
SP2,Europe,RLM11,REF3
SP2,Europe,RLM11,REF2
SP2,Africa,RLM8,REF3
SP2,Asia,RLM8,REF2
SP2,Asia,RLM10,REF3
SP3,Europe,RLM11,REF1
SP3,Asia,RLM11,REF1
SP5,Australia,RLM2,REF4
SP5,Oceania,RLM2,REF4
SP5,Oceania,RLM9,REF4
SP5,South America,RLM1,REF4
SP5,Asia,RLM6,REF4
SP5,North America,RLM9,REF1
SP7,North America,RLM9,REF5
SP7,North America,RLM7,REF5
SP7,North America,RLM9,REF6
SP179,South America,RLM1,REF7
SP179,North America,RLM7,REF7
SP8,Africa,RLM3,REF8
SP8,Australia,RLM2,REF8
SP8,Africa,RLM4,REF8
SP8,North America,RLM9,REF8
SP8,South America,RLM1,REF8
SP8,Oceania,RLM5,REF8
SP8,Asia,RLM6,REF8
SP8,Europe,RLM11,REF8
SP8,North America,RLM7,REF8
SP8,South America,RLM7,REF8
SP8,Africa,RLM8,REF8
SP8,Asia,RLM10,REF8
SP8,Europe,RLM11,REF1
SP8,Asia,RLM11,REF1
SP8,Africa,RLM3,REF1
SP8,Oceania,RLM5,REF1
SP9,Australia,RLM2,REF1
SP10,Europe,RLM11,REF1
SP11,Europe,RLM11,REF9
SP11,Europe,RLM11,REF10
SP11,Europe,RLM11,REF1
SP12,Asia,RLM11,REF10
SP12,Europe,RLM11,REF10
SP12,Europe,RLM11,REF1
SP12,Asia,RLM11,REF1
SP13,Asia,RLM11,REF11
SP13,Europe,RLM11,REF11
SP13,Europe,RLM11,REF1
SP13,Asia,RLM11,REF1
SP14,Asia,RLM6,REF12
SP14,Asia,RLM11,REF12
SP14,Asia,RLM10,REF12
SP14,Asia,RLM11,REF1
SP14,Asia,RLM6,REF1
SP15,Asia,RLM11,REF11
SP15,Europe,RLM11,REF11
SP15,Africa,RLM8,REF11
SP15,Asia,RLM8,REF11
SP15,Asia,RLM10,REF11
SP15,Europe,RLM11,REF1
SP15,Asia,RLM11,REF1
SP16,North America,RLM9,REF13
SP16,South America,RLM1,REF1
SP17,North America,RLM9,REF14
SP17,North America,RLM9,REF1
SP18,Australia,RLM2,REF15
SP18,Asia,RLM6,REF15
SP1292,South America,RLM1,REF16
SP1292,North America,RLM9,REF17
SP1292,North America,RLM7,REF17
SP1292,South America,RLM7,REF17
SP1292,South America,RLM1,REF17
SP1295,North America,RLM9,REF16
SP1295,South America,RLM1,REF16
SP1295,North America,RLM7,REF17
SP1295,South America,RLM1,REF17
SP1295,North America,RLM9,REF17
SP1295,South America,RLM7,REF17
SP20,Asia,RLM6,REF18
SP20,Asia,RLM6,REF19
SP21,Europe,RLM11,REF20
SP21,Europe,RLM11,REF1
SP22,Australia,RLM2,REF21
SP22,Australia,RLM2,REF1
SP23,Europe,RLM11,REF22
SP1312,South America,RLM1,REF23
SP29,Asia,RLM6,REF24
SP29,Asia,RLM6,REF25
SP29,Asia,RLM11,REF24
SP29,Asia,RLM8,REF24
SP29,Asia,RLM10,REF24
SP29,Asia,RLM10,REF25
SP31,Asia,RLM6,REF26
SP31,Asia,RLM10,REF26
SP32,Europe,RLM11,REF27
SP32,Africa,RLM8,REF27
SP34,Europe,RLM11,REF1
SP86,Africa,RLM3,REF28
SP86,Australia,RLM2,REF28
SP35,Asia,RLM11,REF1
SP35,Asia,RLM6,REF1
SP36,North America,RLM9,REF29
SP36,South America,RLM1,REF29
SP36,South America,RLM7,REF29
SP36,North America,RLM9,REF1
SP36,South America,RLM1,REF1
SP37,Europe,RLM11,REF30
SP37,Asia,RLM11,REF30
SP86,Europe,RLM11,REF28
SP127,Asia,RLM11,REF28
SP127,Asia,RLM8,REF28
SP136,Asia,RLM11,REF28
SP39,Europe,RLM11,REF1
SP41,Europe,RLM11,REF1
SP41,Asia,RLM11,REF1
SP41,Asia,RLM6,REF1
SP42,Europe,RLM11,REF1
SP42,Asia,RLM11,REF1
SP42,Africa,RLM3,REF1
SP44,Europe,RLM11,REF31
SP45,Europe,RLM11,REF32
SP45,Asia,RLM11,REF32
SP46,Europe,RLM11,REF1
SP48,Europe,RLM11,REF17
SP49,Europe,RLM11,REF33
SP50,Europe,RLM11,REF1
SP51,Europe,RLM11,REF34
SP51,Europe,RLM11,REF1
SP52,North America,RLM9,REF35
SP52,Oceania,RLM5,REF35
SP52,Europe,RLM11,REF35
SP52,Oceania,RLM5,REF1
SP53,North America,RLM9,REF36
SP53,Oceania,RLM5,REF36
SP55,North America,RLM9,REF37
SP55,Oceania,RLM9,REF37
SP55,South America,RLM1,REF37
SP55,North America,RLM9,REF1
SP57,Africa,RLM3,REF38
SP57,Oceania,RLM5,REF38
SP57,Asia,RLM6,REF38
SP57,Europe,RLM11,REF38
SP57,Africa,RLM8,REF38
SP57,Asia,RLM10,REF38
SP57,Europe,RLM11,REF1
SP57,Asia,RLM11,REF1
SP57,Asia,RLM6,REF1
SP57,Africa,RLM3,REF1
SP61,Australia,RLM2,REF39
SP61,Oceania,RLM2,REF39
SP61,North America,RLM9,REF39
SP61,Oceania,RLM9,REF39
SP61,South America,RLM1,REF39
SP61,Oceania,RLM5,REF39
SP61,Asia,RLM6,REF39
SP61,Asia,RLM11,REF39
SP61,Europe,RLM11,REF39
SP61,North America,RLM7,REF39
SP61,Africa,RLM8,REF39
SP61,Asia,RLM8,REF39
SP61,Asia,RLM10,REF39
SP61,North America,RLM9,REF1
SP62,Asia,RLM11,REF40
SP62,Europe,RLM11,REF40
SP62,Africa,RLM8,REF40
SP62,Europe,RLM11,REF1
SP62,Asia,RLM11,REF1
SP62,Africa,RLM3,REF1
SP64,Oceania,RLM5,REF1
SP65,North America,RLM9,REF13
SP65,North America,RLM7,REF13
SP65,South America,RLM1,REF1
SP66,Europe,RLM11,REF1
SP67,North America,RLM9,REF41
SP67,South America,RLM1,REF41
SP67,North America,RLM9,REF1
SP68,Africa,RLM3,REF42
SP68,North America,RLM9,REF43
SP68,South America,RLM1,REF43
SP68,Oceania,RLM5,REF42
SP68,Asia,RLM6,REF42
SP68,North America,RLM7,REF43
SP68,Asia,RLM6,REF1
SP68,Africa,RLM3,REF1
SP68,Australia,RLM2,REF1
SP69,Australia,RLM2,REF44
SP69,Oceania,RLM5,REF44
SP69,Asia,RLM6,REF44
SP69,Asia,RLM6,REF45
SP136,Europe,RLM11,REF28
SP70,South America,RLM1,REF1
SP72,Asia,RLM11,REF44
SP72,Europe,RLM11,REF44
SP72,Europe,RLM11,REF1
SP75,Asia,RLM11,REF46
SP75,Europe,RLM11,REF46
SP75,Asia,RLM10,REF46
SP75,Europe,RLM11,REF1
SP75,Asia,RLM11,REF1
SP76,Europe,RLM11,REF1
SP78,North America,RLM9,REF45
SP80,North America,RLM9,REF17
SP80,South America,RLM1,REF17
SP80,Asia,RLM11,REF17
SP80,Europe,RLM11,REF17
SP80,North America,RLM7,REF17
SP80,South America,RLM7,REF17
SP83,North America,RLM9,REF47
SP83,South America,RLM1,REF1
SP84,North America,RLM9,REF48
SP84,North America,RLM9,REF49
SP84,North America,RLM9,REF1
SP136,Asia,RLM10,REF28
SP140,Asia,RLM11,REF28
SP140,Europe,RLM11,REF28
SP86,Africa,RLM3,REF1
SP140,Africa,RLM8,REF28
SP140,Asia,RLM8,REF28
SP140,Asia,RLM10,REF28
SP87,Asia,RLM6,REF1
SP88,Europe,RLM11,REF50
SP88,Africa,RLM8,REF50
SP90,North America,RLM9,REF51
SP90,South America,RLM1,REF51
SP90,North America,RLM7,REF51
SP90,South America,RLM7,REF51
SP90,South America,RLM1,REF1
SP92,Oceania,RLM2,REF52
SP92,Oceania,RLM5,REF1
SP93,South America,RLM1,REF53
SP93,South America,RLM7,REF53
SP93,South America,RLM1,REF1
SP94,North America,RLM9,REF54
SP94,South America,RLM1,REF54
SP94,North America,RLM7,REF54
SP147,Asia,RLM11,REF28
SP95,Africa,RLM3,REF55
SP95,Africa,RLM4,REF55
SP95,Oceania,RLM5,REF55
SP95,Asia,RLM6,REF55
SP95,Asia,RLM6,REF1
SP98,Australia,RLM2,REF56
SP98,Oceania,RLM5,REF56
SP98,Asia,RLM6,REF56
SP98,Asia,RLM11,REF56
SP98,Europe,RLM11,REF56
SP98,Asia,RLM10,REF56
SP98,Asia,RLM11,REF1
SP98,Asia,RLM6,REF1
SP99,Africa,RLM3,REF57
SP99,Africa,RLM8,REF58
SP99,Africa,RLM3,REF58
SP99,Asia,RLM6,REF58
SP100,North America,RLM9,REF59
SP102,Asia,RLM6,REF60
SP102,Asia,RLM10,REF60
SP103,Asia,RLM10,REF61
SP103,Asia,RLM11,REF1
SP103,Asia,RLM6,REF1
SP105,Asia,RLM6,REF62
SP105,Asia,RLM11,REF62
SP105,Asia,RLM10,REF62
SP105,Asia,RLM10,REF63
SP105,Asia,RLM11,REF1
SP105,Asia,RLM6,REF1
SP106,Europe,RLM11,REF64
SP106,Asia,RLM6,REF64
SP106,Asia,RLM10,REF64
SP106,Asia,RLM8,REF64
SP106,Asia,RLM11,REF64
SP107,Africa,RLM8,REF65
SP107,Asia,RLM11,REF65
SP107,Europe,RLM11,REF65
SP107,Asia,RLM8,REF65
SP107,Asia,RLM10,REF65
SP147,Europe,RLM11,REF28
SP108,South America,RLM1,REF66
SP108,South America,RLM1,REF1
SP147,Asia,RLM8,REF28
SP230,South America,RLM1,REF28
SP252,Europe,RLM11,REF28
SP266,Asia,RLM10,REF28
SP110,South America,RLM1,REF67
SP110,South America,RLM7,REF67
SP111,South America,RLM1,REF68
SP111,South America,RLM1,REF69
SP266,Asia,RLM6,REF28
SP266,Asia,RLM11,REF28
SP112,North America,RLM1,REF68
SP282,Asia,RLM6,REF28
SP282,Asia,RLM11,REF28
SP113,Africa,RLM3,REF70
SP113,Asia,RLM6,REF71
SP113,Asia,RLM6,REF1
SP113,Africa,RLM3,REF1
SP114,North America,RLM9,REF72
SP114,North America,RLM9,REF1
SP116,Europe,RLM11,REF73
SP116,Asia,RLM11,REF73
SP117,Asia,RLM6,REF74
SP117,Europe,RLM11,REF75
SP117,Asia,RLM8,REF74
SP117,Asia,RLM10,REF76
SP117,Asia,RLM11,REF75
SP118,Europe,RLM11,REF1
SP119,Asia,RLM6,REF77
SP123,Europe,RLM11,REF1
SP124,North America,RLM7,REF78
SP124,South America,RLM1,REF1
SP125,Europe,RLM11,REF79
SP125,Africa,RLM8,REF79
SP125,Europe,RLM11,REF1
SP126,North America,RLM9,REF80
SP126,Asia,RLM11,REF80
SP126,Europe,RLM11,REF80
SP126,Europe,RLM11,REF1
SP126,Asia,RLM11,REF1
SP282,Asia,RLM8,REF28
SP282,Asia,RLM10,REF28
SP300,Africa,RLM3,REF28
SP300,Africa,RLM4,REF28
SP127,Europe,RLM11,REF1
SP128,Asia,RLM11,REF81
SP128,Asia,RLM11,REF82
SP128,Europe,RLM11,REF82
SP128,Africa,RLM8,REF81
SP128,Asia,RLM8,REF81
SP128,Asia,RLM8,REF82
SP129,Asia,RLM6,REF83
SP129,Asia,RLM6,REF84
SP129,Asia,RLM6,REF85
SP129,Asia,RLM6,REF1
SP130,Asia,RLM6,REF86
SP130,Asia,RLM8,REF86
SP130,Asia,RLM10,REF86
SP1324,Africa,RLM3,REF87
SP1324,Africa,RLM3,REF88
SP1324,Asia,RLM6,REF88
SP1324,Asia,RLM11,REF87
SP1324,Asia,RLM11,REF88
SP1324,Europe,RLM11,REF88
SP1324,Europe,RLM11,REF87
SP1324,Africa,RLM8,REF88
SP1324,Asia,RLM8,REF88
SP1324,Asia,RLM10,REF87
SP1306,Australia,RLM2,REF89
SP1306,Australia,RLM2,REF90
SP133,Europe,RLM11,REF1
SP135,Africa,RLM3,REF91
SP135,Asia,RLM11,REF91
SP135,Europe,RLM11,REF91
SP135,Africa,RLM8,REF91
SP135,Asia,RLM8,REF91
SP135,Africa,RLM3,REF1
SP300,Asia,RLM11,REF28
SP300,Europe,RLM11,REF28
SP300,Africa,RLM8,REF28
SP136,Asia,RLM11,REF1
SP138,Europe,RLM11,REF1
SP139,Europe,RLM11,REF1
SP300,Asia,RLM8,REF28
SP140,Asia,RLM11,REF92
SP300,Asia,RLM6,REF28
SP140,Europe,RLM11,REF92
SP330,Europe,RLM11,REF28
SP140,Africa,RLM8,REF92
SP355,Oceania,RLM5,REF28
SP140,Asia,RLM8,REF92
SP370,North America,RLM9,REF28
SP140,Asia,RLM10,REF92
SP140,Europe,RLM11,REF1
SP140,Asia,RLM11,REF1
SP142,South America,RLM1,REF93
SP142,South America,RLM7,REF93
SP143,Asia,RLM6,REF94
SP143,Asia,RLM11,REF94
SP143,Europe,RLM11,REF95
SP143,Africa,RLM8,REF94
SP143,Africa,RLM8,REF95
SP143,Asia,RLM8,REF94
SP143,Asia,RLM8,REF95
SP143,Africa,RLM3,REF95
SP144,Asia,RLM11,REF96
SP144,Europe,RLM11,REF96
SP144,Europe,RLM11,REF1
SP145,North America,RLM9,REF97
SP145,North America,RLM9,REF1
SP146,Europe,RLM11,REF98
SP370,South America,RLM1,REF28
SP146,Asia,RLM10,REF98
SP146,Asia,RLM11,REF99
SP370,North America,RLM7,REF28
SP370,South America,RLM7,REF28
SP372,South America,RLM1,REF28
SP147,Europe,RLM11,REF1
SP148,North America,RLM9,REF100
SP148,North America,RLM9,REF1
SP149,Europe,RLM11,REF100
SP149,Europe,RLM11,REF1
SP150,South America,RLM7,REF101
SP150,South America,RLM1,REF101
SP151,North America,RLM7,REF101
SP151,South America,RLM1,REF101
SP151,North America,RLM9,REF101
SP151,South America,RLM7,REF101
SP152,North America,RLM9,REF102
SP152,South America,RLM1,REF103
SP152,North America,RLM7,REF102
SP152,South America,RLM7,REF103
SP153,Asia,RLM6,REF104
SP153,Asia,RLM6,REF1
SP154,Australia,RLM2,REF105
SP154,Australia,RLM2,REF1
SP155,North America,RLM9,REF106
SP155,North America,RLM9,REF1
SP157,Australia,RLM2,REF21
SP157,Australia,RLM2,REF1
SP158,Asia,RLM6,REF107
SP158,Asia,RLM10,REF107
SP158,Asia,RLM11,REF1
SP159,North America,RLM9,REF108
SP159,South America,RLM1,REF108
SP159,North America,RLM7,REF108
SP159,South America,RLM7,REF108
SP159,North America,RLM9,REF1
SP160,Africa,RLM3,REF109
SP160,Asia,RLM6,REF109
SP160,Asia,RLM11,REF109
SP160,Europe,RLM11,REF109
SP160,Africa,RLM8,REF109
SP160,Africa,RLM8,REF110
SP160,Asia,RLM8,REF109
SP160,Africa,RLM3,REF1
SP161,South America,RLM1,REF111
SP161,North America,RLM7,REF111
SP161,South America,RLM1,REF1
SP163,Asia,RLM6,REF112
SP163,Asia,RLM10,REF112
SP163,Asia,RLM11,REF1
SP164,Australia,RLM2,REF113
SP164,Oceania,RLM5,REF113
SP164,Oceania,RLM9,REF113
SP380,Asia,RLM6,REF28
SP380,Asia,RLM11,REF28
SP380,Europe,RLM11,REF28
SP167,Australia,RLM2,REF114
SP167,Australia,RLM2,REF1
SP168,Australia,RLM2,REF115
SP168,Oceania,RLM5,REF115
SP168,Asia,RLM6,REF115
SP168,Asia,RLM10,REF115
SP168,Oceania,RLM5,REF1
SP169,Europe,RLM11,REF116
SP170,Europe,RLM11,REF116
SP170,Asia,RLM11,REF116
SP171,Asia,RLM11,REF116
SP171,Asia,RLM8,REF116
SP171,Europe,RLM11,REF1
SP172,North America,RLM7,REF117
SP172,South America,RLM7,REF117
SP176,Asia,RLM11,REF118
SP176,Asia,RLM10,REF118
SP176,Asia,RLM11,REF1
SP177,Asia,RLM6,REF119
SP177,Asia,RLM11,REF119
SP177,Europe,RLM11,REF119
SP177,Asia,RLM10,REF119
SP178,Oceania,RLM5,REF35
SP178,Asia,RLM6,REF35
SP178,Australia,RLM2,REF1
SP178,Oceania,RLM5,REF1
SP179,North America,RLM9,REF120
SP179,South America,RLM1,REF120
SP380,Africa,RLM8,REF28
SP380,Asia,RLM8,REF28
SP179,North America,RLM7,REF121
SP179,North America,RLM7,REF120
SP179,South America,RLM7,REF120
SP181,Africa,RLM3,REF122
SP181,North America,RLM9,REF123
SP181,South America,RLM1,REF123
SP181,North America,RLM7,REF123
SP181,South America,RLM1,REF1
SP182,Australia,RLM2,REF124
SP182,North America,RLM9,REF124
SP182,Oceania,RLM5,REF124
SP182,Asia,RLM6,REF124
SP182,Asia,RLM11,REF124
SP182,Europe,RLM11,REF124
SP182,Africa,RLM8,REF124
SP182,Asia,RLM8,REF124
SP182,Asia,RLM10,REF124
SP182,Europe,RLM11,REF1
SP183,North America,RLM9,REF125
SP183,South America,RLM1,REF125
SP183,North America,RLM7,REF125
SP183,South America,RLM1,REF1
SP184,Australia,RLM2,REF126
SP184,Australia,RLM2,REF1
SP185,Australia,RLM2,REF127
SP185,Australia,RLM2,REF1
SP186,Australia,RLM2,REF21
SP186,Australia,RLM2,REF1
SP187,Australia,RLM2,REF128
SP187,Australia,RLM2,REF1
SP188,Australia,RLM2,REF128
SP188,Australia,RLM2,REF1
SP189,Australia,RLM2,REF128
SP189,Australia,RLM2,REF1
SP190,Asia,RLM11,REF129
SP190,Europe,RLM11,REF129
SP190,Europe,RLM11,REF1
SP191,Africa,RLM3,REF130
SP191,Asia,RLM6,REF130
SP191,Asia,RLM11,REF130
SP191,Africa,RLM8,REF130
SP191,Asia,RLM8,REF130
SP192,North America,RLM9,REF131
SP192,North America,RLM9,REF1
SP193,Europe,RLM11,REF17
SP195,Oceania,RLM9,REF13
SP195,Asia,RLM11,REF1
SP195,Asia,RLM6,REF1
SP195,Australia,RLM2,REF1
SP195,Oceania,RLM5,REF1
SP196,Asia,RLM11,REF1
SP197,North America,RLM7,REF132
SP197,South America,RLM1,REF1
SP1285,Africa,RLM3,REF109
SP1285,Africa,RLM8,REF109
SP1285,Africa,RLM3,REF1
SP199,Australia,RLM2,REF90
SP199,Asia,RLM6,REF86
SP199,Asia,RLM8,REF86
SP199,Asia,RLM10,REF86
SP199,Africa,RLM3,REF1
SP200,Europe,RLM11,REF133
SP200,Africa,RLM3,REF1
SP201,Europe,RLM11,REF134
SP201,Africa,RLM3,REF1
SP202,North America,RLM9,REF135
SP202,North America,RLM9,REF1
SP1326,Oceania,RLM5,REF35
SP1326,Asia,RLM6,REF35
SP1326,Asia,RLM6,REF1
SP1326,Oceania,RLM5,REF1
SP203,Europe,RLM11,REF134
SP203,Africa,RLM3,REF1
SP204,Africa,RLM8,REF134
SP204,Europe,RLM11,REF134
SP204,Europe,RLM11,REF1
SP205,Africa,RLM8,REF134
SP205,Europe,RLM11,REF134
SP205,Africa,RLM3,REF1
SP206,Europe,RLM11,REF134
SP206,Africa,RLM3,REF1
SP207,Australia,RLM2,REF136
SP207,Australia,RLM2,REF1
SP208,Europe,RLM11,REF134
SP209,Europe,RLM11,REF17
SP209,Asia,RLM11,REF17
SP211,Australia,RLM2,REF21
SP211,Australia,RLM2,REF1
SP212,Oceania,RLM5,REF45
SP212,Asia,RLM6,REF45
SP212,Asia,RLM10,REF45
SP212,Oceania,RLM2,REF45
SP212,Oceania,RLM9,REF45
SP212,Europe,RLM11,REF1
SP212,Asia,RLM11,REF1
SP212,Africa,RLM3,REF1
SP212,Australia,RLM2,REF1
SP213,Europe,RLM11,REF17
SP213,Asia,RLM11,REF137
SP397,Asia,RLM11,REF28
SP397,Asia,RLM10,REF28
SP434,Asia,RLM11,REF28
SP434,Europe,RLM11,REF28
SP215,Asia,RLM6,REF1
SP215,Australia,RLM2,REF1
SP216,Europe,RLM11,
SP217,North America,RLM9,REF12
SP217,North America,RLM9,REF1
SP218,Asia,RLM6,REF139
SP218,Oceania,RLM5,REF1
SP219,Asia,RLM11,REF140
SP219,Europe,RLM11,REF140
SP219,Asia,RLM8,REF140
SP219,Europe,RLM11,REF1
SP219,Asia,RLM11,REF1
SP220,North America,RLM9,REF141
SP220,South America,RLM1,REF141
SP220,North America,RLM7,REF141
SP220,South America,RLM7,REF141
SP220,North America,RLM9,REF1
SP221,North America,RLM9,REF142
SP222,Europe,RLM11,REF12
SP222,Africa,RLM3,REF1
SP223,North America,RLM9,REF143
SP223,North America,RLM9,REF1
SP224,North America,RLM9,REF144
SP224,South America,RLM1,REF1
SP225,North America,RLM9,REF145
SP225,South America,RLM1,REF145
SP225,North America,RLM9,REF1
SP226,Europe,RLM11,REF146
SP226,Europe,RLM11,REF1
SP227,South America,RLM1,REF147
SP227,North America,RLM7,REF147
SP227,South America,RLM7,REF147
SP434,Africa,RLM8,REF28
SP434,Asia,RLM10,REF28
SP229,Europe,RLM11,REF1
SP230,South America,RLM1,REF1
SP232,Africa,RLM3,REF148
SP232,Australia,RLM2,REF148
SP232,Africa,RLM3,REF1
SP233,Europe,RLM11,REF149
SP233,Africa,RLM8,REF149
SP234,Europe,RLM11,REF150
SP235,Asia,RLM11,REF1
SP235,Africa,RLM3,REF1
SP237,Europe,RLM11,REF17
SP237,Asia,RLM11,REF17
SP238,North America,RLM9,REF151
SP238,South America,RLM1,REF151
SP238,North America,RLM7,REF151
SP238,South America,RLM7,REF151
SP474,Europe,RLM11,REF28
SP474,Africa,RLM8,REF28
SP474,Asia,RLM8,REF28
SP500,Asia,RLM11,REF28
SP500,Europe,RLM11,REF28
SP500,Africa,RLM8,REF28
SP240,Africa,RLM8,REF12
SP527,Australia,RLM2,REF28
SP542,Asia,RLM6,REF28
SP240,Asia,RLM6,REF1
SP240,Africa,RLM3,REF1
SP240,Australia,RLM2,REF1
SP240,Oceania,RLM5,REF1
SP241,Europe,RLM11,REF1
SP243,Asia,RLM11,REF152
SP243,Asia,RLM10,REF152
SP243,Asia,RLM11,REF1
SP244,Africa,RLM3,REF153
SP244,Africa,RLM8,REF153
SP244,Asia,RLM11,REF153
SP244,Europe,RLM11,REF153
SP244,Asia,RLM8,REF153
SP244,Europe,RLM11,REF1
SP245,Oceania,RLM5,REF1
SP246,Europe,RLM11,REF1
SP247,Asia,RLM11,REF153
SP247,Europe,RLM11,REF12
SP247,Europe,RLM11,REF154
SP247,Asia,RLM8,REF153
SP542,Asia,RLM10,REF28
SP608,Asia,RLM6,REF28
SP250,North America,RLM9,REF155
SP250,South America,RLM1,REF155
SP250,North America,RLM7,REF155
SP250,South America,RLM1,REF1
SP632,Europe,RLM11,REF28
SP252,Europe,RLM11,REF1
SP253,South America,RLM1,REF156
SP253,South America,RLM1,REF157
SP253,North America,RLM7,REF158
SP253,North America,RLM7,REF159
SP253,South America,RLM7,REF156
SP253,South America,RLM7,REF159
SP253,North America,RLM9,REF159
SP693,North America,RLM9,REF28
SP254,Australia,RLM2,REF160
SP254,Australia,RLM2,REF1
SP693,South America,RLM1,REF28
SP693,Oceania,RLM5,REF28
SP693,North America,RLM7,REF28
SP693,South America,RLM7,REF28
SP746,Asia,RLM11,REF28
SP746,Europe,RLM11,REF28
SP255,Europe,RLM11,REF1
SP255,Asia,RLM11,REF1
SP256,Asia,RLM11,REF161
SP256,Europe,RLM11,REF161
SP256,Africa,RLM8,REF161
SP256,Europe,RLM11,REF1
SP257,Asia,RLM11,REF162
SP257,Europe,RLM11,REF163
SP257,Europe,RLM11,REF1
SP258,Europe,RLM11,REF164
SP258,Europe,RLM11,REF1
SP260,North America,RLM9,REF165
SP260,North America,RLM7,REF165
SP260,South America,RLM1,REF1
SP261,Europe,RLM11,REF87
SP261,Asia,RLM11,REF87
SP262,Australia,RLM2,REF166
SP262,Australia,RLM2,REF1
SP746,Asia,RLM8,REF28
SP264,Australia,RLM2,REF1
SP746,Asia,RLM10,REF28
SP770,Asia,RLM6,REF28
SP770,Asia,RLM11,REF28
SP268,Asia,RLM11,REF167
SP268,Europe,RLM11,REF167
SP268,Europe,RLM11,REF1
SP770,Asia,RLM10,REF28
SP270,Australia,RLM2,REF128
SP270,Australia,RLM2,REF1
SP271,Europe,RLM11,REF168
SP271,Europe,RLM11,REF1
SP272,Asia,RLM6,REF169
SP272,Australia,RLM2,REF169
SP1323,Africa,RLM3,REF170
SP1323,Africa,RLM3,REF171
SP1323,Africa,RLM8,REF171
SP274,Europe,RLM11,REF172
SP274,Asia,RLM11,REF172
SP276,Europe,RLM11,REF173
SP276,Africa,RLM8,REF173
SP771,Asia,RLM6,REF28
SP771,Asia,RLM11,REF28
SP771,Europe,RLM11,REF28
SP771,Asia,RLM10,REF28
SP833,North America,RLM9,REF28
SP280,Asia,RLM6,REF174
SP280,Asia,RLM8,REF174
SP280,Asia,RLM10,REF174
SP280,Asia,RLM11,REF1
SP280,Asia,RLM6,REF1
SP281,Asia,RLM6,REF175
SP281,Asia,RLM6,REF1
SP833,South America,RLM1,REF28
SP833,Europe,RLM11,REF28
SP833,North America,RLM7,REF28
SP833,South America,RLM7,REF28
SP282,Asia,RLM11,REF1
SP282,Asia,RLM6,REF1
SP1334,Europe,RLM11,REF176
SP283,North America,RLM9,REF45
SP283,North America,RLM9,REF177
SP283,South America,RLM1,REF45
SP283,South America,RLM1,REF177
SP283,North America,RLM7,REF177
SP283,South America,RLM7,REF177
SP283,North America,RLM9,REF1
SP284,Australia,RLM2,REF178
SP284,Australia,RLM2,REF1
SP285,Australia,RLM2,REF179
SP285,Australia,RLM2,REF1
SP894,Africa,RLM3,REF28
SP287,Australia,RLM2,REF180
SP289,Asia,RLM6,REF181
SP289,Asia,RLM10,REF181
SP289,Asia,RLM6,REF1
SP291,Europe,RLM11,REF1
SP292,Asia,RLM6,REF182
SP894,Africa,RLM4,REF28
SP295,Asia,RLM10,REF183
SP295,Asia,RLM6,REF183
SP295,Asia,RLM11,REF183
SP296,North America,RLM9,REF184
SP297,Europe,RLM11,REF185
SP297,Asia,RLM8,REF185
SP297,Asia,RLM11,REF185
SP299,Asia,RLM6,REF186
SP299,Asia,RLM6,REF1
SP299,Africa,RLM3,REF1
SP299,Australia,RLM2,REF1
SP894,South America,RLM1,REF28
SP1305,Asia,RLM6,REF28
SP1305,Asia,RLM10,REF28
SP917,Africa,RLM3,REF28
SP917,Africa,RLM4,REF28
SP917,Asia,RLM8,REF28
SP917,Asia,RLM6,REF28
SP947,South America,RLM1,REF28
SP301,Oceania,RLM2,REF187
SP984,Asia,RLM11,REF28
SP301,Oceania,RLM5,REF187
SP984,Europe,RLM11,REF28
SP984,Asia,RLM10,REF28
SP301,Asia,RLM6,REF187
SP301,Asia,RLM10,REF187
SP301,Asia,RLM11,REF187
SP301,Australia,RLM2,REF187
SP301,Australia,RLM2,REF1
SP302,North America,RLM9,REF188
SP302,Asia,RLM11,REF188
SP302,Europe,RLM11,REF188
SP302,Europe,RLM11,REF1
SP304,Europe,RLM11,REF1
SP304,Asia,RLM11,REF1
SP305,Asia,RLM6,REF189
SP305,Asia,RLM6,REF1
SP307,Europe,RLM11,REF190
SP307,Europe,RLM11,REF191
SP308,Asia,RLM11,REF9
SP308,Europe,RLM11,REF9
SP308,Africa,RLM8,REF9
SP308,Asia,RLM8,REF9
SP308,Asia,RLM11,REF1
SP308,Africa,RLM3,REF1
SP309,North America,RLM9,REF192
SP309,North America,RLM7,REF192
SP309,North America,RLM9,REF1
SP311,Asia,RLM11,REF193
SP311,Europe,RLM11,REF193
SP311,Europe,RLM11,REF1
SP1311,Asia,RLM6,REF194
SP1311,Asia,RLM10,REF194
SP312,Europe,RLM11,REF195
SP312,Africa,RLM8,REF195
SP312,Asia,RLM11,REF195
SP312,Asia,RLM6,REF195
SP313,Africa,RLM3,REF196
SP313,Asia,RLM6,REF196
SP313,Asia,RLM11,REF196
SP313,Asia,RLM10,REF196
SP313,Asia,RLM6,REF1
SP313,Australia,RLM2,REF1
SP1193,North America,RLM7,REF28
SP1196,Africa,RLM3,REF28
SP314,Asia,RLM6,REF1
SP314,Africa,RLM3,REF1
SP314,Australia,RLM2,REF1
SP315,Africa,RLM3,REF197
