SpeciesID;AreaID;RealmID;Cryptogenic;IntentionalRelease;Introduced;Dispersal;Established;Eradicated;Year;ReferenceID
SP107;MYS.1_1;RLM4;;;;;1;0;;REF781
SP102;MYS.1_1;RLM4;;;;;1;0;;REF781
SP4;MYS.1_1;RLM4;;;;;1;0;;REF781
SP597;MYS.1_1;RLM4;;;;;1;0;;REF781
SP536;MYS.1_1;RLM4;;;;;1;0;;REF781
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2007;REF792
SP37;BRA.1_1;RLM2;;;;;1;0;;REF781
SP9;BRA.1_1;RLM2;;;;;1;0;;REF781
SP128;BRA.1_1;RLM2;;;;;1;0;;REF781
SP22;BRA.1_1;RLM2;;;;;1;0;;REF781
SP31;BRA.1_1;RLM2;;;;;1;0;;REF781
SP103;BRA.1_1;RLM2;;;;;1;0;;REF781
SP11;BRA.1_1;RLM2;;;;;1;0;;REF781
SP111;BRA.1_1;RLM2;;;;;1;0;;REF781
SP141;BRA.1_1;RLM2;;;;;1;0;;REF781
SP309;BRA.1_1;RLM2;0;0;1;;1;0;2016;REF851
SP309;BRA.1_1;RLM2;0;0;1;;1;0;2016;REF851
SP22;BRA.1_1;RLM2;0;0;1;;1;0;1982;REF900
SP148;CHL.1_1;RLM2;0;0;1;0;1;0;2015;REF809
SP37;BRA.1_1;RLM2;;;;;1;0;;REF781
SP9;BRA.1_1;RLM2;;;;;1;0;;REF781
SP22;BRA.1_1;RLM2;;;;;1;0;;REF781
SP31;BRA.1_1;RLM2;;;;;1;0;;REF781
SP102;BRA.1_1;RLM2;;;;;1;0;;REF781
SP24;BRA.1_1;RLM2;;;;;1;0;;REF781
SP4;BRA.1_1;RLM2;;;;;1;0;;REF781
SP103;BRA.1_1;RLM2;;;;;1;0;;REF781
SP11;BRA.1_1;RLM2;;;;;1;0;;REF781
SP111;BRA.1_1;RLM2;;;;;1;0;;REF781
SP141;BRA.1_1;RLM2;;;;;1;0;;REF781
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2016;REF792
SP110;MYS.1_1;RLM4;;;;;0;0;;REF781
SP17;MYS.1_1;RLM4;;;;;1;0;;REF781
SP9;MYS.1_1;RLM4;;;;;1;0;;REF781
SP5;MYS.1_1;RLM4;;;;;1;0;;REF781
SP10;MYS.1_1;RLM4;;;;;1;0;;REF781
SP106;MYS.1_1;RLM4;;;;;1;0;;REF781
SP121;MYS.1_1;RLM4;;;;;1;0;;REF781
SP107;MYS.1_1;RLM4;;;;;1;0;;REF781
SP102;MYS.1_1;RLM4;;;;;1;0;;REF781
SP4;MYS.1_1;RLM4;;;;;1;0;;REF781
SP597;MYS.1_1;RLM4;;;;;1;0;;REF781
SP536;MYS.1_1;RLM4;;;;;1;0;;REF781
SP177;ITA.2_1;RLM7;;;;;1;0;;REF781
SP9;ITA.2_1;RLM7;;;;;1;0;;REF781
SP36;ITA.2_1;RLM7;;;;;1;0;;REF781
SP61;ITA.2_1;RLM7;;;;;1;0;;REF781
SP126;ITA.2_1;RLM7;1;;;;1;0;;REF781
SP34;ITA.2_1;RLM7;;;;;1;0;;REF781
SP128;ITA.2_1;RLM7;;;;;1;0;;REF781
SP147;ITA.2_1;RLM7;;;;;1;0;;REF781
SP49;ITA.2_1;RLM7;;;;;1;0;;REF781
SP1;ITA.2_1;RLM7;;;;;1;0;;REF781
SP24;ITA.2_1;RLM7;;;;;1;0;;REF781
SP169;ITA.2_1;RLM7;;;;;1;0;;REF781
SP44;ITA.2_1;RLM7;;;;;1;0;;REF781
SP4;ITA.2_1;RLM7;;;;;1;0;;REF781
SP111;ITA.2_1;RLM7;;;;;1;0;;REF781
SP55;ITA.2_1;RLM7;;;;;1;0;;REF781
SP42;ITA.2_1;RLM7;;;;;1;0;;REF781
SP63;ITA.2_1;RLM7;;;;;1;0;;REF781
SP42;ITA.2_1;RLM7;;;;;1;0;;REF23
SP12;ITA.2_1;RLM7;;;1;;1;0;;REF23
SP61;ITA.2_1;RLM7;;;;;1;0;;REF23
SP24;ITA.2_1;RLM7;;;;;1;0;;REF23
SP9;ITA.2_1;RLM7;;;1;;1;0;1995;REF23
SP49;ITA.2_1;RLM7;;;;;1;0;;REF23
SP4;ITA.2_1;RLM7;;;;;1;0;;REF23
SP63;ITA.2_1;RLM7;;;;;1;0;;REF23
SP44;ITA.2_1;RLM7;;;;;1;0;;REF23
SP25;ITA.2_1;RLM7;;;;;1;0;;REF23
SP34;ITA.2_1;RLM7;;;;;1;0;;REF23
SP55;ITA.2_1;RLM7;;;;;1;0;;REF23
SP1;ITA.2_1;RLM7;;;;;1;0;;REF23
SP16;ITA.2_1;RLM7;0;;;;1;0;;REF23
SP36;ITA.2_1;RLM7;;;;;1;0;;REF23
SP50;ITA.2_1;RLM7;0;0;;;1;0;;REF797
SP63;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP129;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP163;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP135;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP68;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP621;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP22;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP24;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP9;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP182;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP36;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP8;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP184;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP14;CAN.1_1;RLM1;;;;;1;0;;REF781
SP95;CAN.1_1;RLM1;;;;;1;0;;REF781
SP1;CAN.1_1;RLM1;;;;;1;0;;REF781
SP99;CAN.1_1;RLM1;0;0;1;;1;0;;REF582
SP6;CAN.1_1;RLM1;0;0;1;;1;0;;REF817
SP83;GBR.1_1;RLM7;;;;;1;0;;REF781
SP54;GBR.1_1;RLM7;;;;;1;0;;REF781
SP128;GBR.1_1;RLM7;;;;;1;0;;REF781
SP62;GBR.1_1;RLM7;;;;;1;0;;REF781
SP147;GBR.1_1;RLM7;;;;;1;0;;REF781
SP44;GBR.1_1;RLM7;;;;;1;0;;REF781
SP42;GBR.1_1;RLM7;;;;;1;0;;REF781
SP11;BRA.1_1;RLM2;;;;;1;0;;REF781
SP19;RUS.1_1;RLM7;0;0;1;;1;0;;REF791
SP19;CHN.1_1;RLM5;0;0;1;;1;0;;REF791
SP14;CHN.1_1;RLM5;;;;;1;0;;REF781
SP102;CHN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;0;0;1;;1;0;;REF795
SP19;CHN.1_1;RLM5;0;0;1;;1;0;;REF791
SP14;CHN.1_1;RLM5;;;;;1;0;;REF781
SP121;CHN.1_1;RLM5;;;;;1;0;;REF781
SP22;CHN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;;;;;1;0;;REF781
SP11;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP538;CHN.1_1;RLM5;0;0;1;;1;0;2012;REF867
SP554;CHN.1_1;RLM5;0;0;1;0;1;0;2012;REF867
SP19;CHN.1_1;RLM5;0;0;1;;1;0;;REF795
SP3;CHN.1_1;RLM5;0;0;1;;1;0;;REF805
SP14;CHN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP14;CHN.1_1;RLM5;0;0;1;;1;0;2019;REF845
SP3;CHN.1_1;RLM5;0;0;1;;1;0;;REF805
SP611;CHN.1_1;RLM5;0;0;1;;1;0;;REF223
SP14;CHN.1_1;RLM5;;;;;1;0;;REF781
SP126;CHN.1_1;RLM5;1;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP538;CHN.1_1;RLM5;0;0;1;;1;0;2012;REF867
SP19;CHN.1_1;RLM7;0;0;1;1;1;0;1994;REF803
SP71;JPN.1_1;RLM5;;;;;1;0;;REF781
SP9;JPN.1_1;RLM5;;;;;1;0;;REF781
SP22;JPN.1_1;RLM5;;;;;1;0;;REF781
SP147;JPN.1_1;RLM5;;;;;1;0;;REF781
SP31;JPN.1_1;RLM5;;;;;1;0;;REF781
SP107;JPN.1_1;RLM5;;;;;1;0;;REF781
SP49;JPN.1_1;RLM5;;;;;0;0;;REF781
SP102;JPN.1_1;RLM5;;;;;1;0;;REF781
SP24;JPN.1_1;RLM5;;;;;1;0;;REF781
SP4;JPN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;0;0;1;1;1;0;1989;REF803
SP9;CHN.1_1;RLM5;;;;;1;0;;REF781
SP14;CHN.1_1;RLM5;;;;;1;0;;REF781
SP121;CHN.1_1;RLM5;;;;;1;0;;REF781
SP102;CHN.1_1;RLM5;;;;;1;0;;REF781
SP24;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP14;CHN.1_1;RLM5;0;0;1;;1;0;;REF795
SP14;CHN.1_1;RLM5;0;0;1;;1;0;2019;REF829
SP83;ITA.2_1;RLM7;;;;;1;0;;REF781
SP110;ITA.2_1;RLM7;;;;;1;0;;REF781
SP9;ITA.2_1;RLM7;;;;;1;0;;REF781
SP30;ITA.2_1;RLM7;;;;;1;0;;REF781
SP36;ITA.2_1;RLM7;;;;;1;0;;REF781
SP61;ITA.2_1;RLM7;;;;;1;0;;REF781
SP126;ITA.2_1;RLM7;1;;;;1;0;;REF781
SP34;ITA.2_1;RLM7;;;;;1;0;;REF781
SP128;ITA.2_1;RLM7;;;;;1;0;;REF781
SP147;ITA.2_1;RLM7;;;;;1;0;;REF781
SP65;ITA.2_1;RLM7;;;;;1;0;;REF781
SP168;ITA.2_1;RLM7;;;;;1;0;;REF781
SP29;ITA.2_1;RLM7;;;;;1;0;;REF781
SP49;ITA.2_1;RLM7;;;;;1;0;;REF781
SP1;ITA.2_1;RLM7;;;;;1;0;;REF781
SP24;ITA.2_1;RLM7;;;;;1;0;;REF781
SP169;ITA.2_1;RLM7;;;;;1;0;;REF781
SP4;ITA.2_1;RLM7;;;;;1;0;;REF781
SP11;ITA.2_1;RLM7;;;;;1;0;;REF781
SP111;ITA.2_1;RLM7;;;;;1;0;;REF781
SP170;ITA.2_1;RLM7;;;;;1;0;;REF781
SP55;ITA.2_1;RLM7;;;;;1;0;;REF781
SP42;ITA.2_1;RLM7;;;;;1;0;;REF781
SP63;ITA.2_1;RLM7;;;;;1;0;;REF781
SP42;ITA.2_1;RLM7;;;;;1;0;;REF23
SP30;ITA.2_1;RLM7;;;;;1;0;;REF23
SP12;ITA.2_1;RLM7;;;1;;1;0;2008;REF23
SP61;ITA.2_1;RLM7;;;;;1;0;;REF23
SP24;ITA.2_1;RLM7;;;1;;1;0;1949;REF23
SP11;ITA.2_1;RLM7;;;1;;1;0;1935;REF23
SP9;ITA.2_1;RLM7;;;1;;1;0;1995;REF23
SP49;ITA.2_1;RLM7;;;;;1;0;;REF23
SP4;ITA.2_1;RLM7;;;;;1;0;;REF23
SP63;ITA.2_1;RLM7;;;1;;1;0;2003;REF23
SP41;ITA.2_1;RLM7;;;1;;1;0;;REF23
SP25;ITA.2_1;RLM7;;;;;1;0;;REF23
SP34;ITA.2_1;RLM7;;;;;1;0;;REF23
SP40;ITA.2_1;RLM7;;;;;1;0;;REF23
SP55;ITA.2_1;RLM7;;;;;1;0;;REF23
SP1;ITA.2_1;RLM7;;;;;1;0;;REF23
SP16;ITA.2_1;RLM7;0;;;;1;0;;REF23
SP83;ITA.2_1;RLM7;;;;;1;0;;REF23
SP29;ITA.2_1;RLM7;;;;;1;0;;REF23
SP65;ITA.2_1;RLM7;;;1;;1;0;2005;REF23
SP70;ITA.2_1;RLM7;;;1;;1;0;2002;REF23
SP36;ITA.2_1;RLM7;;;1;;1;0;1881;REF23
SP63;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP129;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP163;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP132;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP171;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP135;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP68;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP621;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP22;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP70;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP493;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP65;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP11;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP24;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP9;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP182;ITA.2_1;RLM7;1;0;;;1;0;;REF140
SP36;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP8;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP184;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP111;ITA.2_1;RLM7;0;0;1;;1;0;;REF140
SP30;IND.1_1;RLM5;;;;;1;0;;REF781
SP14;IND.1_1;RLM5;;;;;1;0;;REF781
SP126;IND.1_1;RLM5;1;;;;1;0;;REF781
SP121;IND.1_1;RLM5;;;;;1;0;;REF781
SP107;IND.1_1;RLM5;;;;;1;0;;REF781
SP102;IND.1_1;RLM5;;;;;1;0;;REF781
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2010;REF792
SP9;AUS.1_1;RLM8;;;;;1;0;;REF781
SP121;AUS.1_1;RLM8;;;;;1;0;;REF781
SP128;AUS.1_1;RLM8;;;;;1;0;;REF781
SP22;AUS.1_1;RLM8;;;;;1;0;;REF781
SP24;AUS.1_1;RLM8;;;;;1;0;;REF781
SP22;AUS.1_1;RLM8;0;0;;;1;0;1959;REF901
SP89;USA.1_1;RLM1;;;;;1;0;;REF781
SP26;USA.1_1;RLM1;;;;;1;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP1;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP122;USA.1_1;RLM1;;;;;1;0;;REF781
SP28;USA.1_1;RLM1;;;;;1;0;;REF781
SP28;USA.1_1;RLM1;0;0;1;1;1;0;;REF527
SP28;USA.1_1;RLM1;0;0;1;1;1;0;2002;REF838
SP24;USA.1_1;RLM1;0;0;1;;1;0;;REF824
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP1;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP530;USA.1_1;RLM1;0;0;1;;1;0;;REF862
SP138;USA.1_1;RLM1;0;0;0;1;0;0;2003;REF902
SP3;USA.1_1;RLM1;0;0;1;;0;0;2003;REF902
SP177;CAN.1_1;RLM1;0;0;1;1;1;0;;REF875
SP10;RUS.1_1;RLM7;;;;;1;0;;REF781
SP54;RUS.1_1;RLM7;;;;;1;0;;REF781
SP22;RUS.1_1;RLM7;;;;;1;0;;REF781
SP147;RUS.1_1;RLM7;;;;;1;0;;REF781
SP49;RUS.1_1;RLM7;;;;;1;0;;REF781
SP1;RUS.1_1;RLM7;;;;;1;0;;REF781
SP625;RUS.1_1;RLM7;;;;;1;0;;REF781
SP24;RUS.1_1;RLM7;;;;;1;0;;REF781
SP174;RUS.1_1;RLM7;;;;;1;0;;REF781
SP4;RUS.1_1;RLM7;;;;;1;0;;REF781
SP19;RUS.1_1;RLM7;;;;;1;0;;REF781
SP111;RUS.1_1;RLM7;;;;;1;0;;REF781
SP84;RUS.1_1;RLM7;;;;;1;0;;REF781
SP55;RUS.1_1;RLM7;;;;;1;0;;REF781
SP122;RUS.1_1;RLM7;;;;;1;0;;REF781
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2010;REF792
SP54;RUS.1_1;RLM7;0;0;1;;1;0;;REF793
SP19;RUS.1_1;RLM7;0;0;1;;1;0;;REF791
SP110;IDN.1_1;RLM4;;;;;0;0;;REF781
SP9;IDN.1_1;RLM4;;;;;1;0;;REF781
SP5;IDN.1_1;RLM4;;;;;1;0;;REF781
SP10;IDN.1_1;RLM4;;;;;1;0;;REF781
SP106;IDN.1_1;RLM4;;;;;1;0;;REF781
SP107;IDN.1_1;RLM4;;;;;1;0;;REF781
SP102;IDN.1_1;RLM4;;;;;1;0;;REF781
SP24;IDN.1_1;RLM4;;;;;1;0;;REF781
SP4;IDN.1_1;RLM4;;;;;1;0;;REF781
SP201;IDN.1_1;RLM4;;;;;1;0;;REF781
SP536;IDN.1_1;RLM4;;;;;1;0;;REF781
SP9;IDN.1_1;RLM4;;;;;1;0;;REF781
SP5;IDN.1_1;RLM4;;;;;1;0;;REF781
SP14;IDN.1_1;RLM4;;;;;1;0;;REF781
SP10;IDN.1_1;RLM4;;;;;1;0;;REF781
SP106;IDN.1_1;RLM4;;;;;1;0;;REF781
SP107;IDN.1_1;RLM4;;;;;1;0;;REF781
SP102;IDN.1_1;RLM4;;;;;1;0;;REF781
SP24;IDN.1_1;RLM4;;;;;1;0;;REF781
SP4;IDN.1_1;RLM4;;;;;1;0;;REF781
SP201;IDN.1_1;RLM4;;;;;1;0;;REF781
SP536;IDN.1_1;RLM4;;;;;1;0;;REF781
SP3;NOR.3_1;RLM1;0;0;1;;0;0;2000;REF903
SP54;RUS.1_1;RLM7;0;0;1;;1;0;;REF793
SP198;RUS.1_1;RLM7;0;0;0;1;1;0;2000;REF837
SP148;CHL.1_1;RLM2;0;0;1;0;1;0;2017;REF809
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2018;REF792
SP110;IND.1_1;RLM4;;;;;1;0;;REF781
SP9;IND.1_1;RLM4;;;;;1;0;;REF781
SP30;IND.1_1;RLM4;;;;;1;0;;REF781
SP5;IND.1_1;RLM4;;;;;1;0;;REF781
SP14;IND.1_1;RLM4;;;;;1;0;;REF781
SP126;IND.1_1;RLM4;1;;;;1;0;;REF781
SP107;IND.1_1;RLM4;;;;;1;0;;REF781
SP102;IND.1_1;RLM4;;;;;1;0;;REF781
SP24;IND.1_1;RLM4;;;;;1;0;;REF781
SP111;IND.1_1;RLM4;;;;;1;0;;REF781
SP14;AUS.1_1;RLM8;;;;;1;0;;REF781
SP128;AUS.1_1;RLM8;;;;;1;0;;REF781
SP22;AUS.1_1;RLM8;;;;;1;0;;REF781
SP24;AUS.1_1;RLM8;;;;;1;0;;REF781
SP627;AUS.1_1;RLM8;0;0;1;;1;0;1925;REF904
SP54;RUS.1_1;RLM7;0;0;1;;1;0;;REF793
SP14;IND.1_1;RLM4;;;;;1;0;;REF781
SP111;IND.1_1;RLM4;;;;;1;0;;REF781
SP164;ESP.2_1;RLM7;;0;;;1;0;2006;REF602
SP89;USA.1_1;RLM1;;;;;1;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP1;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP531;USA.1_1;RLM1;0;0;1;;1;0;;REF582
SP532;USA.1_1;RLM1;0;0;1;;1;0;2010;REF255
SP89;USA.1_1;RLM1;;;;;1;0;;REF781
SP9;USA.1_1;RLM1;;;;;1;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP102;USA.1_1;RLM1;;;;;0;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP103;USA.1_1;RLM1;;;;;1;0;;REF781
SP11;USA.1_1;RLM1;;;;;0;1;;REF781
SP122;USA.1_1;RLM1;;;;;1;0;;REF781
SP11;USA.1_1;RLM1;0;0;1;;0;1;2018;REF796
SP24;USA.1_1;RLM1;0;0;1;;1;0;;REF824
SP117;USA.1_1;RLM1;0;0;1;;1;0;;REF790
SP19;CHN.1_1;RLM5;0;0;1;;1;0;;REF791
SP19;CHN.1_1;RLM5;;;;;1;0;;REF781
SP18;CHN.1_1;RLM5;;;;;1;0;;REF781
SP19;CHN.1_1;RLM5;0;0;1;1;1;0;2005;REF803
SP128;CHN.1_1;RLM4;0;0;1;;1;0;;REF795
SP14;CHN.1_1;RLM4;0;0;1;;1;0;;REF795
SP14;AUS.1_1;RLM8;0;0;1;;1;0;2020;REF905
SP19;JPN.1_1;RLM5;0;0;1;0;1;0;1945;REF906
SP77;RUS.1_2;RLM7;0;0;1;;1;0;;REF827
SP77;RUS.1_2;RLM7;0;0;1;;1;0;2017;REF819
SP630;CAN.1_1;RLM1;0;1;1;0;;0;2012;REF907
SP110;IND.1_1;RLM4;;;;;1;0;;REF781
SP14;IND.1_1;RLM4;;;;;1;0;;REF781
SP24;IND.1_1;RLM4;;;;;1;0;;REF781
SP198;RUS.1_1;RLM7;0;0;0;1;1;0;2010;REF837
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2014;REF792
SP54;RUS.1_1;RLM7;0;0;1;;1;0;;REF793
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2018;REF792
SP77;RUS.1_2;RLM7;0;0;1;;1;0;2006;REF783
SP77;RUS.1_2;RLM7;0;0;1;1;1;0;2006;REF819
SP198;RUS.1_1;RLM7;0;0;0;1;1;0;2016;REF837
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP128;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP122;USA.1_1;RLM1;;;;;1;0;;REF781
SP617;USA.1_1;RLM1;;0;;;1;0;1998;REF812
SP110;IND.1_1;RLM4;;;;;1;0;;REF781
SP9;IND.1_1;RLM4;;;;;1;0;;REF781
SP30;IND.1_1;RLM4;;;;;1;0;;REF781
SP14;IND.1_1;RLM4;;;;;1;0;;REF781
SP126;IND.1_1;RLM4;1;;;;1;0;;REF781
SP34;IND.1_1;RLM4;;;;;1;0;;REF781
SP128;IND.1_1;RLM4;;;;;1;0;;REF781
SP107;IND.1_1;RLM4;;;;;1;0;;REF781
SP102;IND.1_1;RLM4;;;;;1;0;;REF781
SP24;IND.1_1;RLM4;;;;;1;0;;REF781
SP111;IND.1_1;RLM4;;;;;1;0;;REF781
SP14;IND.1_1;RLM5;;;;;1;0;;REF781
SP102;IND.1_1;RLM5;;;;;1;0;;REF781
SP148;CHL.1_1;RLM2;0;0;1;0;1;0;2019;REF809
SP633;CAN.1_1;RLM1;0;0;1;;1;0;;REF582
SP101;CAN.1_1;RLM1;0;0;1;;1;0;1978;REF582
SP44;CAN.1_1;RLM1;0;0;1;;1;0;1938;REF582
SP566;CAN.1_1;RLM1;1;0;;;1;0;1912;REF582
SP634;CAN.1_1;RLM1;0;0;1;;1;0;1988;REF908
SP26;USA.1_1;RLM1;0;0;1;1;1;0;;REF881
SP177;USA.1_1;RLM1;;;;;1;0;;REF781
SP26;USA.1_1;RLM1;;;;;1;0;;REF781
SP67;USA.1_1;RLM1;;;;;1;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP1;USA.1_1;RLM1;;;;;1;0;;REF781
SP44;USA.1_1;RLM1;;;;;1;0;;REF781
SP55;USA.1_1;RLM1;;;;;1;0;;REF781
SP55;USA.1_1;RLM1;0;0;1;;1;0;2015;REF826
SP558;USA.1_1;RLM1;0;0;1;;1;0;2003;REF582
SP615;USA.1_1;RLM1;0;0;1;;1;0;1992;REF582
SP145;USA.1_1;RLM1;0;0;1;;1;0;;REF808
SP6;USA.1_1;RLM1;0;0;1;;1;0;1993;REF880
SP147;USA.1_1;RLM1;0;0;1;;1;0;2006;REF871
SP9;AUS.1_1;RLM8;;;;;1;0;;REF781
SP14;AUS.1_1;RLM8;;;;;1;0;;REF781
SP128;AUS.1_1;RLM8;;;;;1;0;;REF781
SP22;AUS.1_1;RLM8;;;;;1;0;;REF781
SP24;AUS.1_1;RLM8;;;;;1;0;;REF781
SP122;AUS.1_1;RLM8;;;;;0;0;;REF781
SP163;AUS.1_1;RLM8;0;0;1;;1;0;;REF899
SP627;AUS.1_1;RLM8;0;0;1;;1;0;1923;REF904
SP28;USA.3_1;RLM9;0;;1;;1;0;;REF791
SP89;USA.1_1;RLM1;;;;;1;0;;REF781
SP26;USA.1_1;RLM1;;;;;1;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP128;USA.1_1;RLM1;;;;;1;0;;REF781
SP22;USA.1_1;RLM1;;;;;1;0;;REF781
SP1;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP44;USA.1_1;RLM1;;;;;1;0;;REF781
SP531;USA.1_1;RLM1;0;0;1;;1;0;;REF582
SP22;USA.1_1;RLM1;0;0;1;;1;0;1940;REF799
SP24;USA.1_1;RLM1;0;0;1;;1;0;;REF824
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2014;REF792
SP19;RUS.1_1;RLM7;0;0;1;;1;0;;REF791
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2008;REF792
SP54;RUS.1_1;RLM7;0;0;1;;1;0;;REF793
SP54;RUS.1_1;RLM7;0;0;1;;1;0;2008;REF792
SP54;GBR.1_1;RLM7;;;;;1;0;;REF781
SP26;USA.1_1;RLM1;;;;;1;0;;REF781
SP5;USA.1_1;RLM1;;;;;0;0;;REF781
SP95;USA.1_1;RLM1;;;;;1;0;;REF781
SP128;USA.1_1;RLM1;;;;;1;0;;REF781
SP22;USA.1_1;RLM1;;;;;1;0;;REF781
SP147;USA.1_1;RLM1;;;;;1;0;;REF781
SP24;USA.1_1;RLM1;;;;;1;0;;REF781
SP44;USA.1_1;RLM1;;;;;1;0;;REF781
SP42;USA.1_1;RLM1;;;;;1;0;;REF781
SP122;USA.1_1;RLM1;;;;;1;0;;REF781
SP152;USA.1_1;RLM1;0;0;1;;1;0;2000;REF582
SP559;USA.1_1;RLM1;0;0;1;;1;0;;REF582
SP48;USA.1_1;RLM1;0;0;1;;1;0;1991;REF582
SP43;USA.1_1;RLM1;0;0;1;;1;0;;REF582
SP531;USA.1_1;RLM1;0;0;1;;1;0;;REF582
SP530;USA.1_1;RLM1;0;0;1;;1;0;1960;REF862
SP22;USA.1_1;RLM1;0;0;1;;1;0;1940;REF799
SP158;USA.1_1;RLM1;0;0;1;;1;0;;REF814
SP634;USA.1_1;RLM1;0;0;1;;1;0;1985;REF909
SP149;USA.1_1;RLM1;0;0;1;1;1;0;;REF810
SP599;USA.1_1;RLM1;0;0;1;;1;0;;REF830
SP147;USA.1_1;RLM1;0;0;1;;1;0;1970;REF813
SP24;USA.1_1;RLM1;0;0;1;;1;0;1912;REF824
SP159;USA.1_1;RLM1;0;0;1;;1;0;2009;REF815
SP22;USA.1_1;RLM1;0;0;1;;1;0;1918;REF799
SP110;MYS.1_1;RLM4;;;;;1;0;;REF781
SP17;MYS.1_1;RLM4;;;;;1;0;;REF781
SP9;MYS.1_1;RLM4;;;;;1;0;;REF781
SP5;MYS.1_1;RLM4;;;;;1;0;;REF781
SP10;MYS.1_1;RLM4;;;;;1;0;;REF781
SP106;MYS.1_1;RLM4;;;;;1;0;;REF781
SP126;MYS.1_1;RLM4;1;;;;1;0;;REF781
SP121;MYS.1_1;RLM4;;;;;1;0;;REF781
SP107;MYS.1_1;RLM4;;;;;1;0;;REF781
SP102;MYS.1_1;RLM4;;;;;1;0;;REF781
