SpeciesID,Continent,RealmID,ReferenceID
SP924,Asia,RLM11,REF984
SP924,Asia,RLM10,REF984
SP925,North America,RLM9,REF650
SP925,South America,RLM1,REF650
SP925,North America,RLM7,REF650
SP925,South America,RLM1,REF1096
SP926,Asia,RLM11,REF853
SP926,Europe,RLM11,REF853
SP926,Africa,RLM8,REF853
SP926,Asia,RLM10,REF853
SP926,Europe,RLM11,REF1096
SP928,North America,RLM9,REF957
SP928,North America,RLM9,REF1096
SP928,South America,RLM1,REF1096
SP929,North America,RLM9,REF938
SP929,South America,RLM1,REF938
SP929,North America,RLM7,REF938
SP929,South America,RLM1,REF1096
SP930,South America,RLM1,REF1096
SP930,Asia,RLM6,REF1096
SP930,Africa,RLM3,REF1096
SP931,Asia,RLM11,REF1092
SP931,Europe,RLM11,REF1092
SP931,Asia,RLM10,REF1092
SP931,Asia,RLM6,REF1092
SP932,Australia,RLM2,REF493
SP932,Australia,RLM2,REF1096
SP933,Europe,RLM11,REF394
SP933,Europe,RLM11,REF1096
SP935,Asia,RLM11,REF148
SP935,Europe,RLM11,REF667
SP935,Africa,RLM8,REF148
SP935,Europe,RLM11,REF1096
SP936,Africa,RLM3,REF132
SP936,Asia,RLM6,REF132
SP936,Asia,RLM11,REF132
SP936,Europe,RLM11,REF132
SP936,Africa,RLM8,REF132
SP936,Asia,RLM8,REF132
SP936,Asia,RLM11,REF1096
SP937,North America,RLM9,REF768
SP937,South America,RLM1,REF768
SP937,North America,RLM7,REF768
SP938,North America,RLM9,REF1217
SP938,South America,RLM1,REF1217
SP938,North America,RLM7,REF1217
SP938,South America,RLM7,REF1217
SP1259,Africa,RLM3,REF441
SP1259,Australia,RLM2,REF441
SP1259,Oceania,,REF441
SP1259,Asia,RLM6,REF441
SP1259,Africa,RLM8,REF441
SP1259,Asia,RLM8,REF441
SP1259,Africa,RLM3,REF1096
SP939,Asia,RLM6,REF338
SP939,Asia,RLM11,REF338
SP939,Asia,RLM10,REF338
SP939,Asia,RLM6,REF1096
SP940,North America,RLM9,REF1065
SP940,North America,RLM9,REF196
SP940,South America,RLM1,REF1065
SP940,South America,RLM1,REF196
SP940,North America,RLM7,REF196
SP940,North America,RLM7,REF1065
SP940,North America,RLM9,REF1096
SP940,South America,RLM1,REF1096
SP941,Africa,RLM3,REF306
SP941,Africa,RLM8,REF306
SP941,Africa,RLM4,REF306
SP942,Australia,RLM2,REF570
SP942,Oceania,RLM2,REF570
SP942,Oceania,,REF570
SP942,Asia,RLM6,REF570
SP942,Asia,RLM11,REF570
SP942,Africa,RLM8,REF570
SP942,Asia,RLM8,REF570
SP942,Asia,RLM10,REF570
SP942,Asia,RLM11,REF1096
SP942,Asia,RLM6,REF1096
SP943,Africa,RLM3,REF350
SP943,Africa,RLM4,REF350
SP943,Oceania,,REF350
SP943,Asia,RLM6,REF350
SP943,Asia,RLM11,REF1096
SP943,Asia,RLM6,REF1096
SP943,Australia,RLM2,REF1096
SP943,Oceania,,REF1096
SP944,Africa,RLM3,REF683
SP944,South America,RLM1,REF683
SP944,Asia,RLM6,REF683
SP944,Africa,RLM8,REF683
SP944,Asia,RLM6,REF1096
SP1094,Asia,RLM6,REF1096
SP946,Oceania,,REF810
SP946,Asia,RLM6,REF810
SP946,Asia,RLM6,REF1096
SP947,Africa,RLM3,REF848
SP947,Australia,RLM2,REF848
SP947,Asia,RLM6,REF848
SP947,Asia,RLM11,REF848
SP947,Europe,RLM11,REF848
SP947,Asia,RLM8,REF848
SP947,Asia,RLM10,REF848
SP947,Asia,RLM6,REF1096
SP947,Africa,RLM3,REF1096
SP948,Australia,RLM2,REF493
SP948,Australia,RLM2,REF1096
SP949,Australia,RLM2,REF923
SP949,Australia,RLM2,REF1096
SP951,Australia,RLM2,REF493
SP951,Australia,RLM2,REF1096
SP952,Australia,RLM2,REF1181
SP952,Australia,RLM2,REF1096
SP953,Asia,RLM11,REF847
SP953,Asia,RLM10,REF847
SP953,Asia,RLM11,REF1096
SP954,North America,RLM9,REF499
SP954,South America,RLM1,REF499
SP954,North America,RLM7,REF499
SP954,South America,RLM1,REF1096
SP956,Europe,RLM11,REF683
SP957,Africa,RLM3,REF22
SP957,Asia,RLM6,REF22
SP957,Asia,RLM11,REF22
SP957,Europe,RLM11,REF22
SP957,South America,RLM1,REF1096
SP957,Asia,RLM6,REF1096
SP957,Africa,RLM3,REF1096
SP958,North America,RLM9,REF388
SP958,South America,RLM1,REF388
SP958,North America,RLM7,REF388
SP958,South America,RLM1,REF1096
SP959,Australia,RLM2,
SP959,Australia,RLM2,REF1096
SP1261,Australia,RLM2,REF509
SP1261,Oceania,,REF509
SP1261,Asia,RLM6,REF509
SP1261,Asia,RLM6,REF1096
SP960,Europe,RLM11,REF1002
SP961,Europe,RLM11,REF1116
SP961,Europe,RLM11,REF683
SP961,Africa,RLM8,REF1116
SP962,Europe,RLM11,REF683
SP963,Europe,RLM11,REF683
SP965,Asia,RLM11,REF281
SP965,Europe,RLM11,REF281
SP965,Europe,RLM11,REF1096
SP966,Europe,RLM11,REF1002
SP967,Asia,RLM11,REF1114
SP967,Asia,RLM10,REF1114
SP968,Europe,RLM11,REF1002
SP969,Europe,RLM11,REF239
SP970,Europe,RLM11,REF239
SP971,Europe,RLM11,REF1116
SP971,Africa,RLM8,REF1116
SP1262,Oceania,,REF193
SP1262,Oceania,,REF1096
SP973,South America,RLM1,REF1066
SP974,Australia,RLM2,REF1179
SP974,Australia,RLM2,REF1096
SP975,Australia,RLM2,REF722
SP976,Australia,RLM2,REF1142
SP976,Asia,RLM6,REF1142
SP976,Asia,RLM10,REF1142
SP976,Australia,RLM2,REF1096
SP1263,North America,RLM9,REF1126
SP1263,South America,RLM1,REF1126
SP1263,North America,RLM7,REF1126
SP1263,North America,RLM9,REF1096
SP1263,South America,RLM1,REF1096
SP977,North America,RLM9,REF1004
SP977,South America,RLM1,REF1004
SP977,North America,RLM7,REF1004
SP977,South America,RLM1,REF1096
SP979,North America,RLM7,REF447
SP979,South America,RLM1,REF1096
SP981,Asia,RLM6,REF1051
SP981,Asia,RLM6,REF1096
SP984,Asia,RLM11,REF799
SP984,Europe,RLM11,REF799
SP984,Europe,RLM11,REF1096
SP984,Asia,RLM11,REF1096
SP985,South America,RLM1,REF1096
SP986,South America,RLM1,REF901
SP987,North America,RLM9,REF49
SP987,North America,RLM9,REF1096
SP988,South America,RLM1,REF1033
SP988,South America,RLM1,REF1096
SP989,Europe,RLM11,REF1096
SP990,Europe,RLM11,REF683
SP991,Africa,RLM3,REF683
SP991,Asia,RLM11,REF683
SP991,Europe,RLM11,REF683
SP991,Africa,RLM8,REF683
SP991,Europe,RLM11,REF1096
SP993,Europe,RLM11,REF457
SP993,Europe,RLM11,REF1096
SP1320,Asia,RLM11,REF994
SP1320,Africa,RLM8,REF38
SP1320,Asia,RLM8,REF994
SP995,North America,RLM9,REF468
SP995,South America,RLM1,REF468
SP995,North America,RLM7,REF468
SP995,South America,RLM1,REF1096
SP996,North America,RLM9,REF980
SP996,Europe,RLM11,REF980
SP996,Asia,RLM11,REF980
SP996,North America,RLM9,REF1096
SP996,Europe,RLM11,REF1096
SP996,Asia,RLM11,REF1096
SP997,North America,RLM9,REF727
SP997,South America,RLM1,REF727
SP997,North America,RLM7,REF727
SP997,South America,RLM7,REF727
SP998,Australia,RLM2,REF857
SP998,Australia,RLM2,REF1096
SP999,Australia,RLM2,REF49
SP999,Australia,RLM2,REF1096
SP1267,Australia,RLM2,REF1157
SP1267,Oceania,,REF1157
SP1267,Asia,RLM6,REF1157
SP1267,Asia,RLM6,REF1096
SP1000,Asia,RLM6,REF1096
SP1000,Africa,RLM3,REF1096
SP1000,Australia,RLM2,REF1096
SP1001,Europe,RLM11,REF957
SP1002,North America,RLM7,REF152
SP1002,South America,RLM1,REF1096
SP1003,Africa,RLM3,REF1226
SP1003,Australia,RLM2,REF1226
SP1003,South America,RLM1,REF1226
SP1003,Asia,RLM6,REF1226
SP1003,South America,RLM1,REF1028
SP1003,North America,RLM9,REF1096
SP1004,Africa,RLM3,REF152
SP1004,Africa,RLM4,REF152
SP1004,South America,RLM1,REF152
SP1004,Africa,RLM3,REF1096
SP1005,Asia,RLM11,REF152
SP1005,Europe,RLM11,REF152
SP1005,Asia,RLM8,REF152
SP1006,Europe,RLM11,REF426
SP1006,Europe,RLM11,REF1096
SP1007,North America,RLM7,REF985
SP1007,South America,RLM1,REF1096
SP1008,Europe,RLM11,REF115
SP1009,Europe,RLM11,REF1134
SP1009,Europe,RLM11,REF1096
SP1010,Europe,RLM11,REF1096
SP1011,Asia,RLM11,REF180
SP1011,Europe,RLM11,REF180
SP1280,Australia,RLM2,REF917
SP1280,Oceania,,REF917
SP1280,Asia,RLM6,REF917
SP1280,Asia,RLM8,REF917
SP1280,Asia,RLM10,REF917
SP1269,Australia,RLM2,REF664
SP1269,Oceania,,REF664
SP1269,Asia,RLM6,REF664
SP1269,Asia,RLM10,REF664
SP1269,Asia,RLM6,REF1096
SP1111,Australia,RLM2,REF588
SP1111,Asia,RLM6,REF588
SP1111,Asia,RLM10,REF588
SP1111,Asia,RLM6,REF840
SP1111,Oceania,,REF840
SP1013,Asia,RLM6,REF143
SP1013,Asia,RLM11,REF143
SP1013,Europe,RLM11,REF143
SP1013,Asia,RLM8,REF143
SP1013,Asia,RLM10,REF143
SP1013,Europe,RLM11,REF1096
SP1013,Asia,RLM11,REF1096
SP1014,Europe,RLM11,REF489
SP1014,Africa,RLM8,REF489
SP1014,Europe,RLM11,REF1096
SP1270,North America,RLM9,REF808
SP1270,South America,RLM1,REF808
SP1270,South America,RLM7,REF808
SP1270,North America,RLM7,REF808
SP1015,Asia,RLM6,REF1040
SP1015,Australia,RLM2,REF1096
SP1016,Asia,RLM11,REF1041
SP1016,Europe,RLM11,REF1041
SP1016,Europe,RLM11,REF1096
SP1016,Asia,RLM11,REF1096
SP1017,Asia,RLM11,REF624
SP1017,Europe,RLM11,REF162
SP1017,Europe,RLM11,REF624
SP1017,Africa,RLM8,REF162
SP1017,Europe,RLM11,REF1096
SP1018,Europe,RLM11,REF371
SP1018,Africa,RLM8,REF371
SP1018,Europe,RLM11,REF1096
SP1020,South America,RLM1,REF957
SP1020,Europe,RLM11,REF1096
SP1021,South America,RLM1,REF957
SP1021,South America,RLM1,REF1096
SP1022,Europe,RLM11,REF248
SP1022,Europe,RLM11,REF1096
SP1023,Asia,RLM6,REF683
SP1023,Asia,RLM8,REF683
SP1023,Asia,RLM6,REF1096
SP1024,Africa,RLM3,REF885
SP1024,Africa,RLM3,REF1096
SP1272,North America,RLM9,REF163
SP1272,North America,RLM7,REF163
SP1272,South America,RLM1,REF1096
SP1025,Asia,RLM6,REF529
SP1025,Asia,RLM11,REF529
SP1025,Asia,RLM10,REF529
SP1025,Asia,RLM11,REF1096
SP1025,Asia,RLM6,REF1096
SP1027,Africa,RLM3,REF448
SP1027,Asia,RLM6,REF448
SP1027,Africa,RLM8,REF448
SP1027,Asia,RLM6,REF1096
SP1028,Australia,RLM2,REF1096
SP1029,Europe,RLM11,REF1096
SP1030,Africa,RLM3,REF1227
SP1030,Oceania,,REF1227
SP1030,Asia,RLM6,REF1227
SP1030,Africa,RLM3,REF1096
SP1031,Africa,RLM3,REF957
SP1031,Asia,RLM6,REF957
SP1031,Asia,RLM11,REF957
SP1031,Africa,RLM8,REF957
SP1031,Europe,RLM11,REF1096
SP1032,North America,RLM9,REF518
SP1032,North America,RLM9,REF1096
SP1034,Asia,RLM6,REF926
SP1034,Asia,RLM8,REF926
SP1034,Asia,RLM10,REF926
SP1273,Oceania,,REF1228
SP1273,Asia,RLM6,REF1228
SP1273,Asia,RLM6,REF1096
SP1273,Australia,RLM2,REF1096
SP1273,Oceania,,REF1096
SP1035,South America,RLM1,REF506
SP1035,South America,RLM1,REF1096
SP1289,Europe,RLM11,REF92
SP1039,Europe,RLM11,REF960
SP1039,Europe,RLM11,REF1096
SP1040,Asia,RLM6,REF955
SP1040,Asia,RLM11,REF955
SP1040,Europe,RLM11,REF955
SP1040,Africa,RLM8,REF955
SP1040,Asia,RLM8,REF955
SP1040,Asia,RLM10,REF955
SP1041,South America,RLM1,
SP1041,South America,RLM1,REF1096
SP1042,Australia,RLM2,REF152
SP1042,Australia,RLM2,REF1096
SP1043,Australia,RLM2,REF73
SP1043,Australia,RLM2,REF1096
SP1293,Australia,RLM2,REF1096
SP1276,North America,RLM9,REF793
SP1276,North America,RLM7,REF793
SP1276,South America,RLM1,REF1096
SP1044,North America,RLM9,REF349
SP1044,South America,RLM1,REF349
SP1044,North America,RLM7,REF349
SP1044,South America,RLM7,REF349
SP1112,Asia,RLM6,REF360
SP1112,Asia,RLM10,REF360
SP1112,Australia,RLM2,REF360
SP1112,Oceania,,REF360
SP1045,North America,RLM9,REF1146
SP1045,Asia,RLM11,REF1146
SP1045,Europe,RLM11,REF1146
SP1045,North America,RLM7,REF1146
SP1045,Africa,RLM8,REF1146
SP1045,Asia,RLM8,REF1146
SP1045,North America,RLM9,REF1096
SP1046,Africa,RLM3,REF1149
SP1046,Africa,RLM4,REF1149
SP1046,North America,RLM9,REF1149
SP1046,Asia,RLM6,REF1149
SP1046,Asia,RLM11,REF1149
SP1046,Europe,RLM11,REF1149
SP1046,Africa,RLM8,REF1149
SP1046,Asia,RLM8,REF1149
SP1046,Asia,RLM10,REF1149
SP1046,Asia,RLM11,REF1096
SP1046,Africa,RLM3,REF1096
SP1047,South America,RLM1,REF315
SP1277,North America,RLM9,REF1147
SP1277,South America,RLM1,REF1147
SP1277,North America,RLM7,REF1147
SP1277,South America,RLM7,REF1147
SP1277,North America,RLM9,REF1096
SP1287,Africa,RLM3,REF628
SP1048,Europe,RLM11,REF851
SP1048,Europe,RLM11,REF1096
SP1049,North America,RLM9,REF683
SP1051,Europe,RLM11,REF744
SP1051,Africa,RLM8,REF744
SP1051,Europe,RLM11,REF1096
SP1053,North America,RLM9,REF1002
SP1053,Asia,RLM6,REF1002
SP1053,Europe,RLM11,REF1002
SP1053,Asia,RLM11,REF1002
SP1053,North America,RLM7,REF1002
SP1053,North America,RLM9,REF1096
SP1053,Europe,RLM11,REF1096
SP1053,Asia,RLM11,REF1096
SP1054,Europe,RLM11,REF219
SP1054,Europe,RLM11,REF1096
SP1054,Asia,RLM11,REF1096
SP1054,Africa,RLM3,REF1096
SP1055,North America,RLM9,REF568
SP1055,South America,RLM1,REF568
SP1055,South America,RLM1,REF1096
SP1056,North America,RLM9,REF483
SP1056,South America,RLM1,REF483
SP1056,North America,RLM7,REF483
SP1056,North America,RLM9,REF1096
SP1057,North America,RLM9,REF1002
SP1085,Asia,RLM11,REF503
SP1085,Europe,RLM11,REF503
SP1085,Asia,RLM8,REF503
SP1060,Asia,RLM11,REF81
SP1060,Europe,RLM11,REF81
SP1060,Europe,RLM11,REF1096
SP1061,Europe,RLM11,REF671
SP1061,Asia,RLM11,REF671
SP1062,Asia,RLM11,REF384
SP1062,Europe,RLM11,REF1168
SP1062,Europe,RLM11,REF1096
SP1314,Europe,RLM11,REF1018
SP1328,North America,RLM9,
SP1064,Africa,RLM3,REF635
SP1064,Africa,RLM8,REF635
SP1066,North America,RLM9,REF1215
SP1066,Asia,RLM6,REF1215
SP1066,Asia,RLM11,REF1215
SP1066,Europe,RLM11,REF1215
SP1066,Asia,RLM10,REF1215
SP1067,Asia,RLM11,REF573
SP1067,Europe,RLM11,REF573
SP1067,Africa,RLM8,REF573
SP1067,Asia,RLM8,REF573
SP1067,Africa,RLM3,REF573
SP1068,Africa,RLM3,REF523
SP1068,Asia,RLM11,REF523
SP1068,Europe,RLM11,REF523
SP1068,Africa,RLM8,REF523
SP1068,Europe,RLM11,REF1096
SP1069,Asia,RLM6,REF1194
SP1069,Asia,RLM6,REF745
SP1069,Asia,RLM11,REF745
SP1069,Europe,RLM11,REF745
SP1069,Africa,RLM8,REF1194
SP1069,Asia,RLM8,REF745
SP1069,Asia,RLM10,REF745
SP1069,Asia,RLM10,REF1194
SP1069,Africa,RLM4,REF1194
SP1069,Africa,RLM3,REF1194
SP1070,Africa,RLM3,REF364
SP1070,Australia,RLM2,REF364
SP1070,Oceania,,REF364
SP1070,Asia,RLM6,REF364
SP1070,Africa,RLM8,REF364
SP1070,Asia,RLM6,REF1096
SP1071,Australia,RLM2,REF493
SP1071,Australia,RLM2,REF1096
SP1072,North America,RLM7,REF438
SP1072,North America,RLM9,REF438
SP1073,Europe,RLM11,REF230
SP42,Europe,RLM11,
