SpeciesID,Continent,RealmID,ReferenceID
SP250,Asia,RLM6,REF1096
SP250,Africa,RLM3,REF1096
SP250,Australia,RLM2,REF1096
SP251,Africa,RLM3,REF152
SP251,Africa,RLM4,REF152
SP251,Asia,RLM11,REF152
SP251,Europe,RLM11,REF152
SP251,Africa,RLM8,REF152
SP251,Asia,RLM8,REF152
SP251,Asia,RLM6,REF152
SP252,Australia,RLM2,REF248
SP252,Oceania,RLM2,REF947
SP252,Oceania,RLM2,REF248
SP252,Oceania,,REF947
SP252,Oceania,,REF248
SP252,Asia,RLM6,REF248
SP252,Asia,RLM6,REF947
SP252,Asia,RLM10,REF947
SP252,Asia,RLM11,REF947
SP252,Australia,RLM2,REF947
SP252,Australia,RLM2,REF1096
SP253,North America,RLM9,REF1067
SP253,Asia,RLM11,REF1067
SP253,Europe,RLM11,REF1067
SP253,Europe,RLM11,REF1096
SP255,Europe,RLM11,REF957
SP255,Europe,RLM11,REF1096
SP255,Asia,RLM11,REF1096
SP256,Asia,RLM6,REF184
SP256,Asia,RLM6,REF1096
SP257,Europe,RLM11,REF1133
SP257,Europe,RLM11,REF213
SP258,Asia,RLM11,REF902
SP258,Europe,RLM11,REF902
SP258,Africa,RLM8,REF902
SP258,Asia,RLM8,REF902
SP258,Asia,RLM11,REF1096
SP258,Africa,RLM3,REF1096
SP259,North America,RLM9,REF879
SP259,North America,RLM7,REF879
SP259,North America,RLM9,REF1096
SP260,Asia,RLM11,REF226
SP260,Europe,RLM11,REF226
SP260,Europe,RLM11,REF1096
SP1318,Asia,RLM6,REF834
SP1318,Asia,RLM10,REF834
SP261,Europe,RLM11,REF1199
SP261,Africa,RLM8,REF1199
SP261,Asia,RLM11,REF1199
SP261,Asia,RLM6,REF1199
SP262,Africa,RLM3,REF375
SP262,Asia,RLM6,REF375
SP262,Asia,RLM11,REF375
SP262,Asia,RLM10,REF375
SP262,Asia,RLM6,REF1096
SP262,Australia,RLM2,REF1096
SP263,Oceania,,REF840
SP263,Asia,RLM6,REF840
SP263,Africa,RLM3,REF840
SP263,Asia,RLM6,REF1096
SP263,Africa,RLM3,REF1096
SP263,Australia,RLM2,REF1096
SP264,Africa,RLM3,REF580
SP264,Australia,RLM2,REF580
SP264,North America,RLM9,REF580
SP264,South America,RLM1,REF580
SP264,Oceania,,REF580
SP264,North America,RLM7,REF580
SP264,South America,RLM1,REF1096
SP264,Asia,RLM6,REF1096
SP264,Africa,RLM3,REF1096
SP264,Australia,RLM2,REF1096
SP265,North America,RLM9,REF404
SP265,Asia,RLM11,REF404
SP265,Europe,RLM11,REF404
SP265,Africa,RLM8,REF404
SP265,Asia,RLM10,REF404
SP265,Asia,RLM11,REF1096
SP267,Europe,RLM11,REF897
SP267,Africa,RLM8,REF897
SP267,Europe,RLM11,REF1096
SP268,Asia,RLM11,REF404
SP268,Europe,RLM11,REF404
SP268,Asia,RLM8,REF404
SP268,Asia,RLM10,REF404
SP268,Europe,RLM11,REF1096
SP271,Asia,RLM11,REF1097
SP271,Europe,RLM11,REF735
SP271,Europe,RLM11,REF1097
SP271,Europe,RLM11,REF1050
SP271,Africa,RLM8,REF1097
SP271,Asia,RLM10,REF1050
SP271,Europe,RLM11,REF1096
SP271,Asia,RLM11,REF1096
SP272,Europe,RLM11,REF654
SP272,Europe,RLM11,REF1096
SP1079,Europe,RLM11,REF707
SP1079,Europe,RLM11,REF1002
SP1079,Asia,RLM11,REF1002
SP273,Europe,RLM11,REF757
SP273,Europe,RLM11,REF1096
SP275,Asia,RLM11,REF504
SP275,Europe,RLM11,REF210
SP275,Europe,RLM11,REF31
SP275,Europe,RLM11,REF1096
SP276,Europe,RLM11,REF683
SP278,Europe,RLM11,REF152
SP278,Europe,RLM11,REF1096
SP279,Europe,RLM11,REF1042
SP281,Asia,RLM6,REF591
SP281,Asia,RLM11,REF942
SP281,Asia,RLM11,REF591
SP281,Europe,RLM11,REF942
SP281,Europe,RLM11,REF591
SP281,Asia,RLM8,REF591
SP281,North America,RLM9,REF1096
SP281,Asia,RLM11,REF1096
SP282,Europe,RLM11,REF957
SP282,Europe,RLM11,REF1096
SP283,Europe,RLM11,REF1123
SP283,Europe,RLM11,REF1096
SP284,Asia,RLM11,REF654
SP284,Europe,RLM11,REF654
SP284,Africa,RLM8,REF654
SP284,Europe,RLM11,REF1096
SP285,Asia,RLM6,REF789
SP285,Asia,RLM6,REF788
SP285,Asia,RLM11,REF789
SP285,Europe,RLM11,REF788
SP285,Africa,RLM8,REF789
SP285,Africa,RLM8,REF1053
SP285,Asia,RLM8,REF789
SP285,Asia,RLM8,REF788
SP285,Asia,RLM10,REF1053
SP285,Asia,RLM11,REF1096
SP285,Africa,RLM3,REF1096
SP286,Europe,RLM11,REF214
SP286,Europe,RLM11,REF1096
SP287,Europe,RLM11,REF1002
SP287,Asia,RLM11,REF1002
SP288,Europe,RLM11,REF683
SP289,Asia,RLM11,REF30
SP289,Europe,RLM11,REF493
SP289,Europe,RLM11,REF942
SP289,Europe,RLM11,REF30
SP289,Europe,RLM11,REF1096
SP290,North America,RLM9,REF653
SP291,Europe,RLM11,REF1002
SP291,Asia,RLM11,REF1002
SP292,Asia,RLM11,REF367
SP292,Europe,RLM11,REF367
SP292,Europe,RLM11,REF1096
SP293,North America,RLM9,REF891
SP293,North America,RLM9,REF736
SP293,North America,RLM9,REF1096
SP294,Africa,RLM3,REF2
SP294,Australia,RLM2,REF1096
SP295,North America,RLM9,REF283
SP295,North America,RLM9,REF710
SP295,North America,RLM7,REF283
SP295,North America,RLM7,REF710
SP1158,Asia,RLM6,REF1096
SP1158,Australia,RLM2,REF1096
SP296,Europe,RLM11,REF1096
SP297,Asia,RLM10,REF840
SP297,Asia,RLM6,REF840
SP297,Oceania,,REF840
SP297,Asia,RLM6,REF1096
SP297,Australia,RLM2,REF1096
SP298,Asia,,REF249
SP298,Oceania,,REF249
SP298,Asia,RLM6,REF249
SP298,Asia,RLM11,REF249
SP298,Asia,RLM6,REF825
SP298,Oceania,,REF825
SP300,Australia,RLM2,REF249
SP300,Oceania,,REF152
SP300,Asia,RLM6,REF249
SP300,Asia,RLM10,REF249
SP300,Asia,RLM6,REF1096
SP301,Asia,RLM6,REF121
SP301,Asia,RLM10,REF121
SP301,Asia,RLM6,REF1096
SP302,North America,RLM9,REF977
SP302,North America,RLM9,REF71
SP302,North America,RLM7,REF977
SP302,North America,RLM7,REF71
SP303,North America,RLM9,REF1055
SP304,North America,RLM9,REF181
SP305,Europe,RLM11,REF1096
SP306,Australia,RLM2,REF755
SP306,Australia,RLM2,REF1096
SP307,Australia,RLM2,REF496
SP307,Australia,RLM2,REF1096
SP309,Asia,RLM11,REF621
SP309,Asia,RLM10,REF621
SP1159,South America,RLM1,REF500
SP1159,South America,RLM1,REF1096
SP310,North America,RLM9,REF842
SP310,North America,RLM9,REF1096
SP310,South America,RLM1,REF1096
SP312,Africa,RLM3,REF1052
SP312,Africa,RLM3,REF18
SP312,Australia,RLM2,REF1052
SP312,Oceania,,REF1052
SP312,Asia,RLM6,REF1052
SP312,Asia,RLM6,REF18
SP312,Asia,RLM6,REF1096
SP312,Africa,RLM3,REF1096
SP313,Asia,RLM11,REF662
SP313,Asia,RLM10,REF662
SP313,Asia,RLM11,REF1096
SP314,North America,RLM9,REF152
SP314,South America,RLM1,REF152
SP314,North America,RLM7,REF152
SP314,South America,RLM7,REF152
SP314,South America,RLM1,REF1096
SP315,North America,RLM9,REF136
SP315,North America,RLM9,REF242
SP315,South America,RLM7,REF136
SP315,North America,RLM9,REF1096
SP315,South America,RLM1,REF1096
SP316,South America,RLM1,REF152
SP316,South America,RLM1,REF1096
SP317,South America,RLM1,REF929
SP320,Asia,RLM6,REF957
SP320,Asia,RLM11,REF957
SP320,Europe,RLM11,REF957
SP320,Africa,RLM8,REF405
SP320,Asia,RLM10,REF957
SP320,Europe,RLM11,REF1096
SP1107,Asia,RLM6,REF1096
SP1160,Asia,RLM6,REF1096
SP1160,Africa,RLM3,REF1096
SP1160,Australia,RLM2,REF1096
SP1160,Oceania,,REF1096
SP1161,Australia,RLM2,REF48
SP1161,Australia,RLM2,REF1096
SP321,Asia,RLM6,REF152
SP321,Asia,RLM11,REF152
SP321,Europe,RLM11,REF152
SP321,Africa,RLM8,REF152
SP321,Asia,RLM8,REF152
SP321,Europe,RLM11,REF1096
SP322,North America,RLM9,REF159
SP322,South America,RLM1,REF159
SP322,North America,RLM7,REF159
SP322,South America,RLM1,REF1096
SP323,Oceania,RLM9,REF807
SP323,Oceania,,REF1096
SP1162,Australia,RLM2,REF1009
SP1162,Oceania,,REF1009
SP1162,Asia,RLM6,REF1009
SP1162,Asia,RLM6,REF1096
SP1162,Australia,RLM2,REF1096
SP1163,Oceania,RLM2,REF509
SP1163,Oceania,,REF509
SP1163,Asia,RLM6,REF509
SP1163,Asia,RLM11,REF1096
SP1163,Asia,RLM6,REF1096
SP325,Africa,RLM3,REF307
SP325,Oceania,,REF307
SP325,Asia,RLM6,REF307
SP325,Asia,RLM11,REF307
SP325,Europe,RLM11,REF307
SP325,Africa,RLM8,REF307
SP325,Asia,RLM10,REF307
SP325,Asia,RLM6,REF1096
SP325,Africa,RLM3,REF1096
SP326,Asia,RLM11,REF450
SP326,Europe,RLM11,REF450
SP326,Europe,RLM11,REF1096
SP326,Asia,RLM11,REF1096
SP327,Australia,RLM2,REF493
SP327,Australia,RLM2,REF1096
SP328,Asia,RLM6,REF770
SP328,Asia,RLM10,REF770
SP328,Asia,RLM6,REF1096
SP329,Asia,RLM6,REF681
SP329,Asia,RLM11,REF681
SP329,Asia,RLM10,REF681
SP330,North America,RLM7,REF720
SP330,South America,RLM1,REF1096
SP331,North America,RLM9,REF1128
SP331,South America,RLM1,REF1128
SP331,North America,RLM7,REF1128
SP331,South America,RLM1,REF1096
SP332,Australia,RLM2,REF512
SP332,Asia,RLM6,REF512
SP332,Asia,RLM6,REF1096
SP332,Australia,RLM2,REF1096
SP333,Asia,RLM11,REF152
SP333,Asia,RLM10,REF152
SP333,Asia,RLM11,REF1096
SP333,Asia,RLM6,REF1096
SP334,Asia,RLM11,REF904
SP334,Asia,RLM11,REF404
SP334,Europe,RLM11,REF404
SP334,Europe,RLM11,REF904
SP334,Asia,RLM10,REF904
SP334,Europe,RLM11,REF1096
SP336,Europe,RLM11,REF957
SP337,Europe,RLM11,REF957
SP337,Europe,RLM11,REF1096
SP338,Europe,RLM11,REF1056
SP338,Africa,RLM8,REF1056
SP339,Europe,RLM11,REF1015
SP339,Europe,RLM11,REF1096
SP341,Asia,RLM11,REF683
SP341,Europe,RLM11,REF683
SP343,Europe,RLM11,REF1071
SP343,Europe,RLM11,REF1096
SP344,Europe,RLM11,REF683
SP345,Europe,RLM11,REF692
SP345,Europe,RLM11,REF1096
SP1168,North America,RLM9,REF1169
SP346,Europe,RLM11,REF957
SP347,Europe,RLM11,REF683
SP348,Europe,RLM11,REF488
SP349,Asia,RLM11,REF106
SP349,Asia,RLM10,REF106
SP349,Europe,RLM11,REF1096
SP352,Europe,RLM11,REF1002
SP352,Asia,RLM11,REF1002
SP353,Europe,RLM11,REF1002
SP353,Asia,RLM11,REF1002
SP354,Africa,RLM3,REF1170
SP354,Australia,RLM2,REF1170
SP354,Africa,RLM4,REF1170
SP354,Oceania,,REF1170
SP354,Asia,RLM6,REF1170
SP354,Asia,RLM11,REF1170
SP354,Europe,RLM11,REF1170
SP354,Africa,RLM8,REF1170
SP354,Asia,RLM8,REF1170
SP354,Asia,RLM10,REF1170
SP354,Asia,RLM6,REF1096
SP354,Africa,RLM3,REF1096
SP354,Australia,RLM2,REF1096
SP355,Australia,RLM2,REF41
SP355,Asia,RLM6,REF41
SP356,Australia,RLM2,REF1148
SP356,Oceania,RLM2,REF1148
SP356,North America,RLM9,REF1148
SP356,Oceania,RLM9,REF1148
SP356,South America,RLM1,REF1148
SP356,Asia,RLM6,REF1148
SP356,Asia,RLM11,REF1148
SP356,Europe,RLM11,REF1148
SP356,North America,RLM7,REF1148
SP356,South America,RLM7,REF1148
SP356,Asia,RLM10,REF1148
SP356,North America,RLM9,REF1096
SP357,Africa,RLM3,REF882
SP357,Africa,RLM4,REF882
SP357,Asia,RLM6,REF882
SP357,Asia,RLM11,REF882
SP357,Europe,RLM11,REF882
SP357,Africa,RLM8,REF882
SP357,Asia,RLM8,REF882
SP357,Asia,RLM6,REF1096
SP357,Africa,RLM3,REF1096
SP359,Australia,RLM2,REF493
SP359,Australia,RLM2,REF1096
SP360,Australia,RLM2,REF493
SP360,Australia,RLM2,REF1096
SP361,Africa,RLM3,REF751
SP362,Asia,RLM11,REF206
SP362,Europe,RLM11,REF206
SP363,North America,RLM7,REF1002
SP363,South America,RLM7,REF1002
SP363,North America,RLM9,REF1002
SP363,South America,RLM1,REF1002
SP364,Asia,RLM6,REF958
SP364,Asia,RLM6,REF1096
SP365,Asia,RLM6,REF453
SP365,Asia,RLM11,REF453
SP365,Europe,RLM11,REF453
SP365,Asia,RLM8,REF453
SP365,Asia,RLM10,REF453
SP366,Asia,RLM11,REF152
SP366,Europe,RLM11,REF152
SP366,Africa,RLM8,REF152
SP366,Asia,RLM10,REF152
SP366,Europe,RLM11,REF1096
SP366,Asia,RLM11,REF1096
SP367,Asia,RLM11,REF352
SP367,Asia,RLM11,REF556
SP367,Europe,RLM11,REF352
SP367,Asia,RLM10,REF556
SP367,Asia,RLM10,REF352
SP368,Asia,RLM11,REF556
SP368,Asia,RLM10,REF556
SP1081,Asia,RLM11,REF734
SP1081,Europe,RLM11,REF734
SP370,Asia,RLM11,REF653
SP370,Europe,RLM11,REF653
SP370,Asia,RLM10,REF653
SP370,Europe,RLM11,REF1096
SP1306,Asia,RLM11,REF461
SP1306,Europe,RLM11,REF461
SP1306,Asia,RLM8,REF461
SP372,Europe,RLM11,REF1002
SP372,Asia,RLM11,REF1002
SP373,Africa,RLM3,REF407
SP373,Africa,RLM8,REF407
SP373,Asia,RLM8,REF407
SP374,Asia,RLM6,REF28
SP374,Asia,RLM6,REF1096
SP375,Asia,RLM11,REF655
SP375,Europe,RLM11,REF655
SP375,Europe,RLM11,REF640
SP375,Africa,RLM8,REF655
SP375,Africa,RLM3,REF655
SP375,Africa,RLM4,REF655
SP375,Asia,RLM8,REF655
SP375,Europe,RLM11,REF1096
SP375,Asia,RLM11,REF1096
SP375,Australia,RLM2,REF1096
SP376,South America,RLM1,REF1002
SP377,North America,RLM9,REF159
SP377,South America,RLM1,REF159
SP377,North America,RLM7,REF159
SP377,North America,RLM9,REF1096
SP377,South America,RLM1,REF1096
SP378,Asia,RLM6,REF224
SP378,Asia,RLM6,REF293
SP378,Asia,RLM8,REF224
SP378,Asia,RLM10,REF224
SP378,Asia,RLM6,REF1096
SP381,South America,RLM1,REF429
SP381,South America,RLM1,REF764
SP381,South America,RLM1,REF1150
SP381,North America,RLM7,REF764
SP381,South America,RLM7,REF429
SP381,South America,RLM1,REF1096
SP382,North America,RLM9,REF1002
SP1298,South America,RLM1,REF1026
SP383,North America,RLM9,REF567
SP383,South America,RLM1,REF357
SP383,North America,RLM7,REF567
SP383,South America,RLM7,REF567
SP383,South America,RLM1,REF1096
SP385,Asia,RLM11,REF994
SP385,Europe,RLM11,REF994
SP385,Europe,RLM11,REF1096
SP1171,Africa,RLM3,REF1228
SP1171,Australia,RLM2,REF1228
SP1171,Africa,RLM4,REF1228
SP1171,Asia,RLM6,REF1228
SP1171,Asia,RLM11,REF1228
SP1171,Europe,RLM11,REF1228
SP1171,Africa,RLM8,REF1228
SP1171,Asia,RLM8,REF1228
SP1171,Europe,RLM11,REF1096
SP1172,North America,RLM9,REF625
SP1172,South America,RLM1,REF1096
SP386,Asia,RLM6,REF672
SP387,Europe,RLM11,REF1123
SP387,Europe,RLM11,REF1096
SP388,Asia,RLM6,REF846
SP388,Asia,RLM11,REF846
SP388,Asia,RLM10,REF846
SP388,Asia,RLM11,REF1096
SP389,Europe,RLM11,REF394
SP389,Europe,RLM11,REF1096
SP390,Europe,RLM11,REF394
SP390,Europe,RLM11,REF1096
SP391,Europe,RLM11,REF394
SP391,Europe,RLM11,REF1096
SP392,Europe,RLM11,REF394
SP392,Europe,RLM11,REF1096
SP1323,North America,RLM9,REF475
SP1323,South America,RLM1,REF475
SP1323,North America,RLM7,REF475
SP1323,South America,RLM7,REF475
SP393,Asia,RLM6,REF4
SP393,Asia,RLM11,REF4
SP393,Asia,RLM10,REF4
SP393,Asia,RLM6,REF1096
SP394,Australia,RLM2,REF1031
SP394,Oceania,RLM2,REF1031
SP394,Oceania,,REF1031
SP394,Asia,RLM6,REF1031
SP394,Asia,RLM11,REF1031
SP394,Asia,RLM10,REF1031
SP394,Asia,RLM11,REF1096
SP394,Asia,RLM6,REF1096
SP395,South America,RLM1,REF32
SP395,South America,RLM1,REF1096
SP396,Europe,RLM11,REF1123
SP396,Europe,RLM11,REF1096
SP397,Australia,RLM2,REF677
SP397,Oceania,,REF677
SP397,Asia,RLM6,REF677
SP397,Asia,RLM10,REF677
SP397,Asia,RLM6,REF1096
SP1174,Oceania,,REF1096
SP398,Australia,RLM2,REF1201
SP399,Oceania,RLM9,REF659
SP399,Oceania,,REF659
SP399,South America,RLM1,REF1096
SP400,Europe,RLM11,REF868
SP400,Europe,RLM11,REF1096
SP401,Europe,RLM11,REF152
SP401,Africa,RLM8,REF152
SP401,Asia,RLM8,REF152
SP401,Europe,RLM11,REF1096
SP402,Africa,RLM3,REF524
SP403,Africa,RLM3,REF254
SP403,Africa,RLM4,REF254
SP403,Oceania,,REF254
SP403,Asia,RLM8,REF254
SP403,Asia,RLM6,REF254
SP404,Africa,RLM3,REF248
SP404,Asia,RLM6,REF723
SP404,Asia,RLM6,REF628
SP404,Asia,RLM6,REF248
SP404,Asia,RLM6,REF381
SP404,Asia,RLM8,REF381
SP404,Asia,RLM8,REF248
SP404,Asia,RLM10,REF381
SP404,Asia,RLM10,REF248
SP404,Africa,RLM3,REF628
SP404,Asia,RLM6,REF628
SP405,Africa,RLM3,REF228
SP405,Africa,RLM4,REF228
SP405,Asia,RLM6,REF228
SP405,Europe,RLM11,REF228
SP405,Africa,RLM8,REF228
SP1086,Asia,RLM11,REF1096
SP1086,Asia,RLM6,REF1096
SP406,Europe,RLM11,REF957
SP407,Africa,RLM3,REF809
SP407,Australia,RLM2,REF809
SP407,Africa,RLM4,REF809
SP407,North America,RLM9,REF809
SP407,Oceania,,REF809
SP407,Asia,RLM6,REF809
SP407,Asia,RLM6,REF628
SP407,Asia,RLM6,REF957
SP407,Africa,RLM8,REF628
SP407,Asia,RLM8,REF809
SP407,Asia,RLM8,REF628
SP407,Asia,RLM10,REF809
SP407,Asia,RLM11,REF1096
SP407,Asia,RLM6,REF1096
SP409,South America,RLM1,REF78
SP409,South America,RLM1,REF1096
SP410,Europe,RLM11,REF1111
SP410,Europe,RLM11,REF957
SP410,Africa,RLM8,REF1111
SP410,Africa,RLM8,REF957
SP410,Asia,RLM8,REF1111
SP410,Europe,RLM11,REF1096
SP411,Europe,RLM11,REF680
SP412,North America,RLM7,REF1174
SP412,North America,RLM9,REF1174
SP1087,Australia,RLM2,REF1129
SP413,North America,RLM9,REF1029
SP413,South America,RLM1,REF1029
SP413,North America,RLM7,REF1029
SP413,South America,RLM7,REF1029
SP413,South America,RLM1,REF1096
SP1175,North America,RLM9,REF1225
SP1175,South America,RLM1,REF1225
SP1175,North America,RLM9,REF1096
SP1315,North America,RLM9,REF292
SP1315,South America,RLM7,REF292
SP1315,Africa,RLM3,REF1096
SP414,Australia,RLM2,REF171
SP414,Asia,RLM6,REF171
SP414,Asia,RLM8,REF171
SP414,Asia,RLM10,REF171
SP414,Asia,RLM11,REF1096
SP414,Asia,RLM6,REF1096
SP416,Asia,RLM6,REF1209
SP416,Asia,RLM10,REF1209
SP417,Asia,RLM11,REF1030
SP417,Europe,RLM11,REF1030
SP417,Africa,RLM8,REF1030
SP417,Asia,RLM8,REF1030
SP417,Asia,RLM10,REF1030
SP418,North America,RLM9,REF439
SP418,North America,RLM9,REF9
SP419,Australia,RLM2,REF1172
SP419,Asia,RLM6,REF1172
SP419,Asia,RLM10,REF1172
SP420,South America,RLM1,REF1002
SP421,North America,RLM7,REF358
SP421,North America,RLM7,REF956
SP421,Asia,RLM11,REF1096
SP422,North America,RLM7,REF726
SP422,South America,RLM1,REF1096
SP423,Asia,RLM11,REF152
SP423,Europe,RLM11,REF152
SP423,Africa,RLM8,REF152
SP423,Europe,RLM11,REF1096
SP424,Europe,RLM11,REF394
SP424,Europe,RLM11,REF1096
SP424,Asia,RLM11,REF1096
SP425,Europe,RLM11,REF218
SP425,Europe,RLM11,REF1096
SP426,Europe,RLM11,REF217
SP426,Europe,RLM11,REF1096
SP428,North America,RLM9,REF562
SP428,North America,RLM9,REF532
SP428,North America,RLM9,REF93
SP429,Europe,RLM11,REF683
SP431,Europe,RLM11,REF1096
SP433,Europe,RLM11,REF962
SP433,Africa,RLM8,REF962
SP433,Europe,RLM11,REF1096
SP1178,North America,RLM9,REF1123
SP1178,North America,RLM9,REF1096
SP434,Australia,RLM2,REF495
SP434,Australia,RLM2,REF1096
SP436,North America,RLM9,REF1221
SP437,Africa,RLM3,REF399
SP437,Africa,RLM4,REF399
SP437,Africa,RLM3,REF1096
SP438,North America,RLM9,REF1022
SP438,South America,RLM1,REF1022
SP438,South America,RLM1,REF1096
SP439,South America,RLM1,REF480
SP439,North America,RLM7,REF480
SP439,South America,RLM1,REF1096
SP440,Europe,RLM11,REF394
SP440,Europe,RLM11,REF1096
SP441,Africa,RLM3,REF683
SP441,Africa,RLM8,REF168
SP441,Africa,RLM8,
SP441,Africa,RLM3,REF1096
SP442,Asia,RLM11,REF957
SP442,Asia,RLM11,REF332
SP442,Africa,RLM8,REF332
SP442,Africa,RLM8,REF957
SP442,Asia,RLM8,REF332
SP442,Africa,RLM3,REF1096
SP1324,North America,RLM9,REF892
SP1324,North America,RLM9,REF1002
SP443,Europe,RLM11,REF1086
SP445,Europe,RLM11,REF232
SP445,Europe,RLM11,REF1096
SP446,Europe,RLM11,REF1086
SP447,Europe,RLM11,REF156
SP448,Australia,RLM2,REF152
SP448,Australia,RLM2,REF1096
SP449,North America,RLM9,REF931
SP449,South America,RLM1,REF931
SP449,North America,RLM7,REF931
SP449,North America,RLM9,REF1096
SP449,South America,RLM1,REF1096
SP1179,South America,RLM1,REF220
SP450,Asia,RLM11,REF572
SP450,Europe,RLM11,REF572
SP450,Asia,RLM8,REF572
SP450,Europe,RLM11,REF1096
SP452,Australia,RLM2,REF658
SP452,Australia,RLM2,REF1096
SP1180,Oceania,,REF1096
SP1181,Oceania,,REF1096
SP453,Africa,RLM3,REF237
SP453,Australia,RLM2,REF237
SP453,North America,RLM9,REF237
SP453,South America,RLM1,REF237
SP453,Asia,RLM6,REF237
SP453,Africa,RLM8,REF1227
SP453,North America,RLM7,REF237
SP453,Asia,RLM10,REF237
SP453,South America,RLM1,REF1096
SP1182,Oceania,,REF192
SP1183,Oceania,,REF1227
SP1183,Oceania,,REF1096
SP1184,Australia,RLM2,REF193
SP1184,Oceania,,REF193
SP1184,Oceania,,REF1096
SP1185,South America,RLM1,REF1096
SP1185,Asia,RLM6,REF1096
SP1185,Oceania,,REF1096
SP454,North America,RLM9,REF1178
SP454,North America,RLM9,REF164
SP454,South America,RLM1,REF765
SP454,South America,RLM1,REF1014
SP454,North America,RLM7,REF765
SP454,North America,RLM7,REF1178
SP454,South America,RLM7,REF988
SP454,South America,RLM7,REF1014
SP455,Asia,RLM6,REF194
SP455,Asia,RLM6,REF1096
SP456,Asia,RLM6,REF152
SP456,Asia,RLM10,REF152
SP456,Asia,RLM6,REF1096
SP457,Europe,RLM11,REF507
SP457,Europe,RLM11,REF1096
SP458,Europe,RLM11,REF239
SP458,Europe,RLM11,REF1096
SP462,Europe,RLM11,REF1132
SP462,Africa,RLM8,REF1132
SP462,Europe,RLM11,REF1096
SP463,Africa,RLM4,REF643
SP463,Oceania,RLM9,REF643
SP463,Oceania,,REF643
SP463,Asia,RLM6,REF643
SP463,Africa,RLM3,REF1096
SP464,Asia,RLM11,REF683
SP464,Europe,RLM11,REF623
SP464,Africa,RLM8,REF683
SP465,Europe,RLM11,REF1096
SP1187,North America,RLM9,REF539
SP1187,North America,RLM9,REF1096
SP1188,Africa,RLM3,REF248
SP1188,Australia,RLM2,REF248
SP1188,Africa,RLM4,REF248
SP1188,Oceania,,REF248
SP1188,Asia,RLM6,REF248
SP1188,Africa,RLM3,REF259
SP1188,Asia,RLM6,REF259
SP1188,Australia,RLM2,REF259
SP1188,Oceania,,REF259
SP466,North America,RLM9,REF1123
SP466,South America,RLM1,REF1123
SP466,North America,RLM7,REF1123
SP466,North America,RLM9,REF1096
SP468,Africa,RLM3,REF248
SP468,Africa,RLM4,REF248
SP468,Africa,RLM8,REF333
SP468,Africa,RLM3,REF774
SP468,Africa,RLM4,REF774
SP469,Europe,RLM11,REF1096
SP471,Africa,RLM3,REF248
SP471,Africa,RLM4,REF248
SP471,Africa,RLM3,REF1096
SP472,Africa,RLM3,REF898
SP472,Africa,RLM8,REF898
SP472,Asia,RLM8,REF898
SP473,Asia,RLM11,REF1215
SP473,Europe,RLM11,REF1215
SP473,Asia,RLM8,REF1215
SP473,Asia,RLM10,REF1215
SP474,Asia,RLM11,REF385
SP474,Europe,RLM11,REF385
SP475,Australia,RLM2,REF840
SP475,Oceania,,REF840
SP475,Oceania,RLM2,REF840
SP475,Australia,RLM2,REF1096
SP476,Asia,RLM6,REF668
SP476,Oceania,,REF1096
SP477,Australia,RLM2,REF840
SP477,Oceania,,REF840
SP477,Asia,RLM6,REF840
SP477,Oceania,RLM2,REF840
SP477,Asia,RLM6,REF1096
SP477,Australia,RLM2,REF1096
SP478,Asia,RLM6,REF1010
SP478,Asia,RLM6,REF1187
SP478,Europe,RLM11,REF1010
SP1089,Oceania,RLM2,REF856
SP479,North America,RLM7,REF358
SP479,South America,RLM1,REF1096
SP480,Asia,RLM11,REF1123
SP480,Europe,RLM11,REF1123
SP480,Europe,RLM11,REF1096
SP481,Europe,RLM11,REF114
SP481,Asia,RLM11,REF114
SP483,Australia,RLM2,REF555
SP483,Asia,RLM6,REF555
SP483,Asia,RLM11,REF555
SP483,Asia,RLM10,REF555
SP484,Europe,RLM11,REF400
SP484,Africa,RLM8,REF683
SP485,North America,RLM9,REF762
SP485,Asia,RLM11,REF762
SP485,Europe,RLM11,REF762
SP486,North America,RLM9,REF762
SP486,Asia,RLM11,REF762
SP486,Europe,RLM11,REF762
SP486,Asia,RLM10,REF762
SP486,Asia,RLM6,REF762
SP487,Africa,RLM8,REF251
SP487,Europe,RLM11,REF251
SP487,Europe,RLM11,REF957
SP488,Europe,RLM11,REF957
SP489,Europe,RLM11,REF1002
SP489,Asia,RLM11,REF1002
SP490,Asia,RLM11,REF617
SP490,Europe,RLM11,REF617
SP490,Europe,RLM11,REF1096
SP491,Asia,RLM6,REF786
SP491,Asia,RLM10,REF786
SP492,Asia,RLM6,REF454
SP492,Asia,RLM6,REF1096
SP493,Europe,RLM11,REF1084
SP493,Europe,RLM11,REF1096
SP494,Asia,RLM6,REF826
SP494,Asia,RLM8,REF826
SP496,Europe,RLM11,REF957
SP496,Africa,RLM8,REF957
SP498,North America,RLM9,REF1076
SP498,North America,RLM7,REF1076
SP498,South America,RLM1,REF1096
SP499,North America,RLM9,REF792
SP499,North America,RLM9,REF957
SP499,North America,RLM9,REF1096
SP500,Africa,RLM3,REF565
SP500,Asia,RLM11,REF565
SP500,Europe,RLM11,REF565
SP500,Asia,RLM8,REF565
SP500,Asia,RLM6,REF565
SP501,Australia,RLM2,REF169
SP501,Australia,RLM2,REF1096
SP502,Europe,RLM11,REF435
