Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear
Dichrorampha aeratana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;1994.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha aeratana;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1992.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha montanana;United States;Nearctic;0.0;;0.0;0.0;1.0;;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Dichrorampha montanana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020.0
Dichrorampha montanana;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha montanana;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1989.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Dichrorampha petiverella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1989.0;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020.0
Dichrorampha petiverella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Gilligan, T. et al. (2020). Immigrant Tortricidae: Holarctic versus Introduced Species in North America. Insects. 11(9):594;2020.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dichrorampha petiverella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1989.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Digrammia hebetata;United States;Nearctic;1.0;;0.0;0.0;;1.0;1982.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Dinumma deponens;United States;Nearctic;;;0.0;0.0;1.0;1.0;2013.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Dinumma deponens;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dinumma deponens;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2013.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Diparopsis castanea;Botswana;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Swaziland;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Malawi;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Mozambique;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;South Africa;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Tanzania;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Zambia;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diparopsis castanea;Zimbabwe;Afrotropical;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0
Diplopseustis perieresalis;Denmark;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Spanish European Islands;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Belgium;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Malta;Saharo-Arabian;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Portugal;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Spain;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0
Diplopseustis perieresalis;Germany;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Diplopseustis perieresalis;Denmark;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Diplopseustis perieresalis;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Diplopseustis perieresalis;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Diplopseustis perieresalis;Spanish European Islands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Belgium;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Malta;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Portugal;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Spain;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0
Diplopseustis perieresalis;Spanish European Islands;Palearctic;;;0.0;;1.0;1.0;2006.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Belgium;Palearctic;;;0.0;;1.0;1.0;2007.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Denmark;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Malta;Saharo-Arabian;;;0.0;;1.0;1.0;2006.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Netherlands;Palearctic;;;0.0;;1.0;1.0;2003.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Portugal;Palearctic;;;0.0;;1.0;1.0;2000.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Diplopseustis perieresalis;Spain;Palearctic;;;0.0;;1.0;1.0;2003.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Disclisioprocta stellata;Hawaii;Nearctic;;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Disclisioprocta stellata;Galapagos;Neotropical;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Disclisioprocta stellata;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Disclisioprocta stellata;Galapagos;Neotropical;;;0.0;;1.0;1.0;1923.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Disclisioprocta stellata;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Disclisioprocta stellata;Hawaii;Nearctic;;;0.0;;1.0;1.0;1998.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Disclisioprocta stellata;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Ditula angustiorana;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1924.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Ditula angustiorana;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Ditula angustiorana;Canada;Nearctic;0.0;;0.0;0.0;1.0;;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Ditula angustiorana;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Ditula angustiorana;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1932.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Ditula angustiorana;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1924.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Doleschallia bisaltide;Guam;Oceanian;0.0;1.0;0.0;0.0;0.0;;2017.0;Manuel, J. et al. (2018). First record of Doleschallia tongana (Lepidoptera: Nymphalidae) for Guam Island. F1000Research. 7: 366;2018.0
Doloessa viridis;Japan;Oriental;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Doloessa viridis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Doloessa viridis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Doloessa viridis;Japan;Oriental;;;0.0;;1.0;1.0;2002.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Doloessa viridis;Japan;Oriental;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0
Doloessa viridis;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Doloessa viridis;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list);2024.0
Doloessa¬†viridis;Japan;Sino-Japanese;;;0.0;0.0;;1.0;;National Institute for Agro-Environmental Sciences (2007). NIAES Asian-Pacific Alien Species Database.;2007.0
Donacaula niloticus;Spain;Palearctic;1.0;;0.0;0.0;;1.0;2020.0;Guerrero, J. et al. (2021). First record and DNA barcoding of Donacaula niloticus (Zeller, 1867) from the Iberian Peninsula (Lepidoptera: Crambidae). Biodiversity Data Journal. 9: e70193;2021.0
Druentia inscita;Hawaii;Nearctic;0.0;0.0;0.0;0.0;1.0;0.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0
Dryadaula advena;Hawaii;Nearctic;1.0;;0.0;0.0;;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0
Dryadaula advena;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0
Dryadaula advena;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Dryadaula advena;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
Dryadaula advena;Hawaii;Nearctic;0.0;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024.0
Dryadaula pactolia;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Dryadaula pactolia;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Dryadaula pactolia;Denmark;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0
Dryadaula pactolia;Denmark;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Dryadaula pactolia;United Kingdom;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0
Dryadaula pactolia;Luxembourg;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Muus, T. (2015). Nieuwe en interessante Tineidae in Nederland en Belgie. Franje, 18(35), 21-28.;2015.0
Dryadaula pactolia;Belgium;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Muus, T. (2015). Nieuwe en interessante Tineidae in Nederland en Belgie. Franje, 18(35), 21-28.;2015.0
Dryadaula terpsichorella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1998.0;Lee, G. et al. (2014). External egg morphology of the Hawaiian dancing moth, Dryadaula terpsichorella (Lepidoptera: Tineidae). Journal of Natural History. 48(15-16): 969-974;2014.0
Dryadaula terpsichorella;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;1998.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dryadaula terpsichorella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1998.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0
Dryadaula terpsichorella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2022). Eleven New Records of Lepidoptera in the Hawaiian Islands including corrections to the Hawaiian Terrestrial Arthropod Checklist. Bishop Museum Occasional Papers 142: 49–74;2022.0
Dryadaula terpsichorella;Hawaii;Nearctic;0.0;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024.0
Dryobotodes tenebrosa;United Kingdom;Palearctic;;;0.0;;1.0;1.0;2008.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0
