;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference
2255;0;Asia;Manoba brunellus;Oriental;1999;Holloway, J. (1999). The Moths of Borneo, Part 18 Nolidae, Subfamilies: Sterrhinae and Larentiinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-18/index.htm
2256;0;Australia;Manoba brunellus;Australian;1999;Holloway, J. (1999). The Moths of Borneo, Part 18 Nolidae, Subfamilies: Sterrhinae and Larentiinae. Southdene Sdn Bhd. Available online at: https://www.mothsofborneo.com/part-18/index.htm
2257;0;North America;Junonia lavinia;Panamanian;1928;Forbes, W. (1928). Variation in Junonia lavinia (Lepidoptera, Nymphalidae). Journal of the New York Entomological Society, 36(4): 305-321
2258;0;South America;Junonia lavinia;Neotropical;1928;Forbes, W. (1928). Variation in Junonia lavinia (Lepidoptera, Nymphalidae). Journal of the New York Entomological Society, 36(4): 305-321
2259;0;Africa;Erechthias minuscula;Afrotropical;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2260;0;Asia;Erechthias minuscula;Oriental;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2261;0;Asia;Erechthias minuscula;Sino-Japanese;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2262;0;Australia;Erechthias minuscula;Australian;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2263;0;North America;Erechthias minuscula;Nearctic;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2264;0;North America;Erechthias minuscula;Panamanian;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2265;0;South America;Erechthias minuscula;Neotropical;2013;Davis, D. and Mendel, H. (2013). The genus Erechthias Meyrick of Ascension Island, including discovery of a new brachypterous species (Lepidoptera, Tineidae). ZooKeys 341: 1–20
2266;0;North America;Eublemma recta;Nearctic;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2267;0;North America;Eublemma recta;Panamanian;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2268;0;South America;Eublemma recta;Neotropical;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2269;0;Africa;Vittaplusia vittata;Afrotropical;2014;Kravchenko, V., Muller, G., Allan, S., and Yefremova, Z. (2014). Seven invasive owlet moths (Lepidoptera: Noctuidae) in Israel and their potential parasitoids (Hymenoptera: Chalcidoidea). Phytoparasitica. 42: 333-339
2270;0;Asia;Symbrenthia hypselis;Oriental;2022;Fric, Z., Martinkova, B., Rindos, M., Bartonova, A., Wahlberg, N. and Maresova, J. (2022). Molecular phylogeny and biogeography of the genus Symbrenthia (Lepidoptera, Nymphalidae) correlates with the past geography of the Oriental region. Molecular Phylogenetics and Evolution, 177: 107605
2271;0;North America;Exelastis montichristi;Nearctic;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2272;0;North America;Exelastis montichristi;Panamanian;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2273;0;South America;Exelastis montichristi;Neotropical;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2274;0;North America;Leuciris fimbriaria;Panamanian;2009;Heard, T. and Paynter, Q. (2009). Mimosa pigra (Leguminosae). In: Biological control of tropical weeds using arthropods. Cambridge University Press, Cambridge, UK. 256-273.
2275;0;South America;Leuciris fimbriaria;Neotropical;2009;Heard, T. and Paynter, Q. (2009). Mimosa pigra (Leguminosae). In: Biological control of tropical weeds using arthropods. Cambridge University Press, Cambridge, UK. 256-273.
2276;0;North America;Digrammia pallidata;Panamanian;2010;Heard, T., Elliott, L., Anderson, B., White, L., Burrows, N., Mira, A., ... and Segura, R. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
2277;0;South America;Digrammia pallidata;Neotropical;2010;Heard, T., Elliott, L., Anderson, B., White, L., Burrows, N., Mira, A., ... and Segura, R. (2010). Biology, host specificity, release and establishment of Macaria pallidata and Leuciris fimbriaria (Lepidoptera: Geometridae), biological control agents of the weed Mimosa pigra. Biological Control. 55: 248-255
2278;0;Africa;Aglossa caprealis;Saharo-Arabian;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2279;0;Europe;Aglossa caprealis;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2280;0;North America;Exelastis pumilio;Nearctic;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2281;0;North America;Exelastis pumilio;Panamanian;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2282;0;South America;Exelastis pumilio;Neotropical;2019;Matthews, D., Lott, T., Miller, J., Toomey, J.and Portell, R. (2019). Plume moths recorded from the United States naval base, Guantanamo Bay, Cuba. News of the Lepidopterists Society, 61(1): 14-19
2283;0;South America;Fundella argentina;Neotropical;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2284;0;North America;Hemiargus ceraunus;Nearctic;2009;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS, 2009(2)
2285;0;North America;Hemiargus ceraunus;Panamanian;2009;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS, 2009(2)
2286;0;South America;Hemiargus ceraunus;Neotropical;2009;Daniels, J. (2009). Ceraunus Blue Butterfly, Hemiargus ceraunus (Fabricius)(Insecta: Lepidoptera: Lycaenidae): EENY 425/IN802, 2/2009. EDIS, 2009(2)
2287;0;North America;Herpetogramma bipunctalis;Panamanian;2013;Diez-Rodriguez, G., Hubner, L., Antunes, L. and Nava, D. (2013). Herpetogramma bipunctalis (Lepidoptera: Crambidae) biology and techniques for rearing on leaves of the blackberry (Rubus spp., Rosaceae). Brazilian Journal of Biology. 73: 179-184
2288;0;North America;Herpetogramma phaeopteralis;Nearctic;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2289;0;North America;Herpetogramma phaeopteralis;Panamanian;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2290;0;South America;Herpetogramma phaeopteralis;Neotropical;2020;VanDyk, J., Sellers, E. and Bartlett, T. (2020). BugGuide - Identification, Images, & Information For Insects, Spiders & Their Kin For the United States & Canada. Version 1.5. United States Geological Survey.
2291;0;North America;Lineodes integra;Nearctic;2013;Hayden, J., Lee, S., Passoa,S., Young, J., Landry, J., Nazari, V., ... and Ahlmark, K. (2013). Digital Identification of Microlepidoptera on Solanaceae. USDA-APHIS-PPQ Identification Technology Program (ITP). Fort Collins, CO. Available at: https://idtools.org/microlep_solan/
2292;0;North America;Lineodes integra;Panamanian;2013;Hayden, J., Lee, S., Passoa,S., Young, J., Landry, J., Nazari, V., ... and Ahlmark, K. (2013). Digital Identification of Microlepidoptera on Solanaceae. USDA-APHIS-PPQ Identification Technology Program (ITP). Fort Collins, CO. Available at: https://idtools.org/microlep_solan/
2293;0;South America;Lineodes integra;Neotropical;2013;Hayden, J., Lee, S., Passoa,S., Young, J., Landry, J., Nazari, V., ... and Ahlmark, K. (2013). Digital Identification of Microlepidoptera on Solanaceae. USDA-APHIS-PPQ Identification Technology Program (ITP). Fort Collins, CO. Available at: https://idtools.org/microlep_solan/
2294;0;Africa;Cnaphalocrocis trapezalis;Afrotropical;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2295;0;Australia;Cnaphalocrocis trapezalis;Australian;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2296;0;North America;Cnaphalocrocis trapezalis;Nearctic;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2297;0;North America;Cnaphalocrocis trapezalis;Panamanian;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2298;0;Oceania;Cnaphalocrocis trapezalis;Oceanina;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2299;0;South America;Cnaphalocrocis trapezalis;Neotropical;2023;Kamtchou, Y., Haman, A., Kentsop Tsafong, R., Mbianda, A., Simo, H. and Tindo, M. (2023). Overall dominance of Spodoptera frugiperda Smith (Lepidoptera: Noctuidae) within the lepidopteran pests community infesting maize fields in the Littoral Region of Cameroon. International Journal of Tropical Insect Science, 43(1): 163-172
2300;0;Africa;Agrius convolvuli;Afrotropical;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2301;0;Africa;Agrius convolvuli;Saharo-Arabian;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2302;0;Asia;Agrius convolvuli;Oriental;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2303;0;Asia;Agrius convolvuli;Sino-Japanese;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2304;0;Europe;Agrius convolvuli;Palearctic;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2305;0;Oceania;Agrius convolvuli;Oceanina;2004;Wen, L. (2004). Prospect on the parasitical enemies and its natural control effect of Agrius convolvuli. Chinese Journal of Biological Control. 20(4): 273
2306;0;Africa;Megalorhipida leucodactylus;Afrotropical;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2307;0;Africa;Megalorhipida leucodactylus;Saharo-Arabian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2308;0;Asia;Megalorhipida leucodactylus;Oriental;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2309;0;Asia;Megalorhipida leucodactylus;Saharo-Arabian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2310;0;Asia;Megalorhipida leucodactylus;Sino-Japanese;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2311;0;North America;Megalorhipida leucodactylus;Nearctic;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2312;0;North America;Megalorhipida leucodactylus;Panamanian;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2313;0;South America;Megalorhipida leucodactylus;Neotropical;2003;Gielis, C. (2003). Review of the Pterophoridae (Lepidoptera) from the Philippines. Zoologische Mededelingen. 77: 409-424
2314;0;Africa;Ocrasa nostralis;Madagascan;2024;Witts, H. (2024). Hypsopygia nostralis (Guenée, 1854),(Lep.: Pyralidae), the Southern Hayworm: New to Britain. Entomologists Record & Journal of Variation, 136: 258-260
2315;0;North America;Ocrasa nostralis;Nearctic;2024;Witts, H. (2024). Hypsopygia nostralis (Guenée, 1854),(Lep.: Pyralidae), the Southern Hayworm: New to Britain. Entomologists Record & Journal of Variation, 136: 258-260
2316;0;North America;Ocrasa nostralis;Panamanian;2024;Witts, H. (2024). Hypsopygia nostralis (Guenée, 1854),(Lep.: Pyralidae), the Southern Hayworm: New to Britain. Entomologists Record & Journal of Variation, 136: 258-260
2317;0;Africa;Omiodes indicata;Afrotropical;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2318;0;Africa;Omiodes indicata;Madagascan;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2319;0;Asia;Omiodes indicata;Oriental;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2320;0;North America;Omiodes indicata;Nearctic;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2321;0;North America;Omiodes indicata;Panamanian;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2322;0;South America;Omiodes indicata;Neotropical;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2323;0;North America;Paectes arcigera;Panamanian;2013;Pogue, M. (2013). A review of the Paectes arcigera species complex (Guenee) (Lepidoptera, Euteliidae). ZooKeys. 264: 125–163
2324;0;North America;Piletocera bufalis;Nearctic;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2325;0;North America;Piletocera bufalis;Panamanian;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2326;0;South America;Piletocera bufalis;Neotropical;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2327;0;Africa;Phereoeca allutella;Afrotropical;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part I. The University Press of Hawaii, Honolulu.
2328;0;Africa;Phereoeca allutella;Madagascan;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part I. The University Press of Hawaii, Honolulu.
2329;0;Asia;Phereoeca allutella;Oriental;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part I. The University Press of Hawaii, Honolulu.
2330;0;Oceania;Phereoeca allutella;Oceanina;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part I. The University Press of Hawaii, Honolulu.
2331;0;North America;Pilocrocis ramentalis;Nearctic;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2332;0;North America;Pilocrocis ramentalis;Panamanian;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2333;0;South America;Pilocrocis ramentalis;Neotropical;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2334;0;Africa;Agrotis ipsilon;Saharo-Arabian;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2335;0;Asia;Agrotis ipsilon;Oriental;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2336;0;Asia;Agrotis ipsilon;Palearctic;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2337;0;Asia;Agrotis ipsilon;Saharo-Arabian;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2338;0;Asia;Agrotis ipsilon;Sino-Japanese;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2339;0;Europe;Agrotis ipsilon;Palearctic;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2340;0;North America;Agrotis ipsilon;Panamanian;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2341;0;Oceania;Agrotis ipsilon;Oceanina;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2342;0;South America;Agrotis ipsilon;Neotropical;1997;Showers, W. (1997). Migratory Ecology of the Black Cutworm. Annual Review of Entomology. 42: 393–425
2343;0;Africa;Praeacedes atomosella;Afrotropical;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2344;0;Asia;Praeacedes atomosella;Oriental;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2345;0;North America;Praeacedes atomosella;Nearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2346;0;North America;Praeacedes atomosella;Panamanian;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2347;0;South America;Praeacedes atomosella;Neotropical;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
2348;0;Africa;Pyralis manihotalis;Afrotropical;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2349;0;Asia;Pyralis manihotalis;Oriental;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2350;0;Asia;Pyralis manihotalis;Sino-Japanese;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2351;0;North America;Pyralis manihotalis;Panamanian;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2352;0;Oceania;Pyralis manihotalis;Oceanina;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2353;0;South America;Pyralis manihotalis;Neotropical;1990;Robinson, G. and Kirke, C. (1990). Lepidoptera of Ascension Island — a review. Journal of natural history. 24(1): 119-135.
2354;0;North America;Pyrausta panopealis;Nearctic;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2355;0;North America;Pyrausta panopealis;Panamanian;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2356;0;South America;Pyrausta panopealis;Neotropical;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2357;0;North America;Rhectocraspeda periusalis;Nearctic;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2358;0;North America;Rhectocraspeda periusalis;Panamanian;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2359;0;South America;Rhectocraspeda periusalis;Neotropical;2006;Roque-Albelo, L. (2006). Diversity and ecology of the Lepidoptera in the Galapagos Islands, Ecuador. [PhD Thesis, Cardiff University]
2360;0;North America;Samea ecclesialis;Nearctic;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2361;0;North America;Samea ecclesialis;Panamanian;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2362;0;South America;Samea ecclesialis;Neotropical;2020;Landry, B. (2020). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galápagos Islands, Ecuador. Revue suisse de Zoologie, 123(2): 315-399
2363;0;North America;Sisyracera inabsconsalis;Nearctic;2016;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue suisse de Zoologie, 123(2), 315-399.
2364;0;North America;Sisyracera inabsconsalis;Panamanian;2016;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue suisse de Zoologie, 123(2), 315-399.
2365;0;South America;Sisyracera inabsconsalis;Neotropical;2016;Landry, B. (2016). Taxonomic revision of the Spilomelinae (Lepidoptera, Pyralidae sl) of the Galapagos Islands, Ecuador. Revue suisse de Zoologie, 123(2), 315-399.
2366;0;North America;Sphacelodes vulneraria;Nearctic;2017;Ribeiro, L., Correa, C. and Castilhos, R. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira, 37(91): 409-411
2367;0;North America;Sphacelodes vulneraria;Panamanian;2017;Ribeiro, L., Correa, C. and Castilhos, R. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira, 37(91): 409-411
2368;0;South America;Sphacelodes vulneraria;Neotropical;2017;Ribeiro, L., Correa, C. and Castilhos, R. (2017). First record of Sphacelodes vulneraria (Lepidoptera: Geometridae) damaging Hovenia dulcis in Brazil. Pesquisa Florestal Brasileira, 37(91): 409-411
2369;0;Africa;Spoladea recurvalis;Afrotropical;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
2370;0;Africa;Spoladea recurvalis;Saharo-Arabian;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
2371;0;South America;Spoladea recurvalis;Neotropical;2010;Lopez-Vaamonde, C., Agassiz, D., Augustin, S., De Prins, J., De Prins, W., Gomboc, S., ... and Lees, D. (2010). Lepidoptera. Chapter 11. BioRisk 4: 603-668
2372;0;North America;Stenoptilodes brevipennis;Nearctic;2006;Gielis, C. (2006). Review of the Neotropical species of the family Pterophoridae, part I: Ochyroticinae, Deuterocopinae, Pterophorinae (Platyptiliini, Exelastini, Oxyptilini) (Lepidoptera). Zoologische Mededelingen. 80: 1-290
2373;0;North America;Stenoptilodes brevipennis;Panamanian;2006;Gielis, C. (2006). Review of the Neotropical species of the family Pterophoridae, part I: Ochyroticinae, Deuterocopinae, Pterophorinae (Platyptiliini, Exelastini, Oxyptilini) (Lepidoptera). Zoologische Mededelingen. 80: 1-290
2374;0;South America;Stenoptilodes brevipennis;Neotropical;2006;Gielis, C. (2006). Review of the Neotropical species of the family Pterophoridae, part I: Ochyroticinae, Deuterocopinae, Pterophorinae (Platyptiliini, Exelastini, Oxyptilini) (Lepidoptera). Zoologische Mededelingen. 80: 1-290
2375;0;North America;Strepsicrates smithiana;Panamanian;2012;Vargas, H. (2012). Strepsicrates smithiana Walsingham (Lepidoptera, Tortricidae): first record from Chile and a newly documented host plant. Revista Brasileira de Entomologia. 56, 381-382
