;Cosmopolitan;Continent;Species;Realm;ReferenceYear;Reference
956;0;Oceania;Agonoxena argaula;Oceanina;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu.
957;0;Oceania;Bactra venosana;Oceanina;2015;Sohn, J., Park, K. and Cho, S. (2015). Seven species of Olethreutinae (Lepidoptera: Tortricidae) new to Korea. Journal of Asia-Pacific Biodiversity. 8(2): 133-138
958;0;Oceania;Danaus chrysippus;Oceanina;2021;Westrip, J. (2021). Danaus chrysippus (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T174455A222994680
959;0;Oceania;Diplopseustis perieresalis;Oceanina;2006;Speidel, W., Nieukerken, E., Honey, M. and Koster, S. (2006). The exotic pyraloid moth Diplopseustis perieresalis (Walker) expanding in the West Palaearctic Region (Crambidae: Spilomelinae). Nota lepiderologica. 29(3): 185–192
960;0;Oceania;Earias vittella;Oceanina;2003;Nash, S. (2003). Earias vittella (Fabricius) (Lep.: Noctuidae) the first occurrence of wild-caught moths in Europe. Entomologist’s Record and Journal of Variation 115: 187–188
961;0;Oceania;Arcte coerula;Oceanina;2022;Au, M. and Wright, M. (2022). Ramie Moth, Arcte coerula (Lepidoptera: Noctuidae): A New Invasive Pest in Hawaii on Endemic Plants. Proceedings of the Hawaiian Entomological Society. 54: 63-76
962;0;Oceania;Bocana manifestalis;Oceanina;1958;Zimmerman, E. (1958). Insects of Hawaii. Volume 7, Macrolepidoptera. Hawaii: University of Hawaii Press.
963;0;Oceania;Opogona aurisquamosa;Oceanina;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part I. The University Press of Hawaii, Honolulu.
964;0;Europe;Haplotinea ditella;Palearctic;2020;Roy, D., Alderman, D., Anastasiu, P., Arianoutsou, M., Augustin, S., Bacher, S., ... and Reyserhove, L., (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/
965;0;Europe;Cnephasia pasiuana;Palearctic;2019;Alipanah, H. (2019). An overview of the tribe Cnephasiini (Lepidoptera: Tortricidae: Tortricinae) of Iran with description of a new species. Zootaxa. 4661(3): 501-521
966;0;Europe;Agonoxena argaula;Palearctic;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu.
967;0;Europe;Ategumia ebulealis;Palearctic;2022;Brou, V. and Brou, C. (2022). Abita Entomological Study Site. Southern Lepidopterists News. 44(5): 409-460
968;0;Europe;Ennomos alniaria;Palearctic;1986;Covell, C., Ferguson, D. and Straley, G. (1986). Ennomos alniaria (Lepidoptera: Geometridae), a European moth recently discovered in British Columbia. The Canadian Entomologist. 118(5): 499-501
969;0;Europe;Helicoverpa armigera;Palearctic;2017;Tay, W., Walsh, T., Downes, S., Anderson, C., Jermiin, L., Wong, T., ... and Gordon, K. (2017). Mitochondrial DNA and trade data support multiple origins of Helicoverpa armigera (Lepidoptera, Noctuidae) in Brazil. Scientific Reports. 7: 45302
970;0;Europe;Ectoedemia heringella;Palearctic;2010;van Nieukerken, E., Lastuvka, A. and Lastuvka, Z. (2010). Western Palaearctic Ectoedemia (Zimmermannia) Hering and Ectoedemia Busck s. str. (Lepidoptera: Nepticulidae): five new species and new data on distribution, hostplants and recognition. ZooKeys. 32: 1-82
971;0;Europe;Aethes rubiginana;Palearctic;2003;Trematerra, P. and Jel, J. (2003). Aethes rubiginana (Walsingham, 1903) in Francia ed Epibactra sareptana (Herrich-Schaffer, 1861) in Italia (Lepidoptera Tortricidae ). Bollettino di Zoologia Agraria e di Bachicoltura. 35(2): 107-110
972;0;Africa;Hypolimnas misippus;Oceanina;2021;Coetzer, A. and Westrip, J. (2021). Hypolimnas misippus. The IUCN Red List of Threatened Species 2021: e.T62148588A161331411
973;0;Africa;Pardasena virgulana;Oceanina;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net
974;0;Africa;Phalanta phalantha;Oceanina;2021;Westrip, J. (2021). Phalanta phalantha (errata version published in 2022). The IUCN Red List of Threatened Species 2021: e.T162638397A223003677
975;0;Africa;Sameodes cancellalis;Oceanina;2018;Poltavsky, A., Kravchenko, V., Traore, M., Traore, S., Gergely, P., Witt, T., ... and Muller, G. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39–69
976;0;Africa;Herpetogramma basalis;Oceanina;2018;Poltavsky, A., Kravchenko, V., Traore, M., Traore, S., Gergely, P., Witt, T., ... and Muller, G. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39-69
977;0;Africa;Hypena commixtalis;Oceanina;2024;de Prins J. and de Prins W. (2024). Afromoths, online database of Afrotropical moth species (Lepidoptera). Available at: http://www.afromoths.net
978;0;Africa;Leucoptera coffeella;Oceanina;1984;Green, D. (1984). A Proposed Origin of the Coffee Leaf-miner, Leucoptera coffeella (Guerin-Meneville) (Lepidoptera: Lyonetiidae). Bulletin of the Entomological Society of America. 30(1): 30–31
979;0;Africa;Lampides boeticus;Oceanina;2021;Edge, D. and Westrip, J. (2021). Lampides boeticus. The IUCN Red List of Threatened Species 2021: e.T174427A161341394
980;0;Africa;Phycita diaphana;Oceanina;2015;Zilli, A. and Pavesi, F. (2015). new or little known Pyraloids from Italy (Lepidoptera: Pyraloidea). Phegea. 43(3): 81-96
981;0;North America;Spodoptera frugiperda;Panamanian;2023;Tay, W., Meagher Jr, R., Czepak, C. and Groot, A. (2023). Spodoptera frugiperda: ecology, evolution, and management options of an invasive species. Annual Review of Entomology. 68(1): 299-317
982;0;Oceania;Badamia exclamationis;Oceanina;2017;Buden, D. and Tennent, W. (2017). New records of butterflies (Lepidoptera) from the Federated States of Micronesia with remarks on geographic variation in Hypolimnas bolina (Linnaeus). Pacific Science, 71(1): 83-90
983;0;Oceania;Tiracola plagiata;Oceanina;1980;Mandal, D. and Shukla, J. (1980). Redescription of the Genus and Species Tiracola plagiata (Walker)[Lepidoptera: Noctuidae]. Records of the Zoological Survey of India, 76: 87-92
984;0;Oceania;Erechthias pelotricha;Oceanina;1971;Clarke, J, (1971). The Lepidoptera of Rapa Island. Smithsonian Contributions to Zoology. 56: 1-282
985;0;Oceania;Ctenoplusia albostriata;Oceanina;1985;Holloway, J. (1985). Moths of Borneo 14. Family Noctuidae. Subfamily: Euteliinae, Stictopterinae, Plusinae, Pantheinae. Malayan Nature Journal. Available at: https://www.mothsofborneo.com/part-14/index.htm
986;0;Oceania;Achroia grisella;Oceanina;1996;Clarke, J. (1986): Pyralidae and Microlepidoptera of the Marquesas Archipelago. Smithsonian Contributions to Zoology. 416: 1-485
987;0;Oceania;Hypsipyla grandella;Oceanina;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
988;0;Oceania;Amyna axis;Oceanina;1999;Barnett, L., Emms, C. and Holloway, J. (1999). The moths of the Chagos Archipelago with notes on their biogeography. Journal of Natural History. 33(7): 1021–1038
989;0;Oceania;Amyna natalis;Oceanina;2009;Holloway, J. (2009) Moths of Borneo 13. Family Noctuidae, subfamilies Pantheinae (part), Bagisarinae, Acontiinae, Aediinae, Eustrotiinae, Bryophilinae, Araeopteroinae, Aventiinae, Eublemminae and further miscellaneous genera. Malayan Nature Journal. 62 (1) : 1-240
990;0;Oceania;Chrysodeixis eriosoma;Oceanina;1979;Roberts, L. (1979). Biology of Chrysodeixis eriosoma (Lepidoptera: Noctuidae) in New Zealand. New Zealand Entomologist. 7(1): 52-58
991;0;Oceania;Assara seminivale;Oceanina;2024;Austin, K. and Rubinoff, D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. British Museum Occasional Papers. 156: 111-121
992;0;Oceania;Autosticha pelodes;Oceanina;1978;Zimmerman, E. (1978). Insects of Hawaii. Vol. 9 Microlepidoptera. Part II. The University Press of Hawaii, Honolulu.
993;0;Oceania;Tiracola plagiata;Oceanina;2024;Holloway, J. (2024). Moths of Borneo 12. Family Notuidae, Trifine. Subfamilies: Noctuinae, Heliothinae, Hadeninae, Acronictinae, Amphipyrinae, Agaristinae. Southdene Sdn. Available at: https://www.mothsofborneo.com/part-12/index.htm
994;0;Oceania;Anomis privata;Oceanina;1996;Kononenko, V., Ahn, S. and Ronkay, L. (1998). Illustrated catalogue of Noctuidae in Korea (Lepidoptera). Insect of Korea. Series 3. Korea Research Institute of Bioscience and Biotechnology : Center for Insect Systematics
995;0;Europe;Argyresthia bonnetella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
996;0;Europe;Blastobasis phycidella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
997;0;Europe;Clostera anachoreta;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
998;0;Europe;Roeslerstammia erxlebella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
999;0;Europe;Incurvaria flavimitrella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1000;0;Europe;Tinagma balteolella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1001;0;Europe;Scythris inspersella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1002;0;Europe;Schiffermuelleria procerella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1003;0;Europe;Etainia sericopeza;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1004;0;Europe;Cochylis molliculana;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1005;0;Europe;Coleophora aestuariella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1006;0;Europe;Coleophora calycotomella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1007;0;Europe;Coleophora fuscicornis;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1008;0;Europe;Coleophora linosyridella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1009;0;Europe;Coptotriche heinemanni;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1010;0;Europe;Cosmopterix pulchrimella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1011;0;Europe;Dioryctria schuetzeella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1012;0;Europe;Dioryctria sylvestrella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1013;0;Europe;Dryobota labecula;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1014;0;Europe;Ectoedemia erythrogenella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1015;0;Europe;Ectoedemia hannoverella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1016;0;Europe;Eucosma metzneriana;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1017;0;Europe;Evergestis limbata;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1018;0;Europe;Hyles gallii;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1019;0;Europe;Hypena obsitalis;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1020;0;Europe;Lithostege griseata;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1021;0;Europe;Macaria signaria;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1022;0;Europe;Macdunnoughia confusa;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1023;0;Europe;Monochroa moyses;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1024;0;Europe;Monochroa niphognatha;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1025;0;Europe;Mythimna albipuncta;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1026;0;Europe;Pechipogo plumigeralis;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1027;0;Europe;Phyllocnistis xenia;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1028;0;Europe;Argyresthia laevigatella;Palearctic;1969;Moriuti, S. (1969). Argyresthiidae (Lepidoptera) of Japan. Bulletin of the University of Osaka Prefecture. 1-50
1029;0;Europe;Deilephila elpenor;Palearctic;2013;Hanif, H., Khan, S., Khan, M. and Raza, M. (2013). First record of Deilephila elpenor L. moth from Chakwal Punjab Pakistan. International Journal of Fauna and Biological Studies. 3(2): 10-13
1030;0;Europe;Phyllonorycter geniculella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1031;0;Europe;Panolis flammea;Palearctic;2008;Hicks, B., Leather, S. and Watt, A. (2008). Changing dynamics of the pine beauty moth (Panolis flammea) in Britain: the loss of enemy free space?. Agricultural and Forest Entomology. 10(3): 263-271
1032;0;Europe;Phyllonorycter comparella;Palearctic;2017;Kirichenko, N., Akulov, E., Triberti, P. and Ponomarenko, M. (2017). New records of the leaf mining Gracillariid moths (Lepidoptera: Gracillariidae) from Asian part of Russia. Far Eastern Entomologist. 346: 1-12
1033;0;Europe;Phyllonorycter strigulatella;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1034;0;Europe;Thera britannica;Palearctic;2023;Boyes, D. and Holland, P. (2023). The genome sequence of the spruce carpet moth, Thera britannica (Turner, 1925). Wellcome Open Research. 8: 114
1035;0;Europe;Stigmella pyri;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1036;0;Europe;Stigmella speciosa;Palearctic;2012;Davis, T. (2012). A Review of the Status of Microlepidoptera in Britain. Butterfly Conservation Report No. S12-02. Butterfly Conservation, Wareham.
1037;0;Europe;Xanthorhoe biriviata;Palearctic;2019;Fox, R., Parsons, M. and Harrower, C. (2019). A review of the status of the macro-moths of Great Britain Butterfly Conservation report to Natural England, 2019. Butterfly Conservation Report No. S19-17. Butterfly Conservation, Wareham.
1038;0;Europe;Lateroligia ophiogramma;Palearctic;2011;Neil, K. (2011). Lateroligia ophiogramma (Esper)(Lepidoptera: Erebidae) in Nova Scotia, Canada. Journal of the Acadian Entomological Society. 7:102-104
1039;0;Europe;Aglossa dimidiatus;Palearctic;2007;Khramov, P. (Ed.) (2007). Insecta.pro: international entomological community. Available online at: https://insecta.pro
1040;0;Europe;Yponomeuta cagnagellus;Palearctic;1987;Hoebeke, E. (1987). Yponomeuta cagnagella (Lepidoptera: Yponomeutidae): A palearctic ermine moth in the United States, with notes on its recognition, seasonal history, and habits. Annals of the Entomological Society of America. 80(4): 462-467
1041;0;Europe;Coleophora striatipennella;Palearctic;2001;Hoare, R. (2001). Adventive species of Lepidoptera recorded for the first time in New Zealand since 1988. New Zealand Entomologist. 24: 23-47
1042;0;Europe;Carcina quercana;Palearctic;1985;Meyrick, E. (1895). A Handbook of British Lepidoptera. Macmillan and Co. United Kingdom, London. 843pp
1043;0;Europe;Cerapteryx graminis;Palearctic;1979;Morris, R. (1979). A review of the life history, population levels, and spread of the Antler moth, Cerapteryx graminis (Lepidoptera: Noctuidae), in Newfoundland. The Canadian Entomologist. 111(8): 933-938
1044;0;Europe;Clepsis consimilana;Palearctic;1971;Powell, J. and Burns, J. (1971). Colonization of the northeastern United States by two Palearctic moths (Lepidoptera: Tortricidae). Psyche: A Journal of Entomology. 78(1): 38-48
1045;0;Europe;Clepsis spectrana;Palearctic;1996;Dang, P., Duncan, R. and Fitzpatrick, S. (1996). Occurrence of two palaearctic species of Clepsis Guenee, C. spectrana Treitshcke and C. consimilana (Huebner)(Tortricidae), in British Columbia, Canada. Journal of The Lepidopterist Society. 50: 321-328
1046;0;Europe;Hydraecia micacea;Palearctic;1984;Carter, D. (1984). Pest Lepidoptera of Europe: with special reference to the British Isles (Vol. 31). Springer Science and Business Media. Berlin, Germany.
1047;0;Europe;Peribatodes secundaria;Palearctic;2007;Smith, R., Baker, R., Malumphy, C., Hockland, S., Hammon, R., Ostoja-Starzewski, J. and Collins, D. (2007). Recent non-native invertebrate plant pest establishments in Great Britain: origins, pathways, and trends. Agricultural and Forest Entomology. 9(4): 307-326
1048;0;Asia;Sameodes cancellalis;Oceanina;2018;Poltavsky, A., Kravchenko, V., Traore, M., Traore, S., Gergely, P., Witt, T., ... and Muller, G. (2018). The Pyraloidea (Lepidoptera) fauna of the woody savannah belt in Mali, West Africa. Zootaxa. 4457(1): 39–69
1049;0;Asia;Neurothaumasia ankerella;Palearctic;2015;Gaedike, R. (2015). Tineidae I: (Dryadaulinae, Hapsiferinae, Euplocaminae, Scardiinae, Nemapogoninae and Meessiinae). In: Nuss, M., Karsholt, O., Mutanen, M. (Eds.). Microlepidoptera of Europe. Brill. Leiden, Netherlands.
1050;0;Asia;Neptis rivularis;Palearctic;2002;Kudrna, O. (2002) The distribution atlas of European butterflies. Oedippus. 20: 1–343
1051;0;Asia;Dendrolimus pini;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1052;0;Africa;Spodoptera exempta;Afrotropical;1986;Haggis, M. (1986). Distribution of the African armyworm, Spodoptera exempta (Walker)(Lepidoptera: Noctuidae), and the frequency of larval outbreaks in Africa and Arabia. Bulletin of Entomological Research. 76(1): 151-170
1053;0;Europe;Apopestes spectrum;Palearctic;2014;Baron, T. (2014). Collection records of Noctuoidea and Bombycoidea (Lepidoptera) from a location near Marmaris in South-Western Anatolia, Turkey. Esperiana Band. 19: 263-296
1054;0;Europe;Coleophora klimeschiella;Palearctic;2018;Richter, I. (2018). New findings of the case-bearing moths (genus Coleophora Hubner, 1822) from the Balkan Peninsula with description of two new species (Lepidoptera, Coleophoridae). Microlepidoptera.hu. 13(1): 43-52
1055;0;Europe;Duponchelia fovealis;Palearctic;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1056;0;North America;Ancylostomia stercorea;Neotropical;1972;Barrow, R. (1972). The bionomics of Ancyclostomia stercorea (zeller): a pod-borer on pigeon pea in Trinidad. [PhD Thesis, McGill University, Quebec]
1057;0;North America;Spodoptera eridania;Neotropical;2023;Zhang, Y., Zhao, H., Qi, Y., Li, M., Yang, N., Guo, J., ... and Liu, W. (2023). Global potential geographical distribution of the southern armyworm (Spodoptera eridania) under climate change. Biology. 12(7): 1040
1058;0;North America;Copaxa lavendera;Panamanian;2013;Sarmiento-Cordero, M. and Contreras-Ramos, A. (2013). Phenology of Copaxa lavendera (Westwood)(Lepidoptera, Saturniidae) from Sierra de Las Navajas, Hidalgo, Mexico. The Pan-Pacific Entomologist. 88(4): 399-406
1059;0;North America;Copaxa lavendera;Panamanian;2017;Barrios-Diaz, B., Sanchez-Garcia, L., Equihua–Martinez, A., Vazquez-Huerta, G. and Barrios-Diaz, J. (2017). Identificacion de lepidopteros asociados al follaje de encino (Quercus spp.), en el municipio de Tetela de Ocampo, Puebla. Folia Entomologica Mexicana. 4: 537-543
1060;0;North America;Auratonota dispersa;Panamanian;1990;Brown, J. (1990). New species and first US record of Auratonota (Lepidoptera: Tortricidae). Florida Entomologist. 73(1): 153-157
1061;0;North America;Tmolus echion;Panamanian;1934;Carter, W. (1934). Notes on two Pests of Pineapple not known in Hawaii. Proceedings of the Hawaiian Entomological Society. 8(3): 395-397
1062;0;North America;Vanessa atalanta;Panamanian;2020;Walker, A. (2020). Vanessa atalanta. The IUCN Red List of Threatened Species 2020: e.T174225A172421220.
1063;0;North America;Tecia solanivora;Panamanian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1064;0;North America;Crocidosema aporema;Panamanian;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1065;0;Oceania;Theretra silhetensis;Oceanina;2015;Meekhunthod, M., Bumroongsook, S. and Tigvattananont, S. (2015). The biological control agent of water primrose: Theretra silhetensis (Walker)(Lepidoptera: Sphingidae). Journal of Agricultural Technology 11(8): 2589-2596
1066;0;Oceania;Perixera illepidaria;Oceanina;2014;Kumar, V., Reddy, P., Anal, A. and Nath, V. (2014). Outbreak of the looper, Perixera illepidaria (Lepidoptera: Geometridae) on litchi, Litchi chinensis (Sapindales: Sapindaceae)-a new pest record from India. Florida Entomologist, 97(1): 22-29
1067;0;Oceania;Cryptophlebia ombrodelta;Oceanina;1975;Sinclair, E. (1975). A life system study of Cryptophlebia ombrodelta (Lower)(Lepidoptera: Tortricidae) in southeast Queensland. Doctoral Dissertation, University of Queensland
1068;0;Oceania;Crocidolomia pavonana;Oceanina;1946;Swezey, O. (1946). Lepidoptera, Geometridae, Arctiidae, Agrotidae, and Pyralidae of Guam. In: Insects of Guam II. Bernice P. Bishop Museum Bulletin. 189: 163-185
1069;0;Oceania;Papilio xuthus;Oceanina;2024;Inayoshi, Y. (2024). A Check List of Butterflies in Indo-China - Chiefly from Thailand, Laos and Vietnam. Available at: https://yutaka.it-n.jp/index.html
1070;0;South America;Ategumia ebulealis;Neotropical;2022;Brou, V. and Brou, C. (2022). Abita Entomological Study Site. Southern Lepidopterists News. 44(5): 409-460
1071;0;North America;Caphys biliniata;Panamanian;2012;Miller, J, Matthews, D., Warren, A., Solis, M., Harvey, D., Gentili-Poole, P., ... and Covell, C. (2012). An annotated list of the Lepidoptera of Honduras. Insecta Mundi. 205: 1-72
1072;0;North America;Heliconius erato;Panamanian;1994;Brower, A. (1994). Rapid morphological radiation and convergence among races of the butterfly Heliconius erato inferred from patterns of mitochondrial DNA evolution. PNAS. 91(14): 6491-6495
1073;0;North America;Carmenta mimosa;Panamanian;1983;Passoa, S. (1983). A new clear wing moth (Sesiidae) from Central America: a stem borer in Mimosa pigra. The Journal of the Lepidopterists Society. 37: 193-206
1074;0;Europe;Aproaerema polychromella;Palearctic;2023;Karsholt, O., Baldizzone, G. and Gomboc, S. (2023). Overview of the Gelechiidae Moths (Lepidoptera) of Krk Island, Croatia: Diversity, Distribution and Ecological Insights. GORTANIA Botanica, Zoologia. 45: 95-124
1075;0;North America;Litoprosopus haitiensis;Panamanian;1992;Frank, J. and McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28
1076;0;North America;Notioplusia illustrata;Panamanian;1978;Eichlin, T. and Cunningham, H. (1978). The Plusiinae (Lepidoptera: Noctuidae) of America north of Mexico, emphasizing genitalic and larval morphology (No. 1567). Department of Agriculture, Agricultural Research Service. Washington D.C., United States of America.
1077;0;Europe;Spatalia argentina;Palearctic;2023;De Juana, F. and Macia, R. (2023). Sobre Spatalia argentina (Denis & Schiffermüller, 1775) en la Península Ibérica: distribucion, seleccion de habitat y fenologia (Lepidoptera: Notodontidae). SHILAP Revista de lepidopterologia, 51(203): 525-538
1078;0;Europe;Hedya nubiferana;Palearctic;2014;Josvai, J., Koczor, S. and Toth, M. (2014). Performance of traps baited with female-targeted lure vs. pheromone traps for monitoring of the green budworm moth Hedya nubiferana Haw. in Hungary. Acta Phytopathologica et Entomologica Hungarica. 49(2): 223-233
1079;0;Asia;Sesamia grisescens;Oceanina;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
1080;0;Asia;Conopomorpha cramerella;Oceanina;2024;de Prins J. and de Prins W. (2024). Global Taxonomic Database of Gracillariidae (Lepidoptera). Avaliable at: http://www.gracillariidae.net
1081;0;Asia;Thysanoplusia orichalcea;Oriental;2008;Stringer, L., El-Sayed, A., Cole, L., Manning, L. and Suckling, D. (2008). Floral attractants for the female soybean looper, Thysanoplusia orichalcea (Lepidoptera: Noctuidae). Pest Management Science, 64(12), 1218-1221
1082;0;Asia;Sesamia grisescens;Oriental;2024;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI
