Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear;AcceptedSpecies
Bedellia somnulentella;Canada;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bedellia somnulentella
Bedellia somnulentella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bedellia somnulentella
Bedellia somnulentella;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bedellia somnulentella
Bedellia somnulentella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1865.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Bedellia somnulentella
Bedellia somnulentella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Bedellia somnulentella
Bedellia somnulentella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bedellia somnulentella
Bedellia somnulentella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1865.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bedellia somnulentella
Bema neuricella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1984.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Bema neuricella
Bema neuricella;United States;Nearctic;0.0;1.0;0.0;0.0;;;1984.0;Frank, J., McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28;1992.0;Bema neuricella
Bema neuricella;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Bema neuricella
Bema neuricella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1987.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bema neuricella
Bema neuricella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;1984.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bema neuricella
Bifascioides leucomelanellus;Malta;Saharo-Arabian;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Bifascioides leucomelanella
Bifascioides leucomelanellus;Malta;Saharo-Arabian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Bifascioides leucomelanella
Bifascioides leucomelanellus;Montenegro;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Bifascioides leucomelanella
Bilobata subsecivella;New Zealand;Australian;;;0.0;;1.0;1.0;1923.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Bilobata subsecivella
Bilobata subsecivella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Bilobata subsecivella
Blastobasis adustella;Belgium;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis adustella
Blastobasis adustella;France;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis adustella
Blastobasis adustella;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis adustella
Blastobasis adustella;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis adustella
Blastobasis adustella;Ireland;Palearctic;;;0.0;;1.0;1.0;1902.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis adustella
Blastobasis adustella;Ireland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis adustella
Blastobasis adustella;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis adustella
Blastobasis adustella;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis adustella
Blastobasis adustella;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis adustella
Blastobasis adustella;United Kingdom;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis adustella
Blastobasis adustella;United Kingdom;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis adustella
Blastobasis decolorella;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis decolorella
Blastobasis glandulella;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis glandulella
Blastobasis glandulella;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin K., Rubinoff D. (2026). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2025. Bishop Museum Occasional Papers. 175: 3-8;2026.0;Blastobasis glandulella
Blastobasis lacticolella;Denmark;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis lacticolella
Blastobasis lacticolella;Ireland;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis lacticolella
Blastobasis lacticolella;Ireland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis lacticolella
Blastobasis lacticolella;United Kingdom;Palearctic;;;0.0;;1.0;1.0;1946.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis lacticolella
Blastobasis lacticolella;United Kingdom;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis lacticolella
Blastobasis marmorosella;New Zealand;Australian;;;0.0;;1.0;1.0;1988.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Blastobasis marmorosella
Blastobasis marmorosella;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Blastobasis marmorosella
Blastobasis maroccanella;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis maroccanella
Blastobasis maroccanella;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis maroccanella
Blastobasis maroccanella;United Kingdom;Palearctic;;;0.0;;1.0;1.0;2014.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Blastobasis maroccanella
Blastobasis maroccanella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2000.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Blastobasis maroccanella
Blastobasis maroccanella;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastobasis maroccanella
Blastobasis maroccanella;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2000.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastobasis maroccanella
Blastobasis rebeli;United Kingdom;Palearctic;;;0.0;;1.0;1.0;1998.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Blastobasis rebeli
Blastobasis rebeli;United Kingdom;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Blastobasis rebeli
Blastobasis tarda;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis tarda
Blastobasis tarda;New Zealand;Australian;;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Blastobasis tarda
Blastobasis tarda;New Zealand;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Blastobasis tarda
Blastobasis tarda;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Blastobasis tarda
Blastobasis tarda;United States;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastobasis tarda
Blastobasis tarda;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;2009.0;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastobasis tarda
Blastobasis vittata;Ireland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Blastobasis vittata
Blastobasis vittata;Ireland;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Blastobasis vittata
Blastodacna atra;Canada;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastodacna atra
Blastodacna atra;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastodacna atra
Blastodacna atra;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastodacna atra
Blastodacna atra;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Blastodacna atra
Bleptina araealis;United States;Nearctic;0.0;;0.0;0.0;1.0;;1986.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Bleptina araealis
Bleptina araealis;United States;Nearctic;0.0;1.0;0.0;0.0;;;1986.0;Frank, J., McCoy, E. (1992). Introduction to the Behavioral Ecology of Immigration. The Immigration of Insects to Florida, with a Tabulation of Records Published Since 1970. The Florida Entomologist.75(1): 1-28;1992.0;Bleptina araealis
Bleptina araealis;United States;Nearctic;0.0;;0.0;0.0;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Bleptina araealis
Bleszynskia malacelloides;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Bleszynskia malacelloides
Bleszynskia malacelloides;New Zealand;Australian;;;0.0;;1.0;1.0;1927.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Bleszynskia malacelloides
Bocana manifestalis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Bocana manifestalis
Bohemannia pulverosella;Canada;Nearctic;0.0;0.0;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bohemannia pulverosella
Bohemannia pulverosella;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Bohemannia pulverosella
Bombyx mori;Australia;Australian;;;0.0;;1.0;;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Bombyx mori
Bombyx mori;Canada;Nearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bombyx mori
Bombyx mori;Denmark;Palearctic;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bombyx mori
Bombyx mori;Nepal;Sino-Japanese;;;0.0;;1.0;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bombyx mori
Bombyx mori;United States;Nearctic;0.0;;0.0;1.0;1.0;;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Bombyx mori
Bombyx mori;United States;Nearctic;0.0;;0.0;;;;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Bombyx mori
Bombyx mori;Hawaii;Nearctic;0.0;0.0;0.0;1.0;1.0;0.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Bombyx mori
Borbo cinnara;Japan;Oriental;;;0.0;;1.0;1.0;;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Borbo cinnara
Borbo cinnara;Japan;Oriental;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Borbo cinnara
Borbo cinnara;Japan;Oriental;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Borbo cinnara
Borkhausenia fuscescens;Canada;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Borkhausenia fuscescens
Borkhausenia fuscescens;Canada;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Borkhausenia fuscescens
Borkhausenia fuscescens;United States;Nearctic;0.0;;0.0;0.0;;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Borkhausenia fuscescens
Borkhausenia fuscescens;United States;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Shropshire, K., Tallamy, D. (2025). Lepidoptera of North American north of Mexico: An annotated list containing geographic ranges and host plant records. ZooKeys;2025.0;Borkhausenia fuscescens
Borkhausenia nefrax;France;Palearctic;;;0.0;;1.0;1.0;1978.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Borkhausenia nefrax
Borkhausenia nefrax;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;France;Palearctic;;;0.0;;1.0;1.0;1978.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Borkhausenia nefrax
Borkhausenia nefrax;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Austin, K., Rubinoff, D. (2024). New records of introduced Lepidoptera in the Hawaiian Islands for the year 2023. Bishop Museum Occasional Papers 156: 111–121;2024.0;Borkhausenia nefrax
Borkhausenia nefrax;Netherlands;Palearctic;;;0.0;;1.0;1.0;1987.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Borkhausenia nefrax
Borkhausenia nefrax;Netherlands;Palearctic;;;0.0;;1.0;1.0;1987.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Borkhausenia nefrax
Borkhausenia nefrax;Poland;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;Poland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Borkhausenia nefrax
Borkhausenia nefrax;Poland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;Poland;Palearctic;;;0.0;;1.0;1.0;1961.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Borkhausenia nefrax
Borkhausenia nefrax;Spain;Palearctic;;;0.0;;1.0;1.0;1981.0;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Borkhausenia nefrax
Borkhausenia nefrax;Spain;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Borkhausenia nefrax
Borkhausenia nefrax;Spain;Palearctic;;;0.0;;1.0;1.0;1981.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Borkhausenia nefrax
Brachycyttarus griseus;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Brachycyttarus griseus
Brachycyttarus griseus;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Brachycyttarus griseus
Brachycyttarus griseus;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Brachycyttarus griseus
Brachycyttarus griseus;Hawaii;Nearctic;;;0.0;;1.0;1.0;1986.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Brachycyttarus griseus
Brachycyttarus griseus;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Brachycyttarus griseus
Bradyrrhoa gilveolella;Australia;Australian;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Bradyrrhoa gilveolella
Bradyrrhoa gilveolella;United States;Nearctic;0.0;;0.0;1.0;1.0;1.0;2002.0;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Bradyrrhoa gilveolella
Brephidium exilis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Simpson, A. et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release.;2022.0;Brephidium exilis
Brephidium exilis;Hawaii;Nearctic;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Brephidium exilis
Brephidium exilis;Hawaii;Nearctic;0.0;;0.0;0.0;1.0;1.0;;Nishida, G. (2002). Hawaiian terrestrial arthropod checklist. Fourth edition. Bishop Museum Press. 313 pp;2002.0;Brephidium exilis
Brephidium exilis;Hawaii;Nearctic;;;0.0;;1.0;1.0;1978.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Brephidium exilis
Brephidium exilis;Hawaii;Nearctic;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Brephidium exilis
Brephidium exilis;Iran;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;2023.0;Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;2023.0;Brephidium exilis
Brephidium exilis;Oman;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;1990.0;Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;2023.0;Brephidium exilis
Brephidium exilis;Saudi Arabia;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;1990.0;Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;2023.0;Brephidium exilis
Brephidium exilis;Saudi Arabia;Saharo-Arabian;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Brephidium exilis
Brephidium exilis;United Arab Emirates;Saharo-Arabian;0.0;;0.0;0.0;1.0;1.0;1990.0;Markhasiov, M. (2023). First record of Western Pygmy-Blue Brephidium exilis (Boisduval, 1852) in Iran. Atalanta. 54(1): 116-118;2023.0;Brephidium exilis
Bucculatrix ainsliella;Belgium;Palearctic;0.0;;0.0;0.0;1.0;1.0;2006.0;van Nieukerken, E. et al. (2012). Bucculatrix ainsliella Murtfeldt, a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota Lepidopterologica. 35(2): 135-159;2012.0;Bucculatrix ainsliella
Bucculatrix ainsliella;Germany;Palearctic;0.0;;0.0;0.0;1.0;1.0;2011.0;van Nieukerken, E. et al. (2012). Bucculatrix ainsliella Murtfeldt, a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota Lepidopterologica. 35(2): 135-159;2012.0;Bucculatrix ainsliella
Bucculatrix ainsliella;Netherlands;Palearctic;0.0;;0.0;0.0;1.0;1.0;2006.0;van Nieukerken, E. et al. (2012). Bucculatrix ainsliella Murtfeldt, a new North American invader already widespread on northern red oaks (Quercus rubra) in Western Europe (Bucculatricidae). Nota Lepidopterologica. 35(2): 135-159;2012.0;Bucculatrix ainsliella
Bucculatrix ainsliella;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bucculatrix ainsliella
Bucculatrix chrysanthemella;Finland;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;Finland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;France;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;Italy;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;Italy;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;Italy;Palearctic;;;0.0;;1.0;1.0;2007.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Bucculatrix chrysanthemella
Bucculatrix chrysanthemella;Netherlands;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Bucculatrix chrysanthemella
