Species;NAME_0;Realm;Cryptogenic;Dispersal;Eradicated;IntentionalRelease;Introduced;Established;ReportedFirstYear;Reference;ReferenceYear;AcceptedSpecies
Hyphantria cunea;China;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;China;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;China;Palearctic;;;0.0;;1.0;1.0;1979.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Croatia;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1951.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Czechia;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Denmark;Palearctic;0.0;;0.0;0.0;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Estonia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Estonia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Estonia;Palearctic;;;0.0;;1.0;1.0;1981.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1977.0;European and Mediterranean Plant Protection Organization (EPPO) (1977). Report of Hypantria cunea D. in France. EPPO Reporting Service. 01 - 1977: 1977/06;1977.0;Hyphantria cunea
Hyphantria cunea;France;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Georgia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Georgia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Georgia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0;Hyphantria cunea
Hyphantria cunea;Georgia;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;;;0.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;0.0;;0.0;0.0;1.0;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Germany;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;0.0;;0.0;0.0;1.0;1.0;1940.0;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1978.0;European and Mediterranean Plant Protection Organization (EPPO) (1978). New record of Hyphantria cunea in Greece. EPPO Reporting Service. 1980/01;1978.0;Hyphantria cunea
Hyphantria cunea;Greece;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;0.0;0.0;0.0;0.0;1.0;1.0;1940.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Hungary;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Iran;Saharo-Arabian;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Iran;Saharo-Arabian;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Iran;Saharo-Arabian;0.0;1.0;0.0;0.0;1.0;1.0;2002.0;Karami, A. et al. (2022). Native parasitoids of the fall webworm, Hyphantria cunea (Drury, 1773) (Lepidoptera, Erebidae), an invasive alien pest in northern Iran. Journal of Insect Biodiversity and Systematics. 09(1): 81-101;2022.0;Hyphantria cunea
Hyphantria cunea;Iran;Saharo-Arabian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1975.0;Molfini, M. et al. (2020). A preliminary prioritized list of Italian alien terrestrial invertebrate species. Biological Invasions. 22: 2385-2399;2020.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1987.0;European and Mediterranean Plant Protection Organization (EPPO) (1988). Hyphantria cunea in Italy. EPPO Reporting Service. 03 - 1988: 1988/05;1988.0;Hyphantria cunea
Hyphantria cunea;Italy;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Japan;Oriental;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Mally, R. et al. (2022). Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset.;2022.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Japan;Oriental;;;0.0;;1.0;1.0;1994.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Hyphantria cunea
Hyphantria cunea;Japan;Oriental;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;0.0;0.0;0.0;1.0;1.0;1945.0;Ito, Y., Miyashita, K. (1968). Biology of Hyphantria cunea Drury (Lepidoptera: Aarctiidae) in Japan. V. Preliminary Life Tables and Mortality Data in Urban Areas. Researches on Population Ecology. X: 177-209;1968.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;1.0;1.0;1945.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;;0.0;0.0;;1.0;;Yamanaka, T. et al. (2015). Comparison of insect invasions in North America, Japan and their Islands. Biological Invasions. 17(10): 3049-3061;2015.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;0.0;0.0;0.0;1.0;1.0;1945.0;Xu, X. et al. (2015). Cold hardiness characteristic of the overwintering pupae of fall webworm Hyphantria cunea (Drury) (Lepidoptera: Arctiidae) in the northeast of China. Journal of Asia-Pacific Entomology. 18: 39-45;2015.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;;0.0;0.0;1.0;1.0;;National Institute for Environmental Studies - Japan (2024). Invasive Species of Japan: Lepidopterans (provisional list);2024.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;0.0;0.0;0.0;0.0;1.0;1.0;1945.0;Morimoto, N., Kiritani, K. (1995). Fauna of exotic insects in Japan. Bulletin of the National Institute of Agro-Environmental Sciences. 12: 87-120;1995.0;Hyphantria cunea
Hyphantria cunea;Japan;Sino-Japanese;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Kazakhstan;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Kazakhstan;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Kazakhstan;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Kazakhstan;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Kyrgyzstan;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Kyrgyzstan;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Kyrgyzstan;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Lithuania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Lithuania;Palearctic;;;1.0;;;0.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Lithuania;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Lithuania;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Lithuania;Palearctic;0.0;;0.0;0.0;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Luxembourg;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Moldova;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Mongolia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Montenegro;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1962.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Montenegro;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Montenegro;Palearctic;;;0.0;;1.0;1.0;1999.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;New Zealand;Australian;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;New Zealand;Australian;;;0.0;;1.0;1.0;2003.0;Turner, R. et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo;2024.0;Hyphantria cunea
Hyphantria cunea;New Zealand;Australian;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;North Korea;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;North Korea;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;North Korea;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;North Macedonia;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;North Macedonia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;North Macedonia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;North Macedonia;Palearctic;;;0.0;;1.0;1.0;1980.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1962.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Poland;Palearctic;;;0.0;;1.0;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;0.0;;0.0;0.0;1.0;;1940.0;Timus, A. (2015). The Invasive Entomofauna of the Holometabola Group, Superorder Mecopteroidea for Republic of Moldova. Current Trends in Natural Sciences. 4(7): 50-58;2015.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1948.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Romania;Palearctic;;;0.0;;1.0;1.0;1949.0;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Russia Asia;Palearctic;;;0.0;;1.0;1.0;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS.;2020.0;Hyphantria cunea
Hyphantria cunea;Russia Asia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Russia Asia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Russia Asia;Palearctic;0.0;1.0;0.0;0.0;1.0;1.0;1962.0;Warren, L., Tadic, M. (1970). Fall web worm, Hyphantria cunea (Drury). Arkansas Agricultural Experimental Station Bulletin. 759: 1-106;1970.0;Hyphantria cunea
Hyphantria cunea;Russia Asia;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Russia Europe;Palearctic;;;0.0;;1.0;1.0;;Roy, D. et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe.;2020.0;Hyphantria cunea
Hyphantria cunea;Russia Europe;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Invasive Species Specialist Group ISSG (2015). The Global Invasive Species Database. Version 2015.1.;2015.0;Hyphantria cunea
Hyphantria cunea;Russia Europe;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Russia Europe;Palearctic;;;0.0;;;1.0;;CAB International (CABI) (2024). CABI Invasive Species Compendium.;2024.0;Hyphantria cunea
Hyphantria cunea;Serbia;Palearctic;;;0.0;;;1.0;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database.;2024.0;Hyphantria cunea
Hyphantria cunea;Serbia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Lopez-Vaamonde, C. et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010.0;Hyphantria cunea
Hyphantria cunea;Serbia;Palearctic;0.0;;0.0;0.0;1.0;1.0;;Pullaiah, T., Ielmini, M. (Eds.) (2021). Invasive Alien Species: Observations and Issues from Around the World. Volume 3: Issues and Invasions in Europe. Wiley. 326pp;2021.0;Hyphantria cunea
